Date,7137500,7138000,7138020,7139000,7139500,7141300,7143330,7143375,7143665,7143672,7144100,7144200,7144300,7144550,7146500
17899,9.686110497,9.691570282,9.692893028,9.767552376,9.780837059,9.825594902,9.864165306,9.870466232,10.3307991,10.34304428,10.43790722,10.46003437,9.893117905,9.902148247,9.96470356
17930,14.81316471,14.82705879,14.84718132,14.99185944,15.01867104,15.09613609,15.12823486,15.13578606,15.27100277,15.29305935,15.43392277,15.4675045,15.15028858,15.16153526,15.25830078
17958,26.91765785,26.94872284,26.99373817,27.31624031,27.39015961,27.66929626,28.00683212,28.03362083,30.93768883,30.97577667,31.21017838,31.26081657,28.15244484,28.18572617,28.45427513
17989,43.19446182,43.27412033,43.39678955,44.12635803,44.36943054,45.38002396,46.56464005,46.62604141,56.09538651,56.09717178,55.68989563,55.64290619,46.9495163,47.02350235,47.75102997
18019,73.25359344,73.45065308,73.7440567,75.45326996,76.00447845,77.94353485,80.15929413,80.28606415,99.95531464,99.99504852,99.90566254,99.92578888,80.9933548,81.15135193,82.49736023
18050,99.2804184,99.56593323,100.0063095,102.5721436,103.5474014,107.3951492,111.8440781,112.0753479,150.0602264,150.0698395,149.0542297,148.9173737,113.3916016,113.6597366,116.1147003
18080,124.6973572,125.0197601,125.5484238,128.2286835,129.3139038,133.6043396,138.3371277,138.5437317,172.1162415,172.1224213,171.1069946,170.9935608,139.7037506,139.9465027,142.2306976
18111,100.0026169,100.2244415,100.5817719,102.5320892,103.2969131,106.0455017,109.058754,109.199646,132.9977112,132.9813843,131.8265991,131.6585236,109.9961472,110.1403961,111.4044571
18142,62.69807816,62.79240799,62.9368782,63.82618332,64.06214142,64.91243744,65.7228775,65.76267242,70.70307922,70.72673035,70.65315247,70.67610931,65.94291687,65.99656677,66.43232727
18172,33.71992111,33.78278732,33.86748505,34.48913574,34.73286057,35.79317856,37.01041794,37.07808304,47.99906921,48.01309586,47.97709274,47.98379517,37.46910095,37.55080414,38.21936035
18203,23.47843742,23.49681282,23.52303886,23.73820877,23.79389381,24.0275135,24.26118851,24.27466583,25.89132881,25.8953743,25.81739616,25.81826019,24.33119583,24.34815788,24.51471138
18233,13.33889198,13.34703255,13.35759926,13.44920063,13.47102833,13.58339119,13.69434357,13.7057476,14.73776531,14.7545414,14.83660507,14.85901737,13.74914169,13.76463509,13.88971519
18264,13.82423401,13.82781315,13.82442856,13.87402534,13.86974812,13.8566885,13.81216812,13.81462002,13.43484306,13.44876194,13.54816437,13.57455158,13.80826569,13.81380272,13.85407162
18295,18.60703278,18.62231827,18.64199638,18.7904892,18.8246479,18.96118164,19.0490551,19.05745125,19.3603611,19.38261795,19.51921844,19.55269814,19.07777596,19.09032249,19.19535828
18323,25.70015144,25.73010063,25.77041054,26.04239082,26.11309814,26.42533493,26.76014328,26.78461647,29.47597313,29.50724983,29.64899635,29.68262672,26.89126778,26.92212486,27.19950867
18354,43.78274918,43.84957123,43.94161606,44.5462265,44.72794724,45.36528015,45.96858215,46.00688934,51.12554932,51.15000916,51.12995911,51.13978958,46.19260406,46.24012756,46.6967659
18384,67.43655396,67.60658264,67.84616852,69.54012299,70.15080261,72.4775238,74.98161316,75.12889099,98.48001099,98.5447998,98.68180084,98.67203522,75.96894836,76.1362915,77.59857178
18415,108.6456985,108.9309845,109.3790512,112.0175323,113.0448761,116.9628983,120.9809799,121.1631165,150.2973785,150.3383942,149.6895142,149.5764923,122.1714783,122.3562393,124.0254898
18445,111.1855316,111.3985138,111.7784195,113.7828369,114.4528656,117.0109024,119.6561737,119.7724686,138.0596313,138.0593872,137.0640869,136.9398651,120.3832169,120.5025787,121.7069778
18476,92.07083893,92.22676086,92.49726868,93.94631958,94.44115448,96.2586441,98.2355957,98.3483963,114.748085,114.7843857,114.2958832,114.2619629,98.91864014,99.0398407,100.1269073
18507,58.02588272,58.14333725,58.3039093,59.39474487,59.77496338,61.13594055,62.65180588,62.73761749,74.78549194,74.84026337,75.09052277,75.16053009,63.18668365,63.29310608,64.2122345
18537,44.51703644,44.56785965,44.63635254,45.17506027,45.34470749,46.02912903,46.79250336,46.84614182,53.68928909,53.74971008,54.18317032,54.26727676,47.1161499,47.18262863,47.70144653
