"","site_no","station_nm","dec_lat_va","dec_long_va","huc_cd","startDate","endDate","yearsAvail","county","id","Q10","p_Q10","tau_Q10","MeanQ","p_MeanQ","tau_MeanQ","Q50","p_Q50","tau_Q50","Baseflow","p_Baseflow","tau_Baseflow","MAM7","p_MAM7","tau_MAM7","Q90","p_Q90","tau_Q90","Q95","p_Q95","tau_Q95","Q90Q10","p_Q90Q10","tau_Q90Q10"
"1","07138000","ARKANSAS R AT SYRACUSE, KS",37.9661241,-101.7568387,"11030001",1902-08-21,2022-10-26,120,"Hamilton",1,13.5920863724306,0.000140974642215304,"-",7.70098083635822,5.73374043013661e-06,"-",3.25643736006151,0.696275329700317,"-",3.92871926362242,0.758931679406092,"+",47.8497336561743,"NA","NA",0.215377935309807,0.0132548735374875,"+",0.0635996374843327,0.0218033897184676,"+",13.3767084371208,3.74907553461001e-06,"+"
"3","07139000","ARKANSAS R AT GARDEN CITY, KS",37.9558565,-100.8773844,"11030001",1922-06-21,2022-09-11,100,"Finney",2,7.24911273196301,1.90024397444248e-05,"-",4.04268922672456,2.97103555481573e-06,"-",0.226534772873844,0.0023061569270139,"-",1.72033376476433,0.00418962015638928,"-",47.8497336561743,"NA","NA",0,0.143416929913028,"-",0,0.226026419145656,"+",7.24911273196301,1.62810742613058e-05,"+"
"31","07139500","ARKANSAS R AT DODGE CITY, KS",37.7447427,-100.0329126,"11030003",1902-10-01,2007-02-28,105,"Ford",3,7.19247903874455,1.28538523705099e-08,"-",3.66788543190159,9.25390062748971e-10,"-",0.792871705058454,1.8118413388482e-07,"-",2.09939402022814,5.26079285782679e-07,"-",47.8497336561743,"NA","NA",0,2.05276286321992e-06,"-",0,8.44250455204537e-07,"+",7.19247903874455,1.41107119813805e-08,"+"
"4","07144200","L ARKANSAS R AT VALLEY CENTER, KS",37.8321722,-97.3885694,"11030012",1922-06-10,2022-10-26,100,"Sedgwick",4,14.1017896113968,0.0133775922600436,"+",8.75279706589074,0.0212591243915711,"+",1.69901079655383,0.107791320198842,"+",1.82796651366123,0.109789164308975,"+",47.8497336561743,"NA","NA",0.56633693218461,0.63655214922405,"-",0.396435852529227,0.246343292943532,"+",13.5354526792122,0.0109598210941766,"+"
"5","07146500","ARKANSAS R AT ARKANSAS CITY, KS",37.0375083,-97.0392194,"11030013",1902-10-01,2022-10-26,120,"Cowley",5,118.364418826583,0.109379853930169,"+",55.9607419610281,0.0754152038759478,"+",25.6267461813536,0.0550381864638601,"+",27.0371361193395,0.069178347752116,"+",47.8497336561743,"NA","NA",8.353469749723,0.000927837013364748,"+",5.69168616845533,0.000226111079779401,"+",110.01094907686,0.161046659380837,"+"
"6","07147800","WALNUT R AT WINFIELD, KS",37.22440278,-96.9956889,"11030018",1921-11-14,2022-10-26,101,"Cowley",6,53.8020085575379,0.000274305841878317,"+",27.0500771134742,0.00516918764946469,"+",5.25277504601226,0.00135415789069932,"+",6.54349449044984,4.94937179317059e-05,"+",47.8497336561743,"NA","NA",0.764554858449223,3.1678159576653e-05,"+",0.424752699138457,1.13262821747047e-05,"+",53.0374536990887,0.000347811724919649,"+"
"12","07142300","RATTLESNAKE C NR MACKSVILLE, KS",37.8715361,-98.8758056,"11030009",1962-10-01,2021-09-30,59,"Stafford",7,0.991089631323067,2.20309022535173e-06,"-",0.538322254176696,1.57915277993578e-07,"-",0.257683304143997,3.22285819187142e-08,"-",0.343505190611668,2.01380881938257e-08,"-",47.8497336561743,"NA","NA",0.000849505398276915,5.69054086698782e-09,"-",0,5.88146478997825e-09,"+",0.99024012592479,0.000283471146423814,"+"
