,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,startDate,endDate,yearsAvail,id,Q10,p_Q10,tau_Q10,MeanQ,p_MeanQ,tau_MeanQ,Q50,p_Q50,tau_Q50,Baseflow,p_Baseflow,tau_Baseflow,MAM7,p_MAM7,tau_MAM7,Q90,p_Q90,tau_Q90,Q95,p_Q95,tau_Q95
1,4112500,"RED CEDAR RIVER AT EAST LANSING, MI",42.7272571,-84.4780317,4050004,8/31/1902,9/30/1940,38,1,391.1,0.669334014,-,161.7305764,0.502158252,-,69,0.178722004,-,70.36594824,0.854777098,-,22.43846154,0.24638736,-,17,0.24638736,-,13,0.243737637,-
3,4113000,"GRAND RIVER AT LANSING, MI",42.75059039,-84.555257,4050004,3/1/1901,9/30/1940,39,2,1780,0.016393317,-,820.3708343,0.007487887,-,472,0.023642219,-,414.2236228,0.046744941,-,181.2857143,0.016393317,-,146,0.016393317,-,115,0.016393317,-
31,4119000,"GRAND RIVER AT GRAND RAPIDS, MI",42.963082,-85.6772533,4050006,3/1/1901,9/30/1940,39,3,6200,0.191670591,-,3222.065683,0.115074648,-,2120,0.033975639,-,2102.948351,0.191670591,-,1002.482143,0.224134302,-,1020,0.125443639,-,888,0.149250768,-
