"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1904,3072.61682242991,1700,2250,6488.00000000001,1700,NA
"2",1905,2050.84931506849,1050,1830,3100,1050,2027.97808219178
"3",1906,2328.6301369863,1240,2100,3960,1240,2296.57534246575
"4",1907,2691.23287671233,1330,2160,4760,1240,2657.53770384866
"5",1908,1807.60382513661,837,1630,2670,773.571428571429,1758.6107424755
"6",1909,2071.05479452055,956,2120,3250,918.714285714286,2025.4038421396
"7",1910,2189.30136986301,900,2120,3936,831.428571428571,2153.53572181243
"8",1911,2048.28219178082,1060,2200,3250,960,1998.29193302892
"9",1912,1906.61202185792,1270,1900,2690,1117.14285714286,1847.93266978923
"10",1913,2094.08219178082,1270,2050,3174,1254.28571428571,2027.57622716895
"11",1929,965.217391304348,800,1000,1100,800,NA
"12",1930,956.586301369863,354.2,1020,1386,295.714285714286,806.749968508896
"13",1931,407.797260273973,97,284,1010,78,329.141289353521
"14",1932,731.191256830601,186.5,645,1320,133.714285714286,364.780650133109
"15",1933,699.334246575342,216.8,628,1368,153.714285714286,385.33352739726
"16",1934,693.471232876712,130.8,585,1310,122.428571428571,330.803012856378
"17",1935,1056.04657534247,292.8,943,1664,187.857142857143,407.2800498132
"18",1936,1304.68852459016,592.5,1295,1980,398.142857142857,821.234200908381
"19",1937,822.369863013699,297.6,788,1470,177,409.773592085236
"20",1938,2065.58356164384,743.2,1320,4400,610.285714285714,1464.80880626223
"21",1939,1031.61643835616,605,1020,1440,475.285714285714,609.610475423046
"22",1940,1414.68306010929,668,1190,1920,515.857142857143,699.217383879781
"23",1941,1099.01643835616,586,1000,1690,501.285714285714,694.638690727081
"24",1942,1407.55342465753,796.4,1300,1970,664.428571428571,880.446917808219
"25",1943,2559.74520547945,958,2010,5136,759.285714285714,2127.16693831083
"26",1944,1258.37978142077,817.5,1260,1710,754.714285714286,1015.75974276179
"27",1945,1147.46575342466,653.6,1070,1816,539.142857142857,856.662374429224
"28",1946,1729.77260273973,905.4,1530,3602,645.428571428571,1458.81853742909
"29",1947,911.830136986301,302.2,835,1550,158.571428571429,747.526783470766
"30",1948,1243.23224043716,380,1400,1780,169,1079.50479265725
"31",1949,1306.39178082192,556,1240,2110,496.571428571429,1121.83314066406
"32",1950,1291.62191780822,629.6,1080,2330,594.857142857143,1137.43329929947
"33",1951,1843.93424657534,840,1570,3640,778.571428571429,1575.35218460317
"34",1952,2775.20491803279,1520,2220,4965,1228.57142857143,2434.01671491835
"35",1953,2690.24657534247,1590,2300,4548,1272.85714285714,2319.88486125746
"36",1954,2457.57534246575,1438,2180,4164,1067.85714285714,2128.0105022831
"37",1955,1256.19452054795,600,950,1876,450,1024.75845136599
"38",1956,3833.78142076503,1540,3200,6450,1094,3511.13811537582
"39",1957,2457.04657534247,1250,2080,5004.00000000001,673.285714285714,2080.69072764195
"40",1958,3285.41095890411,1770,2970,5956,1412.85714285714,2882.88942561884
"41",1959,1434.16712328767,680,1480,2426,599.142857142857,1290.58860621874
"42",1960,1120.68852459016,596,1155,1550,573,988.471501312895
"43",1961,1302.7095890411,672,1200,2134,647.857142857143,1104.77267538398
"44",1962,1375.04657534247,490,1090,2522,448,1122.71782897468
"45",1963,1653.63287671233,439.6,1460,2650,403.428571428571,1312.28906696614
"46",1964,1393.81420765027,402.5,1200,2560,309.428571428571,1168.25903187584
"47",1965,2928.21369863014,326,2110,7490,266.714285714286,2774.84564228009
"48",1966,1128.54794520548,324,1030,2162,272.571428571429,1010.06053497812
"49",1967,1607.4602739726,297.4,1410,2674,291.428571428571,1069.0161744648
"50",1968,908.920765027322,298,793,1575,252.857142857143,485.479926789968
"51",1969,1740.9698630137,351,1580,2886,213,1219.67011463903
"52",1970,1901.59178082192,310,1260,4396,237.571428571429,1273.14307157735
"53",1971,2508.00273972603,304.4,2590,4710.00000000001,251.285714285714,1712.66735400144
"54",1972,2317.01092896175,249,1955,4480,242.428571428571,1811.89500152924
"55",1973,1290.55890410959,268.4,830,2800,244.285714285714,1150.33017663686
"56",1974,2315.11780821918,273.2,2360,5246,247.285714285714,1777.87901851193
"57",1975,2132.77808219178,366,2580,3590,236.142857142857,1815.99015515347
"58",1976,1366.53825136612,280,1260,2630,252,1256.76874620522
"59",1977,891.254794520548,361.2,622,1290,291.857142857143,645.452691828719
"60",1978,1657.75342465753,340.2,1410,3252,253.857142857143,1363.47955090572
"61",1979,992.909589041096,477,922,1900,259.857142857143,693.407415456449
"62",1980,1272.74863387978,448,992,2615,247.285714285714,981.578701501322
"63",1981,934.205479452055,473,718,1240,250.285714285714,700.260087431594
"64",1982,2585.72602739726,477,2390,5982.00000000001,282.857142857143,2063.57000706966
"65",1983,3050.80821917808,626.8,2460,6050,341.857142857143,2603.18207673741
"66",1984,2778.49453551913,573,2570,4920,272.142857142857,2365.51159348724
"67",1985,1490.32876712329,508.4,1270,2740,265,1264.85177065132
"68",1986,2019.87945205479,405.8,1420,4176,268.571428571429,1757.15098440372
"69",1987,1072.47397260274,444,973,1956,271.714285714286,850.631211516794
"70",1988,902.311475409836,468,779,1410,270.571428571429,768.809828487689
"71",1989,1614.83835616438,429.4,1020,3734,382,1285.58610699929
"72",1990,968.594520547945,430.4,926,1612,335.571428571429,778.320165696776
"73",1991,466.676712328767,271,408,630.6,257.285714285714,374.171322905875
"74",1992,355.77868852459,145,206,649,139.857142857143,324.630004228467
"75",1993,1568.64383561644,451.4,1010,4704.00000000001,258.428571428571,1058.5089899142
"76",1994,482.276712328767,261.4,517,667,246.285714285714,404.975637926403
"77",1995,1216.62739726027,381.8,687,3100,269.571428571429,689.643727835773
"78",1996,2246.65027322404,668,1135,5280,353,1786.13946762196
"79",1997,2021.07945205479,535.4,1190,5768,380.571428571429,1731.01295556579
"80",1998,2545.31780821918,719.8,1860,5584,379.428571428571,1935.76890478877
"81",1999,2282.62191780822,801.4,1450,5082,544,1964.07714819427
"82",2000,1487.78415300546,627,1030,2830,551.285714285714,1264.98402940411
"83",2001,970.594520547945,648.4,846,1480,594.285714285714,839.660541789193
"84",2002,849.284931506849,386,715,1490,323,674.107777818475
"85",2003,1022.07123287671,491.8,897,1918,296,762.776442960746
"86",2004,744.920765027322,328.5,670,1230,251.714285714286,581.282981556734
"87",2005,962.364383561644,387,716,1576,312.142857142857,603.969685134917
"88",2006,2248.52054794521,601,2120,4482,430.714285714286,1684.36654119237
"89",2007,1070.45205479452,702,930,1876,607.285714285714,950.960712088073
"90",2008,1095.20765027322,700,992,1855,599,956.445395160001
"91",2009,906.284931506849,726.4,904,1140,530.285714285714,840.6020918199
"92",2010,832.134246575342,608.4,816,1050,496.571428571429,756.601404653185
"93",2011,1405.53698630137,699,996,2720,471.428571428571,1108.98946853755
"94",2012,1036.25683060109,535.5,832,2255,275.142857142857,796.053215106084
"95",2013,726.054794520548,540.2,652,1010,343.857142857143,644.626611470721
"96",2014,732.753424657534,504.4,703,990,401.857142857143,643.096063946126
"97",2015,710.819178082192,458.2,693,1000,299,589.500758944252
"98",2016,951.734972677596,497,787,1560,312.714285714286,636.526887770342
"99",2017,1584.85753424658,500.2,843,4060,362.142857142857,1153.62036573866
"100",2018,881.230136986301,504.4,691,1326,338.571428571429,548.593118570927
"101",2019,1065.12602739726,545.4,724,1854,428.571428571429,716.418257784833
"102",2020,829.948087431694,592,745,1004,517.714285714286,668.860532303155
"103",2021,699.747945205479,510,683,973,436.571428571429,618.647611437269
"104",2022,551.104166666667,431.7,556.5,627,426.857142857143,NA
