"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1921,34.4565217391304,31,33,41.7,31,NA
"2",1922,52.8345588235294,32,42,102.6,32,NA
"3",1952,20.8076363636364,3.4,7.3,55,0.128571428571429,NA
"4",1953,23.2254794520548,6.28,21,48.6,2.71428571428571,18.9356517227065
"5",1954,22.0005479452055,4.7,17,52.2,2.81428571428571,18.8956572974614
"6",1955,10.8805479452055,2.7,8.5,21,1.88571428571429,8.07712152270403
"7",1956,30.9890710382514,7.8,20,70,6.68571428571429,25.7851373341451
"8",1957,21.1315068493151,3.8,15,45,3.28571428571429,15.9841098714806
"9",1958,46.3013698630137,16,30,107.2,13.4285714285714,39.4298154309869
"10",1959,17.0041095890411,3.38,10,34,1.65714285714286,14.4053717748063
"11",1960,11.9267399267399,0.92,12,24,0.571428571428571,NA
