"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1981,636.403225806452,342,453.5,575,323.714285714286,NA
"2",1982,675.139726027397,352.8,519,1018,322.857142857143,469.126655360381
"3",1983,2233.4301369863,364,1330,6406,359,1603.15913013102
"4",1984,676.852459016393,331.5,462,571.5,316.285714285714,584.490925058548
"5",1985,389.4,329.4,370,459.6,312.857142857143,375.790977485224
"6",1986,826.994520547945,325,496,1432,311.428571428571,561.617562711261
"7",1987,482.331506849315,306.4,389,727.2,300.857142857143,444.019284340989
"8",1988,400.508196721311,305.5,358,561,299.857142857143,382.16277497548
"9",1989,527.515068493151,331,385,854,295.285714285714,459.245356105082
"10",1990,363.816438356164,308,342,408.4,237.142857142857,342.938307240704
"11",1991,443.358974358974,313,402,497,302.714285714286,NA
"12",2002,429.402173913043,289.1,315.5,713.000000000001,285.714285714286,NA
"13",2003,878.709589041096,327,506,2056,282.571428571429,791.195637092533
"14",2004,1189.98907103825,316,481.5,2715,297.428571428571,715.010959447041
"15",2005,1040.55616438356,311.8,488,2392,289,734.774643892384
"16",2006,1785.78904109589,314,636,5080,292.142857142857,1339.27379430311
"17",2007,656.07397260274,300.4,430,1270,290.857142857143,374.42967384214
"18",2008,945.674863387978,325,422,2165,308.714285714286,661.858217738546
"19",2009,720.416438356164,341.4,433,1466,319.285714285714,537.722641535345
"20",2010,1017.52328767123,396,513,2348,341.714285714286,748.830999873877
"21",2011,1144.89315068493,345,504,2580,303.285714285714,881.741805907585
"22",2012,1038.96721311475,312.5,467.5,2580,281.285714285714,849.376622513291
"23",2013,690.397260273973,300.8,438,1638,291,554.856109299123
"24",2014,635.958904109589,317,430,1510,294.714285714286,529.762911837021
"25",2015,740.435616438356,303.4,439,1420,265.857142857143,583.685678691965
"26",2016,1119.81967213115,366,528,2640,293.857142857143,890.068256500372
"27",2017,1351.77534246575,347,596,3662,306.142857142857,981.204201989431
"28",2018,594.060273972603,313,417,1262,299.714285714286,546.681981968111
"29",2019,1115.36712328767,326,498,2734,313.285714285714,840.013447648242
"30",2020,539.237704918033,304.5,435,1015,278,455.245055354482
"31",2021,551.016438356164,316.4,432,1242,293.428571428571,482.291311926155
"32",2022,330.083333333333,311,324,356.6,311.142857142857,NA
