"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1923,1434.77173913043,1082,1490,1729,1167.42857142857,NA
"2",1924,1445.75136612022,725,1530,2080,606.571428571429,763.907607132586
"3",1925,1667.05205479452,1020,1700,2256,1042.57142857143,690.632681017613
"4",1926,1276.95616438356,487.6,1350,1840,715.714285714286,390.505283757339
"5",1927,2050.09315068493,1094,2050,2970,1226.28571428571,1152.04455316373
"6",1928,1836.84153005464,629,1950,2705,1002.57142857143,699.256967213115
"7",1929,1159.81095890411,409.6,1250,1806,454,351.772229140722
"8",1930,1176.65205479452,345.8,1260,1836,477.714285714286,350.081195516812
"9",1931,629.632876712329,228.8,488,1356,270.285714285714,197.698630136986
"10",1932,1017.43715846995,392,962,1650,444.285714285714,280.927961907025
"11",1933,981.983561643836,236.8,913,1690,449,129.350285033608
"12",1934,941.643835616438,142.4,886,1750,355.285714285714,229.915264187867
"13",1935,1320.41095890411,337,1180,2062,531.571428571428,353.980863428809
"14",1936,1609.82786885246,549,1690,2375,700.142857142857,690.134853216001
"15",1937,1128.55068493151,320,1120,1840,601.857142857143,273.164187866928
"16",1938,2421.26575342466,609.2,1710,5140,937,1385.54106954689
"17",1939,1302.08219178082,403.8,1420,1880,698.714285714286,339.90105374078
"18",1940,1702.45628415301,593,1560,2340,920.285714285714,516.889178671966
"19",1941,1390.58356164384,599.6,1380,2020,822.571428571428,516.294115815691
"20",1942,1693.83287671233,924.8,1690,2292,995.571428571429,677.689175104229
"21",1943,2803.58904109589,1348,2330,5146,1056.85714285714,2027.16353171991
"22",1944,1526.07650273224,929.5,1545,2060,1084.28571428571,666.084894613583
"23",1945,1444.52876712329,857.6,1410,2152,893.857142857143,774.648682824025
"24",1946,1975.45479452055,1054,1840,3616,1112.14285714286,1184.1898389282
"25",1947,1145.46301369863,310,1140,1920,443.285714285714,339.916737653966
"26",1948,1503.77595628415,478,1635,2245,572.428571428571,489.108795977407
"27",1949,1559.72328767123,816,1550,2416,731.285714285714,647.021526418787
"28",1950,1601.93150684932,654.4,1480,2732,734.857142857143,709.206392694064
"29",1951,2145.29863013699,1040,1930,3922,1001.85714285714,1296.95054443274
"30",1952,3242.41530054645,1815,2810,5840,1568.28571428571,2087.46794871795
"31",1953,3136.95342465753,1964,2960,5012,1618.71428571429,2019.15971961332
"32",1954,2843.34794520548,1534,2630,4758,1330.71428571429,1946.57926690255
"33",1955,1558.34520547945,441.6,1340,2556,720,684.582191780822
"34",1956,4244.86065573771,1800,3590,7140,1252.57142857143,3603.36977430001
"35",1957,2810.29315068493,1484,2500,5384,1131.42857142857,1861.89720493044
"36",1958,3706.19726027397,2088,3330,6620,1692.57142857143,2776.31780821918
"37",1959,1728.98082191781,921,1590,2840,857.142857142857,994.577534246575
"38",1960,1404.48360655738,588,1405,2135,801.285714285714,653.024907803709
"39",1961,1380.17279411765,657.6,1410,1965,845.142857142857,NA
