"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1910,113.804347826087,70,70,200,70,NA
"2",1911,286.123287671233,44,111,845,40,248.887606198976
"3",1912,300.789617486339,53,133,755,41,194.900526606159
"4",1913,327.591911764706,61.3,165,830,45.4285714285714,NA
"5",1957,247.032608695652,107,183,394.2,73.5714285714286,NA
"6",1958,535.747945205479,58,220,1636,51.1428571428571,415.85375935772
"7",1959,220.520547945205,36,107,614.800000000001,32,163.12332586833
"8",1960,200.478142076503,36,89,545,27.4285714285714,122.295877291068
"9",1961,251.701369863014,39.8,87,738.8,34.1428571428571,192.80081179495
"10",1962,258.109589041096,56,123,670,46,191.657914060304
"11",1963,303.679452054795,52,185,777.2,39.5714285714286,181.950573584353
"12",1964,249.273224043716,34,146.5,352,32.4285714285714,133.197225672021
"13",1965,315.890410958904,42,251,896,35.7142857142857,228.772215607832
"14",1966,295.650735294118,42.1,140.5,847.4,37.7142857142857,NA
