"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1911,30100,15090.5753424658,14000,12854.3555148555,2482.85714285714,2660,2500
"2",1912,32800,15836.9945355191,10000,10811.66428366,2602.85714285714,3100,2760
"3",1913,32500,17477.3150684931,16800,13410.059653148,3300,3900,3720
"4",1914,46120,22580.1643835616,14800,15872.325102283,3065.71428571428,3380,3240
"5",1915,38860,19243.8630136986,14000,14368.2692863508,3067.14285714286,3620,3220
"6",1916,44500,20018.3606557377,15200,15856.9956856066,3067.14285714286,3340,3110
"7",1917,31060,13909.1506849315,10400,11501.6090544998,2760,2860,2860
"8",1918,22840,9686.95890410959,6100,7958.12499252918,1478.57142857143,1680,1568
"9",1919,37900,16023.1506849315,8500,11368.6253454308,2230,2420,2304
"10",1920,16000,7238.27868852459,5940,5824.04491849984,1701.42857142857,2090,1810
"11",1921,42460,23143.0410958904,23400,17993.0508953742,2444.28571428571,2880,2560
"12",1922,29000,12945.5068493151,9320,10380.8758098279,2110,2560,2560
"13",1923,17600,9353.31506849315,7720,7376.91644428631,2705.71428571429,2880,2720
"14",1924,9000,5155.5737704918,4160,3972.15043394407,1438.57142857143,1850,1600
"15",1925,38860,18271.5068493151,14000,12284.9084276355,1982.85714285714,2560,2060
"16",1926,17410,9484.45054945055,5900,6220.57459847844,2300,2500,2300
"17",1951,59800,23761.7534246575,20600,14068.2157417363,2378.57142857143,2608,2444
"18",1952,51150,25922.6229508197,21900,18445.9691947397,3715.71428571429,4430,3990
"19",1953,43000,24421.5890410959,19600,15753.4964576191,4248.57142857143,4580,4420
"20",1954,46680,22370.0547945205,14600,14813.2472928898,3955.71428571429,4478,4148
"21",1955,18200,9998.76712328767,9630,7804.40579665656,2338.57142857143,2888,2680
"22",1956,57750,30290.6284153005,22750,20262.0948834907,2694.28571428571,3575,3140
"23",1957,37840,16986.6849315069,9610,11766.9360730594,3101.42857142857,3532,3340
"24",1958,67100,33359.2054794521,25100,21201.8086707813,4370,5270,4922
"25",1959,29760,14330.9863013699,8160,9907.89564804193,2451.42857142857,3120,2722
"26",1960,29000,13355.0273224044,5065,8233.93580736204,2574.28571428571,2895,2722.5
"27",1961,33460,14702.9315068493,8940,9896.70787127637,2542.85714285714,3104,2780
"28",1962,24720,11338.904109589,8490,8289.8772935588,2815.71428571429,3000,2922
"29",1963,48280,20394.5753424658,12500,13858.2966813939,2727.14285714286,3000,2850
"30",1964,24650,13502.868852459,12000,10203.0407016088,2245.71428571429,2560,2480
"31",1965,52860,22318,13100,14134.0538966271,2468.57142857143,2904,2690
"32",1966,31420,14074.8219178082,9270,9909.40190934574,2551.42857142857,2570,2560
"33",1967,34660,16525.095890411,13200,9551.26851833814,2537.14285714286,2684,2640
"34",1968,25150,12252.3770491803,7265,8041.64799635701,2172.85714285714,2530,2262.5
"35",1969,44380,20923.5890410959,16400,15106.0824393263,2288.57142857143,2860,2720
"36",1970,37900,19899.9452054795,8190,9219.29504437724,2231.42857142857,2540,2364
"37",1971,49740,25698.1643835616,21000,17143.5718718116,2810,3618,3152
"38",1972,44450,21731.9672131148,12850,11614.432366207,2457.14285714286,2900,2660
"39",1973,28660,13204.5479452055,7790,8665.82634017429,1828.57142857143,2030,1902
"40",1974,77900.0000000001,35024.4109589041,25200,18729.4458312959,2795.71428571429,2988,2842
"41",1975,42960,19106.5753424658,10900,13716.4181504508,2822.85714285714,3350,3300
"42",1976,20650,11858.9071038251,11350,8726.3076096083,2395.71428571429,3000,2892.5
"43",1977,6370,4036.38356164384,3860,3517.89087989636,1365.71428571429,1454,1410
"44",1978,45680,21840.1369863014,15200,14157.6802526241,3291.42857142857,3664,3490
"45",1979,25800,10978.301369863,6630,8649.40543350354,3060,3300,3160
"46",1980,42100,20691.3934426229,15000,14525.9088994842,3375.71428571429,3680,3560
"47",1981,23040,10894.8219178082,7590,7704.78120713736,2345.71428571429,2850,2638
"48",1982,74840,31974.2191780822,24900,20148.3482106892,3177.14285714286,4060,3882
"49",1983,84080,36097.6164383562,27100,25380.7297365272,4398.57142857143,5308,4750
"50",1984,55900,26196.912568306,20550,17324.0950885806,3417.14285714286,3870,3535
"51",1985,33920,15481.5616438356,11100,11210.0271481943,3084.28571428571,3280,3170
"52",1986,45640,21170.2191780822,9700,11471.0023027681,2532.85714285714,2992,2700
"53",1987,25700,11433.0684931507,7660,8280.13549627493,2191.42857142857,2650,2292
"54",1988,19200,10263.4153005464,8545,7135.50204918033,2015.71428571429,2480,2130
"55",1989,46300,16788.6575342466,12100,13372.4922912896,2105.71428571429,2444,2380
"56",1990,21160,10336.2739726027,6050,6866.60592520113,2624.28571428571,2894,2760
"57",1991,15360,7521.67123287671,5140,5729.530780939,1785.71428571429,2080,1972
"58",1992,15250,7037.7868852459,4620,4795.46878523723,1762.85714285714,1910,1830
"59",1993,44960,20370.9863013699,13900,13597.5042149631,2564.28571428571,3642,2972
"60",1994,13800,7109.28767123288,5520,5498.11971084306,1588.57142857143,1864,1680
"61",1995,64360,26698.5195530726,13500,14564.3287369572,2048.57142857143,3162,2148
"62",1996,3372,3236.55172413793,3220,3187.92069905102,3132.85714285714,3120,3120
"63",1998,68960,29511.3150684931,19500,21353.782797291,4047.14285714286,4274,4092
"64",1999,55940.0000000001,24634.3287671233,18300,17516.7578131129,3991.42857142857,4234,4102
"65",2000,37850,16454.8360655738,11150,11724.4259535243,3342.85714285714,3585,3412.5
"66",2001,12100,6735.78082191781,5630,5658.77491846053,2511.42857142857,2600,2542
"67",2002,30560,14237.4246575342,10700,9356.25442201394,1960,2132,1992
"68",2003,38000,17861.0410958904,12300,12284.948323304,2182.85714285714,2836,2340
"69",2004,30200,15187.5683060109,11550,10877.1687483737,2500,2810,2637.5
"70",2005,29800,13180.1643835616,10400,9786.76169320005,2611.42857142857,3154,3000
"71",2006,63500,28191.095890411,19000,19609.7239834747,2948.57142857143,3184,3030
"72",2007,28980,13124.4109589041,9080,10016.0015949759,2554.28571428571,2754,2590
"73",2008,26400,13648.9617486339,13000,10822.4446632602,2520,2785,2580
"74",2009,22000,10692.0547945205,8050,6974.38845602575,2247.14285714286,2504,2380
"75",2010,27540,14274.602739726,13000,10881.7198269647,2404.28571428571,3206,3100
"76",2011,41400,20058,16200,15325.7042237443,2908.57142857143,3264,3140
"77",2012,34350,14320.956284153,7000,9859.85294025001,2565.71428571429,3360,3120
"78",2013,20340,10898.3835616438,8650,7620.1287140161,2370,2630,2530
"79",2014,14260,7211.15068493151,3560,4685.93580627109,2042.85714285714,2280,2094
"80",2015,18520,10284.4383561644,7090,5858.53958552863,2037.14285714286,2318,2120
"81",2016,49800,18631.9398907104,10450,11886.4963438135,2120,2365,2182.5
"82",2017,70640.0000000001,29238.8493150685,19500,18480.7403783431,2464.28571428571,3244,2992
"83",2018,22600,10551.2328767123,7070,7257.40730593607,2257.14285714286,2624,2544
"84",2019,39740,16583.0684931507,9000,11106.4101326375,2287.14285714286,2478,2360
"85",2020,13450,7492.95081967213,6185,5635.31886980658,2211.42857142857,2480,2360
"86",2021,15500,7819.78082191781,4650,5586.97305936073,2007.14285714286,2140,2092
"87",2022,17340,9456.33027522936,7870,7182.73010782763,2328.57142857143,2668,2409
