"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1912,269,172.27868852459,167,124.236220243083,41,72,60.0000000000003
"2",1913,346,226.997252747253,241,176.513189832146,63.1428571428571,105,105
"3",1917,224,146.405479452055,165,117.773778434485,32.5714285714286,35,35
"4",1918,207,118.621917808219,126,83.9737068141843,10,24,13.2
"5",1919,314,170.013698630137,177,140.901001947565,14,23,14
"6",1920,192,112.760928961749,123.5,94.9625588437064,3.5,28,14.0000000000001
"7",1921,540,254.582417582418,192,189.406049368721,3.85714285714286,24.7999999999999,7
"8",1924,191,94.9448087431694,88,85.5850393287952,3.12857142857143,4.99999999999999,4
"9",1925,298,159.162739726027,137,117.013461880508,7.48571428571428,12.4,10
"10",1926,230.6,116.832328767123,104,92.2572649901804,7.97142857142857,11,9
"11",1927,462.8,253.46301369863,211,155.979766352369,14.4285714285714,25.8,18
"12",1928,277.5,157.17349726776,160.5,111.084927432161,11.0714285714286,18,13.25
"13",1929,171.2,97.7958904109589,111,84.6915992981983,10,13.4,12
"14",1930,196,105.509589041096,97,85.5946531593808,13.4285714285714,21,15.2
"15",1931,148.2,86.6972602739726,110,78.5422817878469,9.92857142857143,14,12
"16",1932,152,89.8592896174863,116,77.0687881710061,9.64285714285714,14,11
"17",1933,142,87.2802197802198,119,73.6411480334531,13.4285714285714,16,14
"18",2002,175,103.232328767123,118,92.1328591403724,23.6714285714286,26,23.6
"19",2003,242,156.754520547945,138,129.587913242009,53.0285714285714,63.02,57.74
"20",2004,203,130.575136612022,139,111.621704161048,26.4142857142857,41.6,34.075
"21",2005,192,128.998082191781,143,112.080500554,27.9714285714286,36.6,30.5
"22",2006,493.4,253.364383561644,179,183.525042933018,48.6428571428571,76.22,58.42
"23",2007,234.2,138.667123287671,152,123.682859762004,24.5142857142857,30,27.16
"24",2008,179,110.49262295082,144.5,96.7185040584156,20.9,23.55,21.65
"25",2009,153,89.6509589041096,105,79.4201480756686,18.6285714285714,21.8,19.74
"26",2010,152,104.287123287671,125,91.3292479590425,23.0714285714286,28.54,24.22
"27",2011,290.8,167.546849315068,163,137.373770177992,41.4714285714286,59.08,50.96
"28",2012,194.5,122.822404371585,164.5,114.492801984469,23,32.05,28.85
"29",2013,170,99.7405479452055,94.8,89.0422359603866,22.3142857142857,24.34,22.24
"30",2014,146.6,85.8156164383562,110,78.6298858447489,17.4285714285714,20.84,18.44
"31",2015,182.6,120.169315068493,104,94.4115614933012,21,29.58,25.82
"32",2016,233.5,129.78606557377,126,111.851761510615,28.2714285714286,39.6,35.65
"33",2017,408.8,210.837260273973,171,179.364144636991,40.0285714285714,61.94,51.4
"34",2018,179,113.601917808219,129,101.395543161557,19.6714285714286,29,24
"35",2019,187.6,118.386575342466,112,94.4748407680599,27.9285714285714,39.98,32.14
"36",2020,154,89.7598360655738,124.5,83.4497226673241,20.1,21.35,20.125
"37",2021,137.6,77.8386575342466,75.9,72.5197291715943,14.23,20.24,17.74
"38",2022,144,97.4455657492355,106,95.7244899804497,33.1142857142857,51.16,48.46
