"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1922,134.8,155.964601769911,45,35.575,18.8571428571429,21,19.6
"2",1923,318.8,315.260273972603,38,43.813956931465,19.4285714285714,24,22
"3",1924,245,188.431693989071,86,71.4920038693092,30.5714285714286,40,33.25
"4",1925,50,36.641095890411,35,30.1801043705153,17,19,18
"5",1926,36,33.4027397260274,24,21.3634724940204,12.7142857142857,15,14
"6",1927,732.200000000001,307.630136986301,56,64.2950445910786,32.4285714285714,41,39
"7",1928,438.5,192.180327868852,63,74.3984213721919,38,50,44
"8",1929,428,302.2,68,61.8339137226628,38,47,40
"9",1930,110.4,96.8684931506849,58,54.2060800452591,22.8571428571429,32,28
"10",1931,50.4000000000001,35.5917808219178,32,28.8465362035225,11.5714285714286,18,16
"11",1932,148,104.631147540984,46,38.8292722305017,16.1428571428571,20,19
"12",1933,91.2000000000002,80.1643835616438,28,21.5528285747978,7.85714285714286,10,9
"13",1934,31,24.9150684931507,21,17.6193466920639,9.71428571428571,12,11
"14",1935,229.4,209.290410958904,25,44.5058298596436,10.2857142857143,20,18
"15",1936,37,30.7622950819672,24.5,21.5591167029692,9,11,10
"16",1937,310,134.687671232877,30,28.8291492095746,18.4285714285714,20.4,20
"17",1938,519.200000000001,226.460273972603,31,45.1445353733025,21.8571428571429,24,23
"18",1939,168,134.561643835616,41,35.8422433988485,24,32,30
"19",1940,123.5,85.2513661202186,32,34.1321116160876,19.8571428571429,23,22
