"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1922,45,13.108,0,0.189655172413793,0,0,0
"2",1923,2028,634.607397260274,12,189.830655042028,0,0,0
"3",1924,1865,763.606557377049,669,561.443204518523,0,0,0
"4",1925,270.8,118.561643835616,2,29.2230576375111,0,0,0
"5",1926,186,64.3479452054794,37,35.7264641651777,0,0,0
"6",1927,684.000000000001,336.284931506849,30,171.549324435078,0,0,0
"7",1928,837,341.109289617486,87,130.215135604178,0,7,0
"8",1929,355.6,217.221917808219,70,52.0272305434292,0,0,0
"9",1930,290,106.994520547945,66,64.6879447997611,0,0,0
"10",1931,598.8,258.38904109589,211,167.0122829095,0,0,0
"11",1932,108,57.344262295082,20,22.2973421049885,0,0,0
"12",1933,143,77.572602739726,21,22.4670661867582,0,0,0
"13",1934,66,31.3287671232877,32,17.905718062279,0,0,0
"14",1935,171.4,151.490410958904,15,23.4308586983792,0,0,0
"15",1936,496,224.355191256831,26,39.7631648083007,1,5,2
"16",1937,110.2,62.2986301369863,31,21.4643792484572,0,4,0
"17",1938,140.6,59.158904109589,26,22.5923634431228,1.42857142857143,5.39999999999999,4
"18",1939,131.8,52.9643835616438,26,26.3052166724857,0,0,0
"19",1940,110.4,75.5369863013699,13,18.3290185719897,0,0,0
