"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1902,730,297.439024390244,105,35,36.4285714285714,40,35
"2",1903,572.000000000001,491.558904109589,33,37.4916497345481,10.4285714285714,20,20
"3",1904,1640,648.786885245902,20,86.7974080189606,2,8,4
"4",1905,4500,1400.98356164384,270,488.321655722292,50,65,50
"5",1906,420,262.313186813187,70,73.9638598453835,7.71428571428571,20,15
"6",1921,8000,3754.12295081967,1955,636.720074692017,74.8571428571428,84.7,74
"7",1922,259,123.312320916905,99,74.0167608688465,3.14285714285714,5,4
"8",1923,2678,870.65205479452,100,236.645431932883,4,5,4
"9",1924,1390,729.215846994535,669,493.805402089897,6,9,6
"10",1925,288.4,363.641095890411,84,77.8671989791459,7,10.4,7
"11",1926,305,146.276712328767,100,90.7507831742078,2.28571428571429,5,4
"12",1927,1090,492.808219178082,60,135.78011852379,4.28571428571429,6,5
"13",1928,899,428.204918032787,118,172.686968367889,7.14285714285714,18.5,10.25
"14",1929,328,295.731506849315,115,106.37901667676,3.57142857142857,10,5.20000000000002
"15",1930,471.2,209.353424657534,158,104.904774930549,7.14285714285714,12,8.20000000000002
"16",1931,626.4,306.101369863014,260,179.121601364869,1,2,1
"17",1932,184,88.3306010928962,36,30.6046287539115,1.71428571428571,4,3
"18",1933,323.6,220.542465753425,38,27.9584426820476,6,10,8
"19",1934,145,95.158904109589,46,44.6215023332832,2,3,3
"20",1935,590.200000000001,306.019178082192,38,76.4758305925429,1.71428571428571,3,2
"21",1936,668.5,446.032786885246,61,33.4276981386022,3.28571428571429,11,6
"22",1937,152.4,162.364383561644,60,38.2822792153775,1.57142857142857,3,2
"23",1938,550.400000000002,275.213698630137,75,30.6646492131831,3.85714285714286,7,6
"24",1939,250,111.608219178082,87,61.467376012105,1,1,1
"25",1940,81,34.2732240437158,5,7.1628776741653,1,1,1
