"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,467.532608695652,385,452,577.7,625.6,376.571428571429,NA
"2",1959,745.956164383562,376.6,615,1412,1660,323,593.134363992172
"3",1960,904.445355191257,494.5,742,1500,1935,447.285714285714,648.790802639983
"4",1961,665.484931506849,410.2,600,1022,1234,367.571428571428,554.691210754701
"5",1962,645.435616438356,400,518,1080,1520,332.285714285714,481.248072407045
"6",1963,462.027397260274,267,375,748.8,1038,242.857142857143,342.704529777519
"7",1964,386.795081967213,277,349,549.5,620.25,236.714285714286,337.480739206149
"8",1965,653.824657534247,349,500,1270,1576,260.142857142857,432.081207285865
"9",1966,705.441095890411,357.8,605,1210,1484,316.571428571429,512.21247553816
"10",1967,835.432876712329,434,702,1450,1700,392.857142857143,677.084967044774
"11",1968,950.784153005465,578,810,1385,1782.5,502.857142857143,673.931489844691
"12",1969,1059.39726027397,557.2,964,1714,1980,503.285714285714,853.005759947815
"13",1970,898.194520547945,561.2,774,1420,1642,492.285714285714,720.100279355348
"14",1971,754.282191780822,419.4,608,1246,1640,375.714285714286,587.848684563948
"15",1972,926.081967213115,556,891,1290,1575,500.428571428571,739.471873377557
"16",1973,1264.18630136986,717.2,1130,1926,2158,518.428571428571,997.602201835749
"17",1974,1290.01917808219,619.2,1020,2510,2956,561.571428571429,998.05833824911
"18",1975,1173.0904109589,670.4,1080,1770,2020,442.428571428571,873.950182648402
"19",1976,1096.03825136612,520.5,827.5,2090,2457.5,445,872.619147256086
"20",1977,711.172602739726,398,573,1306,1552,347.571428571429,550.16956057641
"21",1978,876.756164383562,516,717,1356,2144,402,689.103197533061
"22",1979,915.613698630137,496.4,767,1580,1730,392,707.430175477027
"23",1984,827.45652173913,621,810,1000,1054.5,602.857142857143,NA
"24",1985,1289.85753424658,622.4,1000,2438,3088,585,969.806384204596
"25",1986,1237.50410958904,707.6,1130,1746,2430,577.142857142857,891.065664274842
"26",1987,820.128767123288,501.2,762,1156,1418,467.857142857143,664.420087949903
"27",1988,963.133879781421,434.5,992.5,1505,1805,361.285714285714,794.613159791029
"28",1989,1078.59452054795,659,955,1540,1838,630.857142857143,877.558127853881
"29",1990,1233.70136986301,659.4,1140,1942,2250,586.285714285714,899.62619047619
"30",1991,1155.69315068493,582.6,1110,1816,2038,525.142857142857,929.483933463796
"31",1992,1085.68579234973,650,1040,1540,1697.5,543.857142857143,895.031923089977
"32",1993,1322.58630136986,866,1130,2030,2472,667.285714285714,1036.48167018277
"33",1994,1049.82465753425,627.8,962,1620,1754,514.857142857143,781.76358844392
"34",1995,914.169863013699,523,908,1350,1540,515,708.077758560677
"35",1996,755.814207650273,465.5,713.5,1170,1350,370.428571428571,576.378432814908
"36",1997,990.515068493151,600,889,1440,1796,469.857142857143,776.83629153831
"37",1998,1051.3698630137,557,781,1960,2188,489.285714285714,822.147519124711
"38",1999,758.767123287671,413,631,1200,1480,351.142857142857,550.940502533996
"39",2000,802.330601092896,498,710,1130,1417.5,467.142857142857,577.593093503339
"40",2001,1297.69589041096,704.8,1160,2016,2318,531.714285714286,1044.79171516638
"41",2002,982.079452054795,523,819,1650,1848,505.428571428571,845.86561763959
"42",2003,724.616438356164,418,607,1198,1396,336.571428571429,553.000098097607
"43",2004,967.904371584699,552.5,819,1610,1840,488.571428571428,673.132583857103
"44",2005,907.775342465753,475,714,1616,1860,360,671.453767123288
"45",2006,1021.28493150685,580.8,936,1536,1706,445.142857142857,771.822602739726
"46",2007,945.830136986301,465,863,1662,1838,385.142857142857,767.277924548815
"47",2008,1360.6693989071,648,1120,2145,2370,479.857142857143,961.532616348987
"48",2009,1386.84657534247,745.8,1130,2320,2678,646,1073.06383632911
"49",2010,1099.66301369863,686.2,936,1776,2292,620.428571428571,859.947048522254
"50",2011,1296.42465753425,707,1120,2036,2364,593,978.015985833041
"51",2012,879.210382513661,418,659,1670,1800,346.428571428571,711.974312603001
"52",2013,1027.85479452055,624.4,923,1560,2058,568,770.959441553117
"53",2014,1121.58356164384,724,976,1788,2310,609.285714285714,900.184615372093
"54",2015,1026.2904109589,657.4,864,1686,2290,594.285714285714,783.69028708287
"55",2016,986.874316939891,563.5,905,1575,1840,475.857142857143,759.912235002399
"56",2017,1235.04657534247,482.4,1090,2116,2424,467,885.307220146672
"57",2018,1290.61095890411,727.8,1070,1990,2780,654.142857142857,928.522719501119
"58",2019,1266.58904109589,680,1230,1810,2088,610.857142857143,1010.23381001799
"59",2020,1321.19672131148,723.5,1210,1990,2675,594.142857142857,1052.45548237054
"60",2021,915.124542124542,541.4,820,1390,1564,504.428571428571,NA
