"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,167.75,118,140,266.1,355.15,115.571428571429,NA
"2",1959,237.994520547945,98,161,440.2,623.6,85.2857142857143,169.017290893542
"3",1960,261.040983606557,126,208,409,541.5,104.571428571429,185.134914880202
"4",1961,210.734246575342,117,183,330.8,398,102.428571428571,154.707323726502
"5",1962,188.728767123288,95,142,309.8,521.2,78.8571428571428,136.536359682935
"6",1963,160.750684931507,85,120,269.8,395,74.7142857142857,110.937957840845
"7",1964,150.407103825137,80,125,242,320.5,67.8571428571428,115.150529938337
"8",1965,246.802739726027,99,174,434.8,627.2,76.7142857142857,145.589821156773
"9",1966,226.361643835616,92,176,422.8,545.4,83.8571428571429,159.185701409026
"10",1967,295.054794520548,140.4,220,529,721,112.571428571429,206.499069536709
"11",1968,187.005464480874,104,166.5,275.5,303.75,80.1428571428571,146.058128790608
"12",1969,207.065753424658,100.4,180,349.6,411.6,87.5714285714286,160.304331376386
"13",1970,215.813698630137,109.4,191,361.4,426.4,97.8571428571428,154.372431506849
"14",1971,204.641095890411,81.4,145,413,511.2,73.7142857142857,151.818003716223
"15",1972,250.868852459016,122.5,214.5,410.5,515.75,108.142857142857,182.641825712156
"16",1973,296.098630136986,142.4,241,504.8,671.8,114.285714285714,207.041563130594
"17",1974,311.021917808219,134,217,577,790.8,120.142857142857,228.616135992154
"18",1975,320.372602739726,144,265,492,699.2,99.1428571428571,218.183865621799
"19",1976,317.734972677596,123.5,197,687.5,916.25,109.428571428571,237.428181108509
"20",1977,181.635616438356,87,143,314.6,392.6,77.2857142857143,146.585657264323
"21",1978,216.706849315068,112.4,170,344.8,499.8,94.4285714285714,147.625758498224
"22",1979,260.282191780822,116.4,174,554.6,687,90.1428571428571,194.455031612223
"23",1980,233.732240437158,135,200,403,499,112.428571428571,169.568946220684
"24",1981,262.435616438356,121,211,433,606.6,90.7142857142857,183.409502065666
"25",1982,258.889705882353,140,191,479.8,646.3,123.714285714286,NA
"26",1987,312.869565217391,183.2,278.5,503.6,543.7,169.857142857143,NA
"27",1988,279.786885245902,104,240.5,479,657.75,85.1428571428571,201.688552187424
"28",1989,267.81095890411,145,209,405,614.2,123.714285714286,193.417308772228
"29",1990,318.830136986301,155,262,559.4,705.6,131,207.236256209544
"30",1991,373.539726027397,169,322,674.6,780.2,142.142857142857,254.596771037182
"31",1992,284.139344262295,142,250,479.5,552,113.571428571429,218.04933095138
"32",1993,290.515068493151,180,255,443.2,495,169.142857142857,226.273315281504
"33",1994,302.495890410959,155,264,467,619.2,127.285714285714,208.291323304542
"34",1995,241.060273972603,123,223,367.2,492.2,109.571428571429,183.763785733613
"35",1996,245.928961748634,131,207,375.5,462.5,112.571428571429,174.751294161691
"36",1997,221.194520547945,116.4,169,341.8,407,107.428571428571,176.015836218576
"37",1998,215.67397260274,99,175,380.2,472.2,80.2857142857143,164.576625395153
"38",1999,227.364383561644,131,194,359.6,461,112.714285714286,174.427260273973
"39",2000,233.210382513661,132.5,186.5,354,512.25,122.571428571429,166.877569109343
"40",2001,271.482191780822,135,236,419.4,556.8,100.714285714286,204.251482675262
"41",2002,238.947945205479,123,217,351.8,509.4,111.285714285714,184.808358338769
"42",2003,177.354794520548,91,140,330.2,384.2,68.2571428571429,141.941135918876
"43",2004,274.846994535519,122,205.5,518,726.5,107,197.917111708071
"44",2005,226.858904109589,97.18,197,378.2,462,79.0571428571428,167.43547775563
"45",2006,328.112328767123,134.4,276,567.8,704,110.714285714286,213.46452935993
"46",2007,243.381095890411,113,189,438.2,557.8,92.5571428571428,190.47031013399
"47",2008,285.168306010929,120.5,240.5,445.5,607.5,101.857142857143,198.238143389562
"48",2009,330.054794520548,142.8,266,549.8,934,114.857142857143,220.117628205128
"49",2010,201.781095890411,113.4,185,302.4,423.4,91.4285714285714,160.412396370753
"50",2011,254.824657534247,136.8,208,407.6,457.6,119.428571428571,187.675056650306
"51",2012,192.810655737705,88.05,167,336.5,405.75,78.6857142857143,159.39570755078
"52",2013,297.024383561644,134,231,499.6,748.4,105.271428571429,218.841372732536
"53",2014,309.243835616438,162,230,555.4,764.2,142.714285714286,212.286398624207
"54",2015,248.654794520548,123.4,195,393,547.2,116.857142857143,177.394290177499
"55",2016,285.679781420765,145,233,467.5,600,100.971428571429,206.179541750551
"56",2017,278.066849315069,109.4,229,530,652.4,94.4571428571429,187.700865291082
"57",2018,302.101643835616,122,255,454.6,542.8,91.2571428571429,202.153261380933
"58",2019,397.78904109589,162,355,681.4,793,139,273.15000207555
"59",2020,337.584699453552,166.5,278.5,542,723.5,126.714285714286,253.335080523605
"60",2021,200.418681318681,115,177,310.6,391.8,102.485714285714,NA
