"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,183.858695652174,121.3,178,253.9,282.9,124.857142857143,NA
"2",1959,279.542465753425,132.4,227,529.2,589.2,119.142857142857,192.186854123583
"3",1960,308.560109289618,176,265,488,604.75,155,221.856963406588
"4",1961,243.928767123288,156,210,385.2,474,143,190.206103921887
"5",1962,222.879452054795,138.4,172,393.2,556,124.571428571429,172.88975311268
"6",1963,148.756164383562,80.8,127,245.6,340,71.5714285714286,93.6405437941054
"7",1964,123.505464480874,77.5,112,185,207,59.4285714285714,84.2166536559979
"8",1965,214.252054794521,115.2,173,380,495,105.714285714286,130.433300717547
"9",1966,221.978082191781,135,201,329.6,416,123.142857142857,140.090625839377
"10",1967,282.747945205479,150.8,261,480,524.8,128.428571428571,216.086520668109
"11",1968,373.136612021858,247.5,315,562,674,232.428571428571,272.304949080974
"12",1969,406.769863013699,221.4,380,636.2,726.8,181.714285714286,315.220342465753
"13",1970,360.383561643836,210,339,544.6,601.6,175.428571428571,276.791748206132
"14",1971,279.78904109589,149,245,476,578,136.857142857143,174.602180810058
"15",1972,295.590163934426,173,288,433,492.5,162.571428571429,174.374747474747
"16",1973,444.224657534247,294.4,402,648,697,265.142857142857,339.693793559241
"17",1974,462.194520547945,240,375,811.8,951,225.714285714286,338.5495275312
"18",1975,403.13698630137,256,376,565.2,659.8,225,279.144487932159
"19",1976,410.803278688525,205,308,750.5,910.75,185.285714285714,302.540399127284
"20",1977,284.320547945205,138,233,522.4,670,128.714285714286,176.755447330447
"21",1978,306.18904109589,180,252,503.6,729.4,140.428571428571,199.242939807005
"22",1979,295.287671232877,169.4,239,553,608,143.571428571429,186.896728268933
"23",1980,351.994535519126,208.5,300.5,591,656.75,168.285714285714,235.863789778206
"24",1981,409.717808219178,258,388,595.4,672.2,238.142857142857,286.00515162159
"25",1982,526.866666666667,286.5,347,1256,1487.5,294.285714285714,NA
"26",2001,495.673913043478,380.5,455,643.7,778.8,366.714285714286,NA
"27",2002,345.213698630137,199.4,287,540.8,626.4,184.857142857143,304.960450097847
"28",2003,247.786301369863,156,218,385,422.8,141.285714285714,207.396780821918
"29",2004,300.710382513661,198,266.5,484,543.5,176.285714285714,242.716320799722
"30",2005,323.284931506849,182,269,533.8,574,153.857142857143,260.166871108344
"31",2006,353.38904109589,235.4,325,523,562,193.857142857143,286.15490541422
"32",2007,364.227397260274,216,334,568,630,177.142857142857,302.631731647348
"33",2008,511.418032786885,272.5,415.5,822,1020,221.714285714286,387.26666994813
"34",2009,547.775342465753,343,459,906.6,988,298.285714285714,436.521682930927
"35",2010,425.013698630137,277,343,684.6,890.6,254.142857142857,339.902210961659
"36",2011,458.06301369863,269,400,731.8,846.6,244.714285714286,355.178816883269
"37",2012,354.434426229508,182,274.5,632,717.75,162.857142857143,312.663091295468
"38",2013,348.693150684931,228,299,509.6,718.2,206.285714285714,254.893418390187
"39",2014,375.405479452055,250.4,316,550.8,781.4,230.285714285714,316.286479413683
"40",2015,332.547945205479,225,278,524,641.2,218.428571428571,279.405186915586
"41",2016,309.756830601093,191,291.5,448,486,151.857142857143,260.9256233641
"42",2017,422.375342465753,198.4,376,684.2,777.8,187.428571428571,336.047278308584
"43",2018,425.709589041096,255,338,693.2,936.4,227.285714285714,332.131236389182
"44",2019,383.254794520548,219,376,527.6,606.4,198.428571428571,314.624823266135
"45",2020,467.215846994536,257,418,740,944.75,244.714285714286,372.269818084162
"46",2021,301.758241758242,194,262,465.8,597.4,164.428571428571,NA
