"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,553.554347826087,440.9,519.5,739.9,803.8,390.285714285714,NA
"2",1959,1118.30410958904,360,920,2356,2642,262,905.424008735255
"3",1960,1347.55191256831,518,1150,2570,2910,407.428571428571,1016.83989071038
"4",1961,927.8,428.8,776,1596,2056,369.571428571429,664.422562570811
"5",1962,883.178082191781,370,609,1976,2784,354.428571428571,672.686001304631
"6",1963,492.183561643836,177.2,350,985.2,1444,173,283.398462709285
"7",1964,375.158469945355,148.5,315.5,733.5,857.75,125.714285714286,200.406518345043
"8",1965,957.427397260274,432.2,678,2036,2358,211.285714285714,691.72100456621
"9",1966,1089.3397260274,411.4,979,2032,2420,361.142857142857,684.732876712329
"10",1967,1291.2,422.8,1190,2590,2828,328.285714285714,1005.51853120244
"11",1968,1389.63114754098,663,1300,2120,2892.5,561.571428571429,968.140446416061
"12",1969,1576.03835616438,551.2,1520,2800,3048,416.142857142857,1226.80397528875
"13",1970,1248.69315068493,573.6,1140,2250,2608,468,979.45071118111
"14",1971,898.665753424658,323.2,592,1942,2586,286.571428571429,652.789322747607
"15",1972,1166.27322404372,552.5,1030,1955,2237.5,459.571428571429,899.617355695034
"16",1973,1550.85753424658,643.8,1320,2750,3104,526.571428571429,1212.53937635184
"17",1974,1551.76164383562,478.8,1160,3272,3704,423.428571428571,1197.39631659056
"18",1975,1408.98082191781,737.4,1470,2230,2410,531.285714285714,1147.14469668571
"19",1976,1368.41256830601,439,957.5,3065,3707.5,328.857142857143,1097.54859347473
"20",1977,814.654794520548,378.8,600,1700,2008,234,641.582802783214
"21",1978,1232.21095890411,590.4,868,2646,3776,342.142857142857,951.790372710077
"22",1979,1250.53150684932,565.6,957,2522,2776,436,969.800628788631
"23",1980,1519.08743169399,920,1300,2675,2977.5,833.714285714286,1097.72019534966
"24",1981,1608.55342465753,915.4,1440,2558,2992,700.428571428571,1151.24266668756
"25",1982,1662.0904109589,631.4,1300,3034,4452,503.571428571428,1262.9768925739
"26",1983,1540.27472527473,595,1340,2744,3428,384,NA
"27",1992,1991.84782608696,1041,1950,2979,3182.5,958.571428571429,NA
"28",1993,1743.80547945205,790.4,1540,2988,3528,586,1390.75911399406
"29",1994,1131.31780821918,519.6,1140,1792,2080,486.142857142857,899.586163925414
"30",1995,1094.42739726027,545.4,1130,1616,1858,483.857142857143,835.721836977793
"31",1996,1101.16666666667,444.5,993.5,2050,2430,335,771.555633236901
"32",1997,1472.02465753425,719.8,1270,2486,3162,393.428571428571,1093.57933990227
"33",1998,1357.52328767123,465.8,888,2918,3160,343,1064.74763978329
"34",1999,987.301369863014,332.4,644,2036,2420,256.142857142857,750.899427678786
"35",2000,1100.89617486339,508.5,871.5,2060,2340,474.142857142857,780.881276920324
"36",2001,1677.77808219178,600.4,1570,2706,3300,395.142857142857,1297.00670739272
"37",2002,1173.68219178082,377,703,2390,2816,328.714285714286,952.334702395258
"38",2003,843.835616438356,384.4,659,1582,1876,260.714285714286,609.807062532776
"39",2004,1219.68579234973,485,1050,2065,2335,427,933.151899668714
"40",2005,1094.47397260274,341,698,2366,3038,257.285714285714,843.395991583848
"41",2006,1278.08767123288,609.6,1180,2010,2274,408,1007.88441182866
"42",2007,1425.90684931507,491.8,1370,2410,2734,230.142857142857,1120.45094905095
"43",2008,1960.31693989071,540,1465,3750,4270,285.142857142857,1483.52668921849
"44",2009,1842.69315068493,686.6,1450,3560,3804,536.714285714286,1428.53740328925
"45",2010,1217.66301369863,514.4,1100,2248,2596,448.571428571429,1008.1280248778
"46",2011,1515.50136986301,579.6,1280,2950,3268,525.714285714286,1129.45720980534
"47",2012,1117.94262295082,268,634,2625,2930,217.857142857143,917.607801592282
"48",2013,1230.85479452055,532.4,992,2188,2728,397.857142857143,820.493884540117
"49",2014,1367.58356164384,597.2,1250,2286,3038,452.571428571428,1084.35109678575
"50",2015,1148.91232876712,611.4,942,2032,2460,497.571428571429,872.919003933661
"51",2016,1281.60655737705,657.5,1270,1950,2167.5,429.285714285714,976.185223293548
"52",2017,1610.76712328767,374,1450,2902,3230,323.571428571429,1202.76313771597
"53",2018,1850.7095890411,716.4,1330,3412,4922,557,1261.74111824249
"54",2019,1732.55616438356,709.8,1770,2666,2880,566.857142857143,1425.04356164384
"55",2020,1621.23224043716,569.5,1260,3015,3802.5,385.571428571429,1240.25146044757
"56",2021,934.512820512821,497.6,809,1456,1764,362.428571428571,NA
