"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,1425.71739130435,1110,1300,1910,2072.5,1070.85714285714,NA
"2",1959,3563.13424657534,1150,2300,7746.00000000001,12680,860.571428571428,2646.89768906892
"3",1960,3729.53005464481,1200,2300,6915,9532.5,1014.28571428571,2431.37145510702
"4",1961,2322.93424657534,1100,1780,4302,5218,964.428571428571,1678.21535768645
"5",1962,2628.39178082192,969,1540,5060,9742,853,1520.27442922374
"6",1963,1726.62739726027,900,1100,3392,4790,726.857142857143,1155.90421968826
"7",1964,1630.70765027322,865,1245,3235,3930,792.571428571428,1339.58482837745
"8",1965,3415.89315068493,886,1850,7600,13080,724,1726.39148120656
"9",1966,3056.34246575342,1088,2200,6650,7434,910.142857142857,2129.51858472412
"10",1967,3993.43287671233,1418,3000,8516,12060,1051.42857142857,3116.87821171765
"11",1968,3678.30601092896,1665,2690,6265,8910,1380,2431.38865556325
"12",1969,3696.67123287671,1198,3100,7502,8826,1004.28571428571,2655.26907400077
"13",1970,3568.5095890411,1504,3380,5810,7300,1105.14285714286,2667.84665441104
"14",1971,3396.37260273973,1090,2110,7206,10640,859.428571428571,2485.6847228007
"15",1972,4527.07650273224,2080,3805,6965,10725,1692.85714285714,3394.37691716031
"16",1973,5516.84931506849,1750,4160,11460,13060,1315.71428571429,4181.72409838645
"17",1974,5578.87671232877,1600,3320,12660,17580,1361.42857142857,3331.890040522
"18",1975,5556.52054794521,2080,4680,10660,12380,1441.42857142857,3779.39969715813
"19",1976,4928.55191256831,1445,2590,12850,16300,1181.42857142857,3895.84461366471
"20",1977,2438.00821917808,1080,1750,5176,6046,764.857142857143,1880.40861491629
"21",1978,3014.89315068493,1274,2030,5150,11080,1002.14285714286,1798.33835616438
"22",1979,3306.25753424658,1240,2070,7708,9548,996.285714285714,2345.94719312382
"23",1980,3354.59016393443,1700,2640,5985,7452.5,1494.28571428571,2369.31982392228
"24",1981,4434.68493150685,1558,3300,9352.00000000001,12560,1120,2724.14832344478
"25",1982,4239.31506849315,1638,2730,9282,11180,1387.14285714286,3075.42967104316
"26",1983,4335.61643835616,1614,3300,8356,11300,1344.28571428571,3437.60979971723
"27",1984,3269.34972677596,1210,2360,6575,8410,983.142857142857,2171.01820843091
"28",1985,5444.76712328767,1808,3320,12240,17300,1530,3833.49030403453
"29",1986,5853.80821917808,1858,4700,10700,16980,1342.85714285714,3484.12937427869
"30",1987,3251.79726027397,1420,2870,5500,6244,1124.28571428571,2660.10908406662
"31",1988,3998.85519125683,1080,3810,7200,8767.5,857.571428571428,3010.47554790695
"32",1989,4207.56164383562,2118,3320,7254,9156.00000000001,1714.28571428571,3212.19083734098
"33",1990,5401.20547945205,2120,4950,9424,12140,1470,3804.5901237111
"34",1991,5084.13698630137,1834,4600,9776,10980,1541.42857142857,3820.92882434397
"35",1992,5062.43169398907,2660,4575,8010,8880,1967.14285714286,3995.28169947183
"36",1993,5937.56164383562,3134,4750,10560,13300,2730,4232.12837562443
"37",1994,5622.60273972603,2500,5050,9946,11900,2241.42857142857,4132.29294662719
"38",1995,3961.83561643836,1684,3400,6986,8190,1375.71428571429,3106.3546640574
"39",1996,3800.7650273224,1500,3300,6210,8457.5,1298.57142857143,2589.44119632644
"40",1997,4331.56164383562,1654,2940,7688,10032,1335.71428571429,3072.05832746357
"41",1998,3981.25205479452,1200,2240,9326,10680,1045,2974.86794634466
"42",1999,2956.32876712329,1154,2090,5358,7076,812.142857142857,1960.3001369863
"43",2000,3594.18032786885,1525,2920,5985,8670,1385.71428571429,2304.47164419922
"44",2001,4841.78082191781,1604,4060,8772,12660,1230,3447.02563116608
"45",2002,3455.57534246575,1320,2330,6912,8600,986.428571428571,2729.15159117499
"46",2003,2414.2602739726,1098,1720,4878,5596,849.714285714286,1885.12288113892
"47",2004,4438.06010928962,1570,2895,8670,13175,1160,2748.45142205014
"48",2005,3422.99178082192,1114,2520,7192,8784,839.285714285714,2442.52117772638
"49",2006,4714.46575342466,1914,3990,8278,9458,1382.85714285714,3445.38628866909
"50",2007,4020.03835616438,1344,2990,8588,10080,1006.28571428571,3250.34425962166
"51",2008,5330.54644808743,1830,3780,10350,12275,1182.85714285714,3722.85005133557
"52",2009,6089.56164383562,2162,4460,12120,15920,1421.42857142857,4122.44364937592
"53",2010,3844.7397260274,1680,3070,7070,9618,1375.71428571429,2828.01092727668
"54",2011,5556.82191780822,2010,4300,10720,13180,1787.14285714286,4074.75324784564
"55",2012,3429.51639344262,1170,2445,7185,8217.5,1028.57142857143,2638.85103239525
"56",2013,5097.20547945205,1654,3590,9978,13740,1467.14285714286,2929.28227480282
"57",2014,4935.80821917808,2460,3800,9454,11960,2142.85714285714,3469.20450097847
"58",2015,3780.27397260274,1870,3160,6570,9370,1532.85714285714,2802.44943465971
"59",2016,5017.7868852459,1840,4320,9360,11000,1307.14285714286,3637.95083134837
"60",2017,5593.23287671233,1354,4860,10660,11760,1070,3669.08889219774
"61",2018,5570.27397260274,1704,4800,9414,11580,1402.85714285714,3629.60433222723
"62",2019,6665.58904109589,2368,6360,11300,13060,1948.57142857143,4523.43057250968
"63",2020,5675.5737704918,2140,4070,10950,15500,1677.14285714286,4192.16864078544
"64",2021,3554.35897435897,1800,2920,5676,6712,1662.85714285714,NA
