"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,116.163043478261,95.3,115,138,146,86.2857142857143,NA
"2",1959,276.958904109589,79,167,600.8,909.6,55.8571428571429,183.417217967085
"3",1960,328.592896174863,88,189.5,645,928.25,74.4285714285714,185.838348453307
"4",1961,175.717808219178,77.8,128,288.8,440.000000000001,65.2857142857143,130.28393254133
"5",1962,202.868493150685,65,118,340,882.2,50.5714285714286,118.199431954731
"6",1963,122.895890410959,51,80,198,325.4,40.5714285714286,77.6267684050308
"7",1964,105.428961748634,48,84,176,246.5,36.4285714285714,77.1072299688043
"8",1965,285.090410958904,68,130,631.6,1292,52,117.679955381898
"9",1966,274.953424657534,74,182,643,857,63.5714285714286,158.927994424987
"10",1967,328.756164383562,92,239,750.6,981.6,76.2857142857143,232.933799591879
"11",1968,316.379781420765,133.5,207.5,550,851,114.714285714286,183.249518355051
"12",1969,357.668493150685,90,248,757.4,1066,73.5714285714286,226.834440363211
"13",1970,318.367123287671,123.2,247,551.4,766.6,99.8571428571429,210.588655735437
"14",1971,314.542465753425,110.4,183,691.400000000001,1076,78.1428571428571,181.486826101601
"15",1972,439.489071038251,159,373.5,652,1110,138.857142857143,291.947121411869
"16",1973,476.841095890411,123.8,337,1020,1160,78.2857142857143,319.851219632726
"17",1974,483.668493150685,112.4,257,1338,1872,99.8571428571429,288.447667427702
"18",1975,452.627397260274,126,293,893.6,1170,101.714285714286,253.429267650158
"19",1976,349.043715846995,93,164.5,891.5,1237.5,80.2857142857143,236.65994507245
"20",1977,205.887671232877,82,133,466.8,656.6,70.8571428571429,140.119970645793
"21",1978,281.498630136986,101.4,173,534.2,1100,76.7142857142857,148.114345509893
"22",1979,379.024657534247,110.4,207,920.8,1088,87.4285714285714,220.042513206196
"23",1980,321.554644808743,149,230.5,657.5,802.5,135.571428571429,205.200374159049
"24",1981,367.934246575342,140.2,233,759,1160,94.1428571428571,209.566901564279
"25",1982,380.082191780822,114,228,803,1134,101.285714285714,229.339593026258
"26",1983,382.997260273973,121,262,730.8,1286,105.428571428571,265.962004779125
"27",1984,269.166666666667,85,203,599,740,54,165.552966227752
"28",1985,491.465753424658,124,220,1334,1866,106.285714285714,283.740145177144
"29",1986,505.843835616438,182,348,849.4,1816,133.428571428571,260.553267850871
"30",1987,249.175342465753,105,210,437.4,582,66,197.958429857152
"31",1988,361.674863387978,80,287,750,954.75,54.2857142857143,211.534533006952
"32",1989,356.717808219178,145,232,639.2,832,137.285714285714,236.036977670915
"33",1990,490.030136986301,143.4,369,924.2,1568,117,255.592453737082
"34",1991,424.512328767123,124,307,969.4,1256,104,274.047873318524
"35",1992,404.587431693989,170,330.5,710.5,854,126.428571428571,276.441680118234
"36",1993,508.901369863014,215,331,1066,1418,185.714285714286,300.296850731163
"37",1994,391.057534246575,154.4,289,719,1100,116.571428571429,231.494287888671
"38",1995,294.224657534247,115.4,242,533.6,649,101,209.031427187729
"39",1996,282.106557377049,107.5,201.5,522,700.5,89.2857142857143,171.56613673212
"40",1997,319.797260273973,112,194,541.8,873.600000000001,88.5714285714286,210.988925686186
"41",1998,329.090410958904,106,166,851.2,975.2,86.4285714285714,207.372155485306
"42",1999,224.150684931507,81,127,420,657.8,61,136.337904094897
"43",2000,279.428961748634,111,195,491,727.25,81.1428571428572,172.904274004684
"44",2001,431.134246575342,124,307,783.200000000001,1194,102.714285714286,271.823305804986
"45",2002,281.583561643836,94.9,161,618.6,808.8,72.0428571428571,208.809146628426
"46",2003,221.564657534247,87.78,127,461.4,659,71.8714285714286,149.802692167339
"47",2004,410.009016393443,134.5,225,805,1115,100.042857142857,203.749315147439
"48",2005,294.46904109589,77.78,161,706.6,809.6,57.5714285714286,181.45440908072
"49",2006,342.161917808219,99.52,249,680.2,959.600000000001,82.0285714285714,203.372177570191
"50",2007,318.623287671233,94.42,222,683.2,855.6,77.2571428571429,225.940916442676
"51",2008,507.321584699454,137.5,301,1070,1440,87.9857142857143,266.067899110693
"52",2009,477.054794520548,155.8,291,1050,1452,125.428571428571,286.253231182287
"53",2010,324.030136986301,120.4,216,719.400000000001,1038,105.571428571429,191.062157474825
"54",2011,499.643835616438,147,321,1110,1582,126.571428571429,276.851487295049
"55",2012,279.084426229508,86.55,179.5,629.5,746.75,79.8428571428571,187.958367279351
"56",2013,417.65698630137,129.4,258,916.8,1364,110.571428571429,197.013774733638
"57",2014,386.569863013699,164.4,269,745.400000000001,1086,132,291.35503671865
"58",2015,307.802739726027,144,215,562.2,978.8,131,193.570863638487
"59",2016,414.894262295082,110,318.5,868.5,1087.5,89.4571428571429,267.950233139704
"60",2017,502.582465753425,117,361,999.200000000001,1364,85.6714285714286,287.274877716661
"61",2018,481.224657534247,126.8,345,913.6,1358,104.428571428571,252.050977371183
"62",2019,564.750684931507,190.2,442,1070,1494,132.571428571429,315.790649095192
"63",2020,502.81693989071,167,331,881,1377.5,119.857142857143,298.012332316447
"64",2021,327.503663003663,125.4,238,586.6,850.6,104.642857142857,NA
