"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,280.630434782609,188,266,390.8,441.15,171.714285714286,NA
"2",1959,930.221917808219,189.6,588,2246,3244,108.428571428571,585.177563422879
"3",1960,880.994535519126,217,533.5,2010,2542.5,169,498.106457462583
"4",1961,555.813698630137,190,408,1100,1606,158.428571428571,412.698823256772
"5",1962,539.66301369863,174,264,1202,2044,113.857142857143,329.547602739726
"6",1963,357.950684931507,77,158,884.2,1320,44.7142857142857,159.770282764684
"7",1964,243.896174863388,99,178,487,671.75,78,150.116671460071
"8",1965,617.542465753425,125,251,1536,2350,75.5714285714286,249.938115837539
"9",1966,589.906849315068,124,388,1360,1690,99.2857142857143,316.632726916919
"10",1967,751.367123287671,158,510,1772,2410,124.714285714286,521.692644250726
"11",1968,1130.0956284153,382,768,2095,3037.5,311.857142857143,577.38889170683
"12",1969,1051.32876712329,275.8,741,2220,2946,205.571428571429,682.137214039665
"13",1970,781.356164383562,275,642,1472,1898,184.142857142857,499.16033719705
"14",1971,694.747945205479,136.4,355,1578,2596,94.5714285714286,429.966831195187
"15",1972,895.989071038251,264,678.5,1535,2337.5,209.714285714286,608.471509223089
"16",1973,1202.7095890411,317.4,795,2808,3274,215,820.260441421212
"17",1974,1276.55890410959,223,601,3432,4472,182.285714285714,752.244650896497
"18",1975,1208.32328767123,372.4,912,2244,2782,226.714285714286,711.290273972603
"19",1976,1061.40983606557,220,518,2875,3385,146.714285714286,715.300396825397
"20",1977,557.994520547945,172.2,326,1422,1668,126.857142857143,331.899832749283
"21",1978,652.808219178082,171,399,1376,2750,104.285714285714,377.912959809957
"22",1979,675.895890410959,162,404,1546,2018,128.142857142857,405.480739188087
"23",1980,889.002732240437,356,699,1800,2170,282.714285714286,571.249788452354
"24",1981,1011.44931506849,366.8,807,1992,2678,225.571428571429,598.135617552368
"25",1982,1024.42191780822,246,650,2192,3316,178,713.339470437035
"26",1983,990.386301369863,272.4,748,2124,2746,211.142857142857,708.509586750355
"27",1984,744.625683060109,180.5,498.5,1775,2142.5,114.571428571429,431.736498912674
"28",1985,1294.96438356164,280,676,3234,4372,220.571428571429,865.063747059637
"29",1986,1165.40547945205,324.8,945,2058,3292,219.142857142857,676.986196999348
"30",1987,602.378082191781,190,496,1120,1440,110.428571428571,419.193347360034
"31",1988,809.215846994535,141.5,713.5,1615,2047.5,95.7142857142857,570.323211121405
"32",1989,933.906849315068,367.4,714,1730,2130,305.285714285714,687.56450460245
"33",1990,1180.80273972603,331.4,1080,2116,2568,240.142857142857,745.349972485657
"34",1991,1014.13150684932,231,869,1980,2258,175.571428571429,706.874930514195
"35",1992,1305.82786885246,565,1195,2195,2725,358.714285714286,859.074862474185
"36",1993,1474.01369863014,598.2,1160,2620,3450,429.571428571428,963.380692589126
"37",1994,1244.56712328767,452,1150,2308,2646,325.857142857143,699.359339655778
"38",1995,928.068493150685,300,766,1728,2104,245.714285714286,596.235730487733
"39",1996,780.904371584699,231.5,596.5,1565,1872.5,175.142857142857,485.836756140035
"40",1997,1008.33424657534,375,776,1896,2500,264.142857142857,661.811637312459
"41",1998,1122.65205479452,259,604,2650,3480,218,713.844861531163
"42",1999,677.317808219178,193.2,401,1360,1864,111.571428571429,372.180317288429
"43",2000,801.866120218579,345.5,699.5,1420,1647.5,256.857142857143,515.186881711796
"44",2001,1238.22191780822,284.2,1040,2176,3090,193.714285714286,819.931900318595
"45",2002,772.216438356164,180.6,436,1818,2126,140.571428571429,563.361385417086
"46",2003,583.402739726027,178,386,1258,1476,154.142857142857,399.57715510651
"47",2004,1000.30054644809,312,711,1965,2470,215,614.621667750863
"48",2005,836.980821917808,181.4,508,1914,2248,135.857142857143,518.262088308231
"49",2006,1169.62739726027,433.2,1020,2082,2480,218.285714285714,729.39613544117
"50",2007,1037.61369863014,270.4,804,2208,2600,186.857142857143,659.431167707155
"51",2008,1455.64207650273,368.5,994,2995,3692.5,187.714285714286,880.618280946258
"52",2009,1462.10684931507,440.4,975,3096,3782,355.857142857143,968.468200158809
"53",2010,903.016438356164,288.4,653,1952,2536,260.714285714286,601.546167634336
"54",2011,1468.16438356164,403.4,1110,3006,3606,309.714285714286,940.312540602245
"55",2012,807.18306010929,173.5,426,1970,2145,151,576.726907175726
"56",2013,937.958904109589,284.4,679,1940,2890,226,465.980855920201
"57",2014,1011.0301369863,413.2,678,2024,3004,328.142857142857,730.321725537682
"58",2015,896.306849315068,335.4,593,1702,2668,275.142857142857,626.368737421618
"59",2016,1034.68032786885,304.5,851,2020,2285,183.571428571429,709.584527194653
"60",2017,1291.15616438356,205,1030,2668,2948,167,756.822295512706
"61",2018,1231.00547945205,282.4,821,2428,3588,225.285714285714,721.496990842744
"62",2019,1205.08767123288,340.6,1090,2126,2542,278.285714285714,787.427547845081
"63",2020,1250.95355191257,316,919.5,2505,3130,256.285714285714,804.567671740827
"64",2021,873.347985347985,355.2,654,1566,2124,301.428571428571,NA
