"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1958,556.5,437.2,508,819.3,846.7,376.714285714286,NA
"2",1959,1952.96438356164,418.8,1190,4558.00000000001,6996,296.285714285714,1327.72191179334
"3",1960,1954.90163934426,427.5,1190,3920,5297.5,282.857142857143,1157.94929387552
"4",1961,1102.59452054795,400,806,2264,2966,331.428571428571,708.976973984919
"5",1962,1309.20273972603,326.4,640,2580,5424,154.571428571429,607.611072533971
"6",1963,773.241095890411,252,400,1800,2632,190.714285714286,400.467649603461
"7",1964,657.781420765027,277.5,489.5,1315,1717.5,209.142857142857,472.985389594334
"8",1965,1728.97808219178,300,760,4552.00000000001,7940,231,693.627207001522
"9",1966,1559.12602739726,348.8,1100,3590,4212,293.142857142857,933.837696181092
"10",1967,2150.97534246575,474,1370,5590,7040,361,1499.63913864032
"11",1968,2250.24316939891,762.5,1545,4265,7122.5,673.285714285714,1180.39866295842
"12",1969,2088.23561643836,535,1650,4500,5592,392.285714285714,1450.74865355345
"13",1970,1840.5397260274,570.4,1480,3406,4034,354,1214.78544725822
"14",1971,1819.28493150685,384,882,4140,6738,346.428571428571,1114.8632897832
"15",1972,2374.8306010929,823.5,1845,3855,6587.5,661.714285714286,1680.23823319605
"16",1973,3005.58082191781,692.8,1900,7644,8588,454.285714285714,2138.60395224258
"17",1974,3002.36164383562,567,1350,8452,10840,480.285714285714,1749.69058618881
"18",1975,2959.60547945205,889.6,2190,6408,7514,560.571428571429,1773.46904446268
"19",1976,2697.92896174863,505.5,1290,7750,9890,410.428571428571,1917.11643897996
"20",1977,1098.86849315069,330,667,2802,3482,118.285714285714,746.19203991818
"21",1978,1453.88767123288,409,800,2656,6886,277.285714285714,655.622944188053
"22",1979,1587.25479452055,403.6,840,4110,5222,316.857142857143,995.914778266769
"23",1980,1758.84972677596,727.5,1440,3485,4627.5,562.857142857143,1172.3287375648
"24",1981,2492.15616438356,719.2,1700,5370.00000000001,8034.00000000001,440,1179.42701818729
"25",1982,2290.01917808219,545.6,1350,5392,7288,486.571428571428,1548.41003834446
"26",1983,2386.42739726027,603.2,1700,5060,7282,468,1709.6519977169
"27",1984,1701.17213114754,412,1160,3940,4995,307,1013.27691191333
"28",1985,3152.31506849315,756.4,1660,7652,11480,448.571428571428,1798.51399304197
"29",1986,3299.94246575342,831.8,2340,6980.00000000001,10438,544.571428571429,1628.84019839395
"30",1987,1504.13698630137,473.4,1230,2860,3464,367.857142857143,1139.20671091069
"31",1988,2028.63387978142,384,1800,4000,5100,286.428571428571,1429.5941849281
"32",1989,2167.4602739726,830,1610,4218,4856,725.714285714286,1489.81704142807
"33",1990,2885.00821917808,766.2,2660,5326,7016,530.571428571428,1802.87550901158
"34",1991,2498.62739726027,568.8,1950,5506,6334,479.714285714286,1912.92525110789
"35",1992,2729.48360655738,1115,2480,4645,5415,665.714285714286,1927.32001861091
"36",1993,3277.8301369863,1290,2370,6188,8460.00000000001,986.857142857143,2105.451935676
"37",1994,3089.4904109589,1028,2680,5870,7584,807.142857142857,2012.08702341147
"38",1995,1940.81643835616,645.8,1620,3446,4574,541.285714285714,1426.12849627046
"39",1996,1881.24316939891,588.5,1500,3295,4082.5,478,1210.615333291
"40",1997,2254.2602739726,716.8,1430,4176,5382,611.428571428571,1511.68104970942
"41",1998,2199.58082191781,495,1040,5542,6764,426.857142857143,1477.31375256839
"42",1999,1413.73698630137,405.8,767,2722,3962,295.285714285714,809.252618855762
"43",2000,1795.53278688525,681.5,1350,3060,4510,572.857142857143,1117.45155127204
"44",2001,2636.36438356164,580.4,2230,4662,6984.00000000001,463.428571428571,1793.90068069256
"45",2002,1738.56164383562,439,948,4002,4846,350.857142857143,1363.01809468149
"46",2003,1127.18082191781,377.2,658,2578,2994,308.142857142857,826.915546571909
"47",2004,2395.72404371585,615.5,1435,5100,7245,437.571428571429,1542.91792923423
"48",2005,1863.97808219178,438.4,1070,4426,5554,361.857142857143,1199.74747854885
"49",2006,2649.7397260274,899.2,2190,4910,6044,569.285714285714,1787.90844590601
"50",2007,2194.52054794521,552.8,1540,4782,5792,398.714285714286,1569.14012534694
"51",2008,2942.12295081967,702,1910,6275,7787.5,443.857142857143,1840.02849141024
"52",2009,3256.81917808219,920.6,2160,6724,9118,670.285714285714,2115.80542687145
"53",2010,1891.8602739726,589.8,1270,4204,5574,511.428571428571,1216.51825336728
"54",2011,3197.72328767123,809.2,2320,7156,8628,650.571428571429,2240.41810946021
"55",2012,1789.86612021858,457.5,1065,4105,4615,423.142857142857,1296.218780135
"56",2013,2609.2904109589,674.2,1740,5330,7472,571.142857142857,1387.05789703447
"57",2014,2566.08767123288,995.4,1810,5336,7332,870.428571428571,1831.8957650009
"58",2015,1864.32054794521,780.8,1440,3456,4900,601,1293.80807898253
"59",2016,2602.53005464481,648,2140,5370,6352.5,439.571428571429,1875.80297512448
"60",2017,2995.19726027397,552.4,2380,6496,7100,460.714285714286,1888.72111327749
"61",2018,2812.41095890411,673.4,2210,5168,6900,534.571428571428,1676.80022417594
"62",2019,3384.70136986301,865.4,3070,6044,7362,651.142857142857,2134.15821311109
"63",2020,2953.91256830601,722,1920,6290,8132.5,542.857142857143,1990.57324005685
"64",2021,1867.71794871795,751.2,1380,3338,4262,707.857142857143,NA
