"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1902,40,33.3695652173913,NA,30,30,30,40
"2",1903,127.000000000001,195.013698630137,9.37279452054795,0,0,10,840
"3",1904,1100,541.027322404372,152.231251626334,3,4,150,2325
"4",1905,4260,1154.07397260274,457.649593257847,1,4,93,5800
"5",1906,610,268.692307692308,NA,2.28571428571429,26.2,85,850
"6",1944,230.5,123.926229508197,NA,36.1428571428571,53,105.5,250
"7",1945,229,95.4794520547945,69.8374899681749,1.71428571428571,14,65,278
"8",1946,381,140.953424657534,99.8840220158155,0,0,63,457
"9",1947,962.800000000001,429.257534246575,242.562196915155,24,39,180,1970
"10",1948,249,150.098360655738,104.520566614624,35.4285714285714,56.5,132,300
"11",1949,427.4,374.728767123288,181.778995052039,91.5714285714286,120,237,708.400000000001
"12",1950,485.6,248.747945205479,155.462222388011,36,68,185,635.6
"13",1951,953.200000000001,515.183561643836,234.000826948826,116.428571428571,138.2,280,1576
"14",1952,290,115.636612021858,87.8708164787168,7.12857142857143,9.3,84.5,320
"15",1953,109,57.5224657534247,41.5747182678246,2.77142857142857,9,51,130
"16",1954,102.2,60.5150684931507,41.2845407957325,0.428571428571429,10,57,118
"17",1955,181.2,114.641095890411,62.9202561508215,19.8571428571429,40,76,281
"18",1956,112,43.0691256830601,33.5166718435433,0.0428571428571429,1.35,26,125.5
"19",1957,346.4,139.647123287671,96.5760915041501,23.5714285714286,37,90,463
"20",1958,381,220.917808219178,153.134668242071,53.2857142857143,63,193,451.4
"21",1959,264.2,160.290410958904,127.947146191111,13.7142857142857,34,179,294
"22",1960,301.5,140.948633879781,111.531657998351,11.0285714285714,24.5,82,451
"23",1961,140.6,74.3780821917808,58.1682956769258,29.1428571428571,39.4,61,159.8
"24",1962,204,109.290410958904,85.9988426413769,37,51,88,220.4
"25",1963,96.2,46.8767123287671,35.4915035877365,11.4285714285714,17.4,35,110.8
"26",1964,67,58.8803278688525,31.7738078974759,10.3714285714286,17,38,102.5
"27",1965,1112,803.33698630137,285.104668010032,30,39,335,2142
"28",1966,463.4,189.684931506849,165.461260962992,36.4285714285714,50,117,558
"29",1967,250.8,136.131506849315,113.435430277485,30.8571428571429,55,121,296.4
"30",1968,185.5,75.7950819672131,61.3258700781105,15.5714285714286,18.5,54,204
"31",1969,257.6,160.893150684931,127.39712923535,22.4285714285714,55.4,144,285.8
"32",1970,211.2,98.1345205479452,90.5479107525119,3.47142857142857,9.74,87,235
"33",1971,185,72.4090410958904,50.3842548623371,7.3,12,47,209.8
"34",1972,127,82.2978142076503,63.0378474932778,37.5714285714286,40,78,140.5
"35",1973,312.6,117.597260273973,103.855546423135,18,29,65,347.6
"36",1974,108.2,34.6067123287671,32.1990097415925,0.0814285714285714,1.1,14,116
"37",1975,23,11.1911780821918,8.7298441048205,0,0,13,27
"38",1976,21,6.84636612021858,4.50690455527397,0,0,1.4,25
"39",1977,1,0.402958904109589,0,0,0,0,3.38
"40",1978,2.96,1.72049315068493,0.0934813415210203,0,0,0,4.98
"41",1979,0.08,1.94287671232877,0,0,0,0,0.878
"42",1980,4.4,1.96852459016393,0.585722525804493,0,0,0,7.2
"43",1981,0,0.056027397260274,0,0,0,0,0
"44",1982,0,0.0348767123287671,0,0,0,0,0
"45",1983,0,0.052986301369863,0,0,0,0,0
"46",1984,0,0.00259562841530055,0,0,0,0,0
"47",1985,0,0.0010958904109589,0,0,0,0,0
"48",1986,19,5.34627397260274,1.56085299125455,0,0,0,27
"49",1987,1386,350.563287671233,237.789033088998,7.45714285714286,19.4,59,1858
"50",1988,108.5,29.4709836065574,24.5010432378079,0,0,2.3,145.5
"51",1989,0,0.150684931506849,0,0,0,0,0
"52",1990,0,0,0,0,0,0,0
"53",1991,0,0,0,0,0,0,0
"54",1992,0,0,0,0,0,0,0
"55",1993,0,0.0347945205479452,0,0,0,0,0
"56",1994,0,0,0,0,0,0,0
"57",1995,0,43.6545205479452,0,0,0,0,422.200000000001
"58",1996,175,53.5831420765027,40.6855646630237,0,0,0,219.25
"59",1997,248,118.166383561644,69.2436294288575,0,2.38,70,436.6
"60",1998,639.6,253.814219178082,209.491116965227,0,8.42,146,751.8
"61",1999,1574,434.649315068493,368.724892112096,64.1428571428571,103.8,154,1990
"62",2000,268,75.6748633879781,62.7001622181252,0,0,0,304.5
"63",2001,39,15.6271506849315,2.80793215916504,0,0,0,102.8
"64",2002,0,0,0,0,0,0,0
"65",2003,0,1.31232876712329,0,0,0,0,0
"66",2004,0,0,0,0,0,0,0
"67",2005,0,0,0,0,0,0,0
"68",2006,0,0,0,0,0,0,0
"69",2007,0,0,NA,0,0,0,0
