"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1902,667,276.728260869565,NA,44,105,195,737.5
"2",1903,3226.00000000001,1270.68219178082,563.512804729342,89.4285714285714,170,515,4780
"3",1904,5090,2256.19672131148,1033.0466195917,212.428571428571,310,835,7277.5
"4",1905,5422,2333.25735294118,NA,134.714285714286,500,1510,6435.5
"5",1921,21.8,15.4152173913043,NA,5.64285714285714,5.71,11,33.15
"6",1922,4080,1672.30684931507,631.617719589845,44.5714285714286,91.4,644,6558
"7",1923,5180,2671.44657534247,1124.809289537,13.8571428571429,28.4,1460,7594
"8",1924,2395,1176.85792349727,699.825050407644,133.571428571429,207,650,3117.5
"9",1925,755,433.315068493151,282.306919264816,101.285714285714,150,380,990
"10",1926,1250,994.687671232877,350.237167946209,55.1428571428571,177,535,2140
"11",1927,5248,2255.69863013699,1249.05417590781,460,485,930,8048
"12",1928,3400,1715.03278688525,897.794433992516,222.142857142857,323,1000,6137.5
"13",1929,4180,1826.38356164384,842.920186799502,376.142857142857,461,1050,7172.00000000001
"14",1930,1660,978.731506849315,548.826123197355,117.285714285714,314,710,2158
"15",1931,1350,702.556164383562,514.267167170729,69.4285714285714,138,600,1652
"16",1932,943.5,586.737704918033,412.005602275684,91.5714285714286,144,480,1857.5
"17",1933,1286,809.969863013699,377.843259052267,71.4285714285714,165.2,369,3108.00000000001
"18",1934,614.2,365.8,237.671400762179,59.8571428571429,71,336,824.2
"19",1935,4970,1794.04109589041,746.184783915844,122.571428571429,232,374,9136.00000000001
"20",1936,964,500.363387978142,293.425136020628,84.8571428571429,170,335,1460
"21",1937,2016,959.117808219178,440.585371489842,254.571428571429,293,482,3430
"22",1938,3238,1341.65753424658,627.575764566707,285.142857142857,329.6,583,5218
"23",1939,1236,718.421917808219,386.956407914764,138.428571428571,192.8,459,2116
"24",1940,1685,792.669398907104,412.456967213115,150,235,410.5,3170
"25",1941,3160,1784.92328767123,947.400452365067,501.428571428571,576,1030,5568
"26",1942,9100,3615.80273972603,1471.99015003262,919.714285714286,1210,1820,12260
"27",1943,2130,1126.78904109589,755.157618346347,360.571428571429,407,928,2566
"28",1944,7530,3759.35519125683,1825.18315097926,414.285714285714,746.5,1700,16000
"29",1945,4088,2524.9698630137,1386.85938619998,367.142857142857,688,1530,8322
"30",1946,1780,985.887671232877,673.876561967398,86.8571428571428,182,912,2240
"31",1947,5436,2297.44109589041,1135.75868690492,272,340,894,7956
"32",1948,8440,3209.36885245902,1297.09028719339,270,582,1150,15450
"33",1949,11300,3990.51232876712,2415.38441809175,868.285714285714,921,2170,15100
"34",1950,8430,2943.67397260274,1610.2550052687,612.714285714286,680,1350,11600
"35",1951,17080,5977.64383561644,2684.43473684521,857.142857142857,1310,2610,24420
"36",1952,2570,1393.84426229508,1082.24219587513,205.428571428571,275,828,3122.5
"37",1953,1020,632.172602739726,485.333484107676,156.428571428571,199,628,1184
"38",1954,713.4,397.202739726027,256.566676184177,27,56,300,1001.4
"39",1955,2042,993.369863013699,437.690388127854,95.2857142857143,207.2,408,4128
"40",1956,533,273.685792349727,225.233981344649,27.4285714285714,38,235,588.5
"41",1957,7280,3187.05753424658,1114.5881917631,92.1428571428571,205.8,1170,13760
"42",1958,7334.00000000001,3235.87671232877,1923.46180755407,721.428571428571,992,2160,10260
"43",1959,4362,2219.42465753425,1049.94850318631,386.428571428571,694,1370,6992.00000000001
"44",1960,5515,2784.84153005464,1229.85831056466,547.857142857143,840,1865,8302.5
"45",1961,5068,2696.35890410959,1096.36737876358,529.428571428571,899,1630,8792
"46",1962,5316.00000000001,2388.99452054795,1183.52756645339,579.571428571429,854.2,1390,8314
"47",1963,1940,1056.74520547945,592.02551649264,346.285714285714,450,740,2758
"48",1964,1925,1219.0218579235,461.209385362664,148.428571428571,292,614,2965
"49",1965,7812,3006.33150684932,1304.90951159459,607.428571428571,708,1400,13120
"50",1966,1520,774.958904109589,590.110244618395,201.857142857143,228.4,581,1700
"51",1967,3852,1499.08493150685,912.358052837573,239.857142857143,350,614,6108
"52",1968,1880,1208.41803278689,556.33274943029,305.714285714286,399.5,651,2850
"53",1969,4832.00000000001,2212.59726027397,1290.7768328043,456.571428571429,735,1380,6428
"54",1970,2740,1467.16438356164,718.050782738474,207.714285714286,356.2,937,5078
"55",1971,2702,1369.54520547945,660.290843853523,281.285714285714,431.8,903,4208
"56",1972,1020,709.953551912568,526.434299758918,227.142857142857,384.5,605,1360
"57",1973,16800,6027.01369863014,2347.37929348851,449.714285714286,752.8,2640,29000
"58",1974,5948.00000000001,2728.43287671233,1460.6231972197,556.857142857143,699.2,1630,10000
"59",1975,4822,2262.37534246575,1332.40808146415,370.714285714286,542.2,1580,7166
"60",1976,3250,1310.11475409836,782.134645422404,243.571428571429,313,549.5,4907.5
"61",1977,5732.00000000001,2130.4602739726,924.594652395042,261.428571428571,405,997,8094
"62",1978,3010,1243.41095890411,787.829074298622,141.142857142857,266.2,668,3572
"63",1979,4884.00000000001,2470.02739726027,968.803621889571,200,270,1400,7838
"64",1980,3150,1582.28415300546,906.495282131348,197.857142857143,241,877.5,4587.5
"65",1981,2190,1200.8602739726,612.253609629976,260.714285714286,347.8,841,3514
"66",1982,4630,1722.09315068493,924.104166273028,365.285714285714,423,707,7024
"67",1983,3850,1788.50684931507,855.256776140438,260.857142857143,391,730,7194.00000000001
"68",1984,4800,1939.41530054645,994.529269640635,145,238,632,7970
"69",1985,4874,2588.58082191781,914.602779191129,446.571428571429,686.2,1330,7870.00000000001
"70",1986,3456,2041.0602739726,1072.56225048924,662.714285714286,860.4,1220,5324
"71",1987,8802,3821.04931506849,1702.59986211836,747.428571428571,954,2100,12720
"72",1988,2210,1213.28961748634,851.576221126307,194.571428571429,295,907,3105
"73",1989,3494,1556.78356164384,749.032974445245,278.571428571429,373.8,626,5776
"74",1990,1806,932.964383561644,670.988001611604,248,294.4,600,2374
"75",1991,961,580.043835616438,322.224434311983,124.285714285714,191.8,384,1760
"76",1992,3040,1451.72950819672,672.195744540826,344.142857142857,371.5,704.5,4700
"77",1993,11060,5404.09863013699,2133.66860523039,877.428571428571,959,2670,22000
"78",1994,1280,898.824657534247,574.708339415269,254.571428571429,334.2,727,1736
"79",1995,7652,3148.14520547945,1432.83566469344,391.285714285714,441.4,804,15440
"80",1996,4200,1887.27049180328,973.894222967379,420.857142857143,486.5,1185,6042.5
"81",1997,5492,2508.08219178082,1121.10557212954,905.714285714286,1030,1600,6974
"82",1998,5628,3116.74794520548,1499.77235774343,410.285714285714,602.2,1760,8176
"83",1999,7888.00000000001,3771.6602739726,2160.15499084316,733.857142857143,1020,2390,10700
"84",2000,5570,2481.82240437158,1188.37850816101,303.142857142857,415.5,1145,8162.5
"85",2001,4578,2093.93424657534,1079.43644675228,308.285714285714,449,1020,7180
"86",2002,3296,1569.87397260274,673.949583652401,308,454,697,5406
"87",2003,4586,1978.80547945205,736.54827343889,222.571428571429,419,832,6940
"88",2004,4795,2361.28961748634,987.251541263836,484.857142857143,584.5,1130,9320
"89",2005,4868,2434.66849315068,1003.47639846815,367.428571428571,534.8,1230,9054.00000000001
"90",2006,1206,658.534246575342,401.482239796124,222.285714285714,276,471,1634
"91",2007,9310.00000000001,3873.74520547945,1720.70977608998,387.571428571429,478,1300,15640
"92",2008,7000,3418.54918032787,1318.61519937124,516.857142857143,874.5,1630,10250
"93",2009,6998,3082.0301369863,1503.2000327367,312.428571428571,619.6,1320,10720
"94",2010,3988,2218.25479452055,1037.64733729994,411.285714285714,507.8,1150,6868.00000000001
"95",2011,1020,569.134246575342,377.560482287997,116.428571428571,145.4,494,1244
"96",2012,1300,655.036612021858,328.326828100186,89.7142857142857,131.5,335,2090
"97",2013,3540,2101.10136986301,543.08038906806,180.285714285714,265.4,713,9646
"98",2014,1716,945.550684931507,586.811594828307,376.571428571429,405.4,626,3400
"99",2015,3560,1755.06849315068,673.367482661274,331,390.2,636,6596
"100",2016,6845,3281.43169398907,1242.57873985915,642.428571428571,717.5,1325,13775
"101",2017,5748,2222.78082191781,1251.3945863279,408.285714285714,524,961,7924
"102",2018,3796,2072.36712328767,828.34847121497,269.714285714286,461.2,698,6242
"103",2019,11420,5890.90410958904,2325.30140099626,875.571428571429,924.2,2100,27360
"104",2020,2720,1502.58469945355,1066.93263815532,395,500,1310,3865
"105",2021,3116,1422.22465753425,NA,384,504.4,822,5178
