"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1922,8,2.6159793814433,NA,0,0,0,10
"2",1923,2936,1030.46575342466,359.409192958532,4.5,10,435,4432
"3",1924,929,342.453005464481,228.259512285505,0,0,36,1382.5
"4",1925,119.6,147.574794520548,13.2777570527502,0,0,12,438.000000000001
"5",1926,47.8000000000002,14.5490410958904,7.71783253967241,0,0,3,90.2
"6",1927,338.8,285.860273972603,10.4063590483057,0,0,11,1956
"7",1928,728.5,353.786885245902,64.7734524004639,0,0,52,2095
"8",1929,359.600000000002,180.931506849315,21.8479065729392,0,0,19,546.8
"9",1930,320,126.016438356164,13.9858583800451,0,0,25,675
"10",1931,183.6,67.8246575342466,21.4746900306156,0,0,8,310.4
"11",1932,26,15.9207650273224,2.47611493037194,0,0,2,47.25
"12",1933,23,70.6684931506849,0.714134495641345,0,0,2,95.6000000000001
"13",1934,61,15.1917808219178,4.1148401826484,0,0,2,76
"14",1935,118,114.213698630137,2.57342657342657,0,0,2,522.6
"15",1936,410.5,274.377049180328,0.701964259341309,0,0,2,1460
"16",1937,50.8000000000001,50.3342465753425,1.46054794520548,0,0,2,153
"17",1938,89.6,51.2739726027397,2.91340222702876,0,0,3,188
"18",1939,56,24.0164383561644,6.1599695585997,0,0,0,173.2
"19",1940,8,2.74590163934426,1.70782103825137,0,0,2,9
"20",1941,985.6,311.156164383562,119.366167069568,0,0,22,1188
"21",1942,4636,1644.83287671233,936.76331851461,17,44.8,605,7060
"22",1943,364.4,107.934246575342,45.6974677561484,0,0,7,538
"23",1944,680,287.587431693989,17.2563388898088,3.42857142857143,11,46,1347.5
"24",1945,207,76.1095890410959,41.5727400479694,0,0,38,234
"25",1946,296.4,95.8219178082192,48.0297398602568,0.142857142857143,0.399999999999999,32,316
"26",1947,944.000000000001,379.142465753425,132.181302603287,7,12,106,1916
"27",1948,246,119.622950819672,50.0601125359866,13.4285714285714,21,80,338
"28",1949,446.4,331.676712328767,105.807448323268,55.2857142857143,62,179,688.600000000001
"29",1950,400,184.939726027397,96.3678364861926,14.8571428571429,20,122,506.4
"30",1951,749.6,441.482191780822,161.632711372869,16.1428571428571,51,220,1366
"31",1952,255,78.8614754098361,43.2133160980348,0.757142857142857,4,31,288.75
"32",1953,82.6000000000003,39.5890410958904,11.2066123579491,0,1,12,139.8
"33",1954,62,48.1087671232877,14.2080926925223,0.128571428571429,4,16,102.4
"34",1955,90.6,76.053698630137,16.5943847490141,4,6,23,121.8
"35",1956,55,26.5497267759563,8.89064813636312,0.614285714285714,2.5,7.4,100
"36",1957,183.2,104.688493150685,33.4761092248469,4.1,5.88,33,392.8
"37",1958,310.6,179.830136986301,92.1154245381562,12.4285714285714,18,155,426
"38",1959,248.8,129.189315068493,91.0773266978267,4.17142857142857,12,127,274
"39",1960,310,94.9549180327869,51.6717377195379,1.72857142857143,5.15,23.5,388.75
"40",1961,157.2,46.7608219178082,26.9629726027397,4.38571428571429,8,16,177
"41",1962,174,51.9115068493151,26.1639015346586,0,0,14,211.8
"42",1963,45,19.7912328767123,6.47065864743753,0,2.6,7.2,80.4
"43",1964,32,38.918306010929,4.80234514759863,0,0.9,7.2,50.75
"44",1965,1294,901.839178082192,206.956051337247,1.57142857142857,3.72,200,2234
"45",1966,448,160.263287671233,106.948132107947,5.27142857142857,15.4,80,647.2
"46",1967,251.8,117.684931506849,73.4633303376211,10,18,84,334
"47",1968,169.5,51.2345628415301,33.8064919158475,3.57142857142857,8.5,19,190
"48",1969,219.2,133.213698630137,81.2924917624233,13.4285714285714,23.4,118,304.4
"49",1970,160,76.4,NA,7.61428571428571,11,71,167
"50",1986,226.5,155.260869565217,NA,58.4285714285714,80.8,157,229
"51",1987,1746,432.590904109589,233.568273633318,0,24,104,2096
"52",1988,190,70.3184972677596,38.5098167093508,0,0,18,218
"53",1989,128.6,34.1239452054795,5.47606116703433,0,0,0,164.8
"54",1990,68.4000000000003,14.7260273972603,9.61155251141552,0,0,0,97.0000000000001
"55",1991,0,2.15460273972603,0,0,0,0,0.670000000000004
"56",1992,0,0,0,0,0,0,0
"57",1993,91.2,27.2767671232877,8.86138773952517,0,0,0,116.2
"58",1994,69.6,15.3845479452055,5.22953424657534,0,0,0,87.8
"59",1995,581.600000000001,212.544164383562,155.313908814169,0,0,91,1390
"60",1996,490.5,213.659836065574,120.498548515112,0,0,170,609.75
"61",1997,397.6,225.89098630137,121.730109679085,0,0.082,191,641.8
"62",1998,872.2,362.065479452055,256.299627321011,0.257142857142857,53.8,253,965.8
"63",1999,1860,535.676712328767,434.368507187525,23,158.8,233,2280
"64",2000,373,153.250710382514,112.235158501901,0,0,144,416.75
"65",2001,189,94.2339452054795,63.0893119502646,0,0,59.9,281.8
"66",2002,70.6,13.1741369863014,3.2829958308517,0,0,0,80
"67",2003,0,0.000301369863013699,0,0,0,0,0
"68",2004,0,0,0,0,0,0,0
"69",2005,0,0,0,0,0,0,0
"70",2006,0,0,0,0,0,0,0
"71",2007,0,0.0743287671232877,0,0,0,0,0.132
"72",2008,0,0.0892622950819672,0,0,0,0,0
