"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1921,21.3,13.6375,NA,6.85714285714286,6.6,12,29.95
"2",1922,1490,825.884931506849,112.750180245133,14.4857142857143,19,135,4126
"3",1923,984,981.405479452055,136.337606001305,40.8571428571429,57,172,2148
"4",1924,682.5,385.806010928962,105.241157025152,21.5714285714286,40.5,138,1610
"5",1925,218,124.679452054795,41.2106342907789,0.5,4.4,56,442
"6",1926,670,659.978082191781,98.3441958346068,2.85714285714286,15.4,100,1484
"7",1927,4388.00000000002,1468.96438356164,309.891087934136,174.428571428571,197,338,7542
"8",1928,2100,1429.5956284153,240.129795953959,5.85714285714286,24,316,5170
"9",1929,1940,940.224657534247,268.208051225529,23.7142857142857,52,355,4124.00000000001
"10",1930,324,277.47397260274,49.5338644678728,10.5714285714286,21,82,728.400000000001
"11",1931,690,441.698630136986,101.604036484989,4.57142857142857,24,101,1408
"12",1932,402.5,330.478142076503,105.030254205507,19.8571428571429,24,133,814.5
"13",1933,103,139.284931506849,14.6666589923641,10.1428571428571,13,24,366.4
"14",1934,306,183.219178082192,24.0760634995614,1.14285714285714,5,30,991.400000000001
"15",1935,1328,809.649315068493,139.833347829238,28.8571428571429,33,105,3800
"16",1936,157.5,161.349726775956,29.6498484949609,0,0,46,253.5
"17",1937,1176,625.4,107.080343694574,24,37.8,137,2412
"18",1938,875.000000000002,630.476712328767,112.595133012065,19.5714285714286,28,76,2884.00000000001
"19",1939,154,151.150684931507,25.7608047085025,4.57142857142857,7,34,450.000000000001
"20",1940,376.5,272.18306010929,38.2433750864808,6.57142857142857,15,33,1027.5
"21",1941,2472,1018.64109589041,221.520627060289,42.2857142857143,116.2,342,4842.00000000001
"22",1942,2780,1342.74246575342,327.179775445255,130.285714285714,203,416,7740
"23",1943,1106,811.369863013699,199.371126276058,36.7142857142857,46.8,203,2916.00000000001
"24",1944,3430,1939.41530054645,199.503639084049,50.4285714285714,65.5,208,11300
"25",1945,2244,1590.24657534247,278.5857593548,44.5714285714286,138,290,6678
"26",1946,564.200000000001,243.139726027397,115.872626034152,15.2857142857143,22,140,785.4
"27",1947,1456,899.235616438356,146.642209735568,9.14285714285714,13,51,3572.00000000001
"28",1948,986,725.327868852459,73.645726189268,12.4285714285714,30,65,4005
"29",1949,2758,1194.41917808219,315.215572692148,69,99,415,6246
"30",1950,1196,826.594520547945,137.017326502623,65,81,120,3676
"31",1951,6454,2344.36438356164,431.790636166026,63.2857142857143,90,602,13160
"32",1952,851,386.928961748634,167.769368053623,11.7142857142857,17,115,1590
