"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1963,172.4,74.1156164383562,NA,3.02857142857143,5.7,25,277
"2",1964,101,103.684699453552,20.6589507788332,1.77142857142857,3.1,15,249
"3",1965,1526,1059.94383561644,249.208299323279,2.71428571428571,10.4,200,2392
"4",1966,625.4,354.375342465753,251.724929929056,82.8571428571428,128,312,719.4
"5",1967,490,281.816438356164,215.456551726544,36.1428571428571,112.8,256,535.2
"6",1968,264,124.939071038251,75.2624249884906,7.78571428571428,24,100,398
"7",1969,337.6,191.334246575342,120.822407080526,43.5714285714286,92.4,148,389.8
"8",1970,468.8,203.709589041096,145.338740300795,44,74.8,146,547
"9",1971,247.6,148.219178082192,87.0013941687968,28.1428571428571,60,132,389
"10",1972,287.5,148.224043715847,73.4308991554893,26.4285714285714,53.5,106,390
"11",1973,378,168.26301369863,99.0980052671834,22,63.4,125,471.6
"12",1974,150.6,62.1779452054795,39.8727291562661,0.0642857142857143,0.24,16,196.8
"13",1975,100.2,49.7655342465753,16.0288962154464,0.814285714285714,1.54,17,193.6
"14",1976,43.5,24.274262295082,10.1370510235059,0.164285714285714,0.635,9.1,80
"15",1977,79.6,29.1764931506849,7.04980146210968,0.591428571428571,0.76,5.6,150
"16",1978,111.6,45.4557808219178,10.8386508208488,0.628571428571429,0.884,1.5,258.4
"17",1979,24.6,14.0480273972603,2.16762895140494,0.568571428571429,0.694,1.5,79.8000000000001
"18",1980,607.5,150.664153005464,119.927852896819,0.902857142857143,6.15,46,633.5
"19",1981,108.2,62.5369863013699,28.074305256218,6.78571428571428,17,34,328.4
"20",1982,232.2,102.249315068493,52.9000587084149,14,31,78,337.2
"21",1983,498.8,208.501369863014,167.275398110261,53.2857142857143,86,120,524
"22",1984,486.5,260.901639344262,208.942166403322,60.5714285714286,110.5,185,555.75
"23",1985,547.2,319.750684931507,215.010189363417,97.8571428571428,142,221,804.2
"24",1986,570.8,328.717808219178,234.069651011089,140.571428571429,162.4,249,700
"25",1987,2210,685.723287671233,436.759459615727,167.571428571429,193,266,2488
"26",1988,640.5,310.232240437158,240.240051706392,152.142857142857,176,213,718.5
"27",1989,305.400000000001,170.701369863014,129.891244292237,84.8571428571428,99,140,394.4
"28",1990,150,104.712328767123,76.5245192465922,20.1428571428571,40,100,229.4
"29",1991,123,90.2575342465753,60.1352421839156,19,25,82,267
"30",1992,156,101.748633879781,65.4762192497848,24.4285714285714,34,81,306
"31",1993,263.600000000001,155.906849315068,133.714603049158,65.4285714285714,85,139,404
"32",1994,323,160.230136986301,122.426189117199,51.4285714285714,78,136,398
"33",1995,732.400000000003,385.356164383562,310.431592087317,115.428571428571,134.4,202,2038
"34",1996,668.5,378.327868852459,285.580378355904,157.285714285714,179.5,285,749.5
"35",1997,637.6,395.882191780822,295.430790675318,187.714285714286,201,337,882.8
"36",1998,1040,533.191780821918,394.235637760037,176.428571428571,227.4,402,1140
"37",1999,2526,721.054794520548,605.800852658517,192.142857142857,211.4,323,2670
"38",2000,689,346.513661202186,271.654127121081,121.428571428571,181.5,276.5,764.75
"39",2001,480,218.791780821918,192.532343987823,94.1428571428571,103,179,511.8
"40",2002,131,74.4430136986301,50.7153576864536,2.64285714285714,17.4,51,165.2
"41",2003,57,28.7345205479452,23.9686776255708,1.21428571428571,1.3,27,68.6
"42",2004,147.5,81.4879781420765,40.8111177443699,12.5714285714286,24,60,269
"43",2005,291.2,112.689890410959,95.3793685432081,5.26571428571429,15.96,64,472
"44",2006,130.8,76.9217808219178,45.9260986495389,1.77,10.5,60.1,220.2
"45",2007,250.8,165.840273972603,141.521523026745,48.9142857142857,74.14,121,525
"46",2008,163.5,116.906830601093,104.222831869501,41.3428571428571,60.7,96.55,372.75
"47",2009,197.2,131.745205479452,111.762148282023,54.4142857142857,73.14,96.3,449.8
"48",2010,210.8,131.809863013699,111.713233905568,40.3714285714286,46.82,99.6,540.6
"49",2011,118.2,74.0695890410959,40.7165600046833,10.9857142857143,24.06,54.4,281.600000000001
"50",2012,79.5,24.328087431694,22.4427428276739,0.0457142857142857,0.12,1.095,84.85
"51",2013,24.06,7.76594520547945,4.00978130851118,0,0.15,0.77,33.56
"52",2014,163.4,77.8460273972603,54.0457566266941,0.277142857142857,11.42,43.7,340.6
"53",2015,571.6,181.839452054795,151.945759044608,26.9571428571429,46.4,123,672
"54",2016,512.5,193.034426229508,142.562247616188,76.9285714285714,87.05,121,582.25
"55",2017,457,224.246301369863,193.157462215866,87.3714285714286,102.4,165,519.8
"56",2018,478.2,203.983287671233,173.678751678754,70.9285714285714,98.84,154,576.4
"57",2019,471.6,187.415616438356,168.513237446411,79.4714285714286,101,125,507.8
"58",2020,218,98.8191256830601,87.7643757360188,24.5714285714286,31.35,73.15,299.25
"59",2021,209.6,84.1443835616438,NA,22.2714285714286,28.34,59.1,250.2
