"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1963,70.8000000000001,33.5276712328767,NA,0,0.4,8.6,174.4
"2",1964,5.45,13.8060109289617,0.653396606269773,0,0,0.2,26
"3",1965,69,46.9139726027397,2.41033438603222,0,0,0.3,358.8
"4",1966,0.9,3.33397260273973,0.146653383146534,0,0,0,1.68
"5",1967,81.8000000000001,76.0660273972603,6.17038140497163,0,0,0,484.6
"6",1968,15.5,26.5187431693989,0.0809776148020324,0,0,0.01,91.5
"7",1969,49.8000000000001,33.4037260273973,0.696743922477426,0,0,0.37,186.4
"8",1970,0.3,28.8536164383562,0,0,0,0,7.60000000000003
"9",1971,32.6,54.6388219178082,0.250967142950777,0,0,0.02,130.8
"10",1972,34,27.2268306010929,0.662224795069779,0,0,0.74,90.5
"11",1973,249.4,140.450931506849,10.4293837087346,0,1.4,16,674.8
"12",1974,16,12.7164109589041,3.88719781334493,0,0.416,4.8,26.4
"13",1975,5.08000000000001,14.5077534246575,0.723065689594258,0,0,1.4,13.6
"14",1976,15,16.4308469945355,1.91580791142354,0,0,0,60
"15",1977,23,19.7911232876712,1.0937404732254,0,0,0,101.6
"16",1978,21.4000000000001,18.810301369863,0.414013698630137,0,0,0,66.6000000000001
"17",1979,44.6,112.958876712329,1.50816724286259,0,0,1.1,193.6
"18",1980,31,30.2874316939891,3.78118835412953,0,0,2.3,69.75
"19",1981,85.0000000000001,43.1075068493151,1.76755801874082,0,0,1.4,220.4
"20",1982,40,39.1924657534247,1.96034098828619,0,0,2.5,129.8
"21",1983,15,12.4830684931507,1.68692834562698,0,0,0.58,20.6
"22",1984,4.9,3.08314207650273,0.476917536015897,0,0,0,7.725
"23",1985,0,1.20468493150685,0.0595251141552511,0,0,0,7.68000000000001
"24",1986,23.6,19.3620547945205,0.368284510010537,0,0,0,76.8000000000001
"25",1987,109,89.4528767123288,5.72433984934251,0,0,0.86,453.4
"26",1988,2.5,2.45989071038251,0.255833810740937,0,0,0,3.3
"27",1989,17.6,25.2470410958904,0.316103477344573,0,0,0,128.8
"28",1990,28.4000000000001,25.2466301369863,0.135085616438356,0,0,0,101
"29",1991,0,0,0,0,0,0,0
"30",1992,15,33.6958196721312,0.0544001798866375,0,0,0,93
"31",1993,189.000000000001,146.573424657534,11.6157834311807,0,4.62,12,709.800000000001
"32",1994,7.5,3.9793698630137,1.99715068493151,0,0,1.5,8.48
"33",1995,20,17.9189315068493,0.168646288522114,0,0,0,44.8
"34",1996,286.5,114.743661202186,13.6861182520544,0,0,1.14,761.5
"35",1997,108.2,59.3539726027397,19.628497301785,4.95714285714286,14,26,248.6
"36",1998,62.2,29.3038904109589,16.7641390885921,0.01,0.118,16,94.8
"37",1999,24,15.0490684931507,5.31137079206942,0,0,7.6,54.8
"38",2000,24.5,11.4919672131148,3.29988630897033,0,0,2.55,51.5
"39",2001,11,25.0053424657534,0.352534246575342,0,0,0.1,75.8000000000001
"40",2002,2.92,3.51032876712329,0.00356164383561644,0,0,0,15
"41",2003,0.236,7.22238356164384,1.72528528886242,0,0,0,40.4
"42",2004,3.85,19.7050273224044,0.102488267438123,0,0,0,24.75
"43",2005,0.03,0.645698630136986,0,0,0,0,0.812000000000004
"44",2006,0,10.0109315068493,0,0,0,0,1.746
"45",2007,74.26,47.8181095890411,1.07596995914444,0,0,0.23,228.8
"46",2008,4.795,23.5866666666667,0.0156169111302847,0,0,0,59.125
"47",2009,23.8800000000001,16.5217808219178,0,0,0,0,97.3200000000001
"48",2010,12.64,25.9828767123288,0.44095771292436,0,0,0,65.94
"49",2011,0,2.79449315068493,0,0,0,0,0
"50",2012,0,2.19407103825137,0,0,0,0,3.975
"51",2013,0,0.688602739726027,0,0,0,0,1.078
"52",2014,0,2.01531506849315,0,0,0,0,1.18800000000001
"53",2015,15.06,27.6990684931507,0.115561643835616,0,0,0,73.8
"54",2016,82.85,69.8734426229508,4.00259332728498,0,0,0,244.25
"55",2017,133.6,61.0480821917808,5.73866203236052,0,0,0,404.2
"56",2018,59,48.7268219178082,4.01785114559432,0,0,1.36,175.8
"57",2019,138.2,130.95304109589,19.0337200471185,1.14714285714286,2.658,15.7,335.2
"58",2020,17.6,18.8299180327869,5.55014197867691,0,0.085,8.245,89.625
"59",2021,21.14,14.7599178082192,NA,0,0,5.06,48.3
