"","Year","Q90","MeanDischarge","MeanBaseflow","MAM7","Q10","Q50","Q95"
"1",1963,136.2,119.049315068493,NA,17.8571428571429,26,46,483.2
"2",1964,182,122.590163934426,31.3796324718726,15.5714285714286,21,40,367.75
"3",1965,858.6,483.715068493151,76.323846683403,40.5714285714286,45,72,2862
"4",1966,76,59.5671232876712,34.501015433163,16.2857142857143,18,38,107
"5",1967,1096,379.161643835616,63.9683197931025,14.5714285714286,21,57,2330
"6",1968,200,196.27868852459,40.0621539019363,18,24,52.5,496.25
"7",1969,925.6,363.783561643836,83.8490704500978,36,49.4,90,1648
"8",1970,283.6,208.150684931507,44.460338495136,15.1428571428571,23,47,1108
"9",1971,560.600000000003,299.065753424658,51.6843527946671,19,28,58,1868
"10",1972,149,113.713114754098,36.9629195940671,19.2857142857143,27,42,298.5
"11",1973,3462,1252.8,199.121851329889,50.1428571428571,59,215,7908
"12",1974,1242,553.076712328767,118.507962811869,48,63.4,134,3022
"13",1975,482.8,284.430136986301,92.0456273102848,37.5714285714286,50,101,1270
"14",1976,374.5,233.975409836066,58.9253924885072,23.4285714285714,29,52,935.5
"15",1977,1366,593.816438356164,77.8589683375985,30.8571428571429,36,98,4556.00000000001
"16",1978,519.200000000001,230.8,72.03030047924,13.8571428571429,22,66,892
"17",1979,1416,588.750684931507,70.6461571239189,18.5714285714286,23,116,2246
"18",1980,432,343.795081967213,67.3689201596922,14.1428571428571,21,80,1497.5
"19",1981,277.4,209.832876712329,39.3932107050204,12,26,47,474.6
"20",1982,539.400000000001,241.143561643836,58.3967971173638,13.2857142857143,18,56,1320
"21",1983,525,267.995616438356,45.524021747438,8.84285714285714,14,33,1264
"22",1984,808.5,395.15956284153,70.0086146045878,5.62857142857143,8.85,41,2302.5
"23",1985,1562,614.257534246575,66.4109687876811,17.5714285714286,39.4,101,3080
"24",1986,428.6,295.208219178082,71.4485172828836,39.8571428571428,56.4,83,1062
"25",1987,1292,633.780821917808,100.308104063543,54.8571428571429,60,114,3934
"26",1988,137,90.5901639344262,39.4874740014084,12,14,52,217.75
"27",1989,544.800000000001,225.883561643836,40.6680433492421,10.0142857142857,22,36,1266
"28",1990,185,107.776438356164,35.3775409068429,3.15714285714286,12,37,457.6
"29",1991,102.6,48.806301369863,14.5801625339399,2.02857142857143,4.32,20,219.8
"30",1992,787,350.437158469945,57.8226724502609,19.1428571428571,22,44,2075
"31",1993,5628,1588.86301369863,172.715428452826,64.4285714285714,67,189,9176
"32",1994,96.4000000000001,73.0728767123288,34.4845699065014,9.94285714285714,13,50,160.6
"33",1995,1242,693.608219178082,112.144791297527,24.4285714285714,27,48,5084.00000000002
"34",1996,429.5,242.29262295082,45.8660483247778,7.44285714285714,34.5,55,1247.5
"35",1997,1180,358.249315068493,63.9693150684932,34.8571428571429,53.4,80,2120
"36",1998,1558,616.824657534247,120.074120672675,18.1428571428571,26,138,2528
"37",1999,1778,509.002739726027,124.045182648402,55.2857142857143,60.4,132,2596
"38",2000,829.5,331.754098360656,85.0786640339196,21,23,90,1767.5
"39",2001,613.600000000001,486.67397260274,80.8965143000075,16.8571428571429,24.4,69,2734
"40",2002,433.200000000002,255.896712328767,35.0366870307593,5.85714285714286,11,45,1202
"41",2003,778.800000000001,395.535068493151,52.5971147463071,7.2,13,59,1770
"42",2004,393.5,323.903005464481,61.4507370962318,31.8285714285714,38,63.7,1127.5
"43",2005,1003.2,451.174794520548,74.6627778421897,34.6285714285714,38.86,81.1,2360
"44",2006,60.02,39.9298630136986,24.884875698972,8.48428571428571,11,26.8,95.12
"45",2007,1080,451.588493150685,59.0631711714518,17.8857142857143,21.84,63,2468
"46",2008,697,370.67349726776,79.6323949929172,29.7285714285714,57.95,102.5,1610
"47",2009,926.4,503.01095890411,102.198953496756,37.8571428571429,54.6,82.6,2238
"48",2010,393.6,380.868767123288,67.6116227167849,33.6857142857143,42,80,786.200000000001
"49",2011,76.4,50.9097808219178,23.6711819644587,5.15571428571429,6.078,30.4,115.6
"50",2012,113,69.3681147540984,15.4393020209905,4.33142857142857,5.28,13.9,235
"51",2013,415.000000000002,523.30304109589,31.8721342715028,6.01571428571429,9.33,48.4,4932.00000000001
"52",2014,191.4,213.211232876712,44.9027166641556,12.2571428571429,29.6,43.2,571.200000000001
"53",2015,676.6,264.928219178082,53.6865357972557,24.2142857142857,29,43.2,1780
"54",2016,1170,363.016912568306,95.5034221962009,10.8757142857143,48.65,118.5,1810
"55",2017,758,249.768253968254,NA,21.9,24.98,69.1,1493
"56",2018,441.400000000001,193.463123287671,41.4688294386248,12.8142857142857,27.96,39.6,1060
"57",2019,1382,434.200547945205,153.263853209777,62.5285714285714,68.44,132,2348
"58",2020,424.5,177.353825136612,76.9798206194984,26.5714285714286,28.9,79.3,784.5
"59",2021,693.000000000001,227.338082191781,NA,34.7714285714286,39.54,62.3,1344
