"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,1.6304347826087,0,0.7,5.07,6.09,0,NA
"2",1963,19.7912328767123,2.6,7.2,45,80.4,0,6.02624094284711
"3",1964,38.918306010929,0.9,7.2,32,50.75,0,4.60612812847444
"4",1965,901.839178082192,3.72,200,1294,2234,1.57142857142857,145.256079582518
"5",1966,160.263287671233,15.4,80,448,647.2,5.27142857142857,105.140055697727
"6",1967,117.684931506849,18,84,251.8,334,10,73.5347411074019
"7",1968,51.2345628415301,8.5,19,169.5,190,3.57142857142857,32.4718757111036
"8",1969,133.213698630137,23.4,118,219.2,304.4,13.4285714285714,75.4903047041337
"9",1970,76.4,11,71,160,167,7.61428571428571,NA
"10",1986,155.260869565217,80.8,157,226.5,229,58.4285714285714,NA
"11",1987,432.590904109589,24,104,1746,2096,0,235.072225872901
"12",1988,70.3184972677596,0,18,190,218,0,40.4646906713505
"13",1989,34.1239452054795,0,0,128.6,164.8,0,5.43070024674551
"14",1990,14.7260273972603,0,0,68.4000000000003,97.0000000000001,0,8.71956087405308
"15",1991,2.15460273972603,0,0,0,0.670000000000004,0,0
"16",1992,0,0,0,0,0,0,0
"17",1993,27.2767671232877,0,0,91.2,116.2,0,10.6993308746048
"18",1994,15.3845479452055,0,0,69.6,87.8,0,4.11802739726027
"19",1995,212.544164383562,0,91,581.600000000001,1390,0,156.092930927466
"20",1996,213.659836065574,0,170,490.5,609.75,0,121.349484126648
"21",1997,225.89098630137,0.082,191,397.6,641.8,0,125.689282547871
"22",1998,362.065479452055,53.8,253,872.2,965.8,0.257142857142857,260.548181711826
"23",1999,535.676712328767,158.8,233,1860,2280,23,461.356615334891
"24",2000,153.250710382514,0,144,373,416.75,0,112.219279539759
"25",2001,94.2339452054795,0,59.9,189,281.8,0,42.0111126691559
"26",2002,13.1741369863014,0,0,70.6,80,0,1.04532459797499
"27",2003,0.000301369863013699,0,0,0,0,0,0
"28",2004,0,0,0,0,0,0,0
"29",2005,0,0,0,0,0,0,0
"30",2006,0,0,0,0,0,0,0
"31",2007,0.0743287671232877,0,0,0,0.132,0,0
"32",2008,0.0892622950819672,0,0,0,0,0,0
"33",2009,0.10027397260274,0,0,0,0.280000000000001,0,0
"34",2010,1.35057534246575,0,0,5.65600000000002,12.34,0,0.127014752370917
"35",2011,2.73972602739726e-05,0,0,0,0,0,0
"36",2012,0,0,0,0,0,0,0
"37",2013,0.034027397260274,0,0,0,0,0,0
"38",2014,0.182547945205479,0,0,0,0.528,0,0
"39",2015,0.207479452054795,0,0,0.0660000000000002,1.144,0,0
"40",2016,0.11827868852459,0,0,0,0.055,0,0
"41",2017,21.4978082191781,0,0,77.54,108,0,8.63086301369863
"42",2018,18.7285753424658,0,1.17,55.02,61.44,0,11.2209709103218
"43",2019,11.7005205479452,0,0,45.2,50.84,0,7.58019612959339
"44",2020,3.55625683060109,0,0,14.2,25.225,0,2.01064979805179
"45",2021,0.192783882783883,0,0,0,0.798,0,NA
