"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,455.086956521739,351,409,664.8,859.2,305.714285714286,NA
"2",1963,340.717808219178,152.4,275,575.2,682.4,98.2857142857143,221.625840048348
"3",1964,165.57650273224,42,155,275,368,36.4285714285714,109.985714967708
"4",1965,1195.25479452055,152.8,656,2572,4498,105.428571428571,726.504260933786
"5",1966,394.641095890411,122.4,288,819.6,972.4,89.2857142857143,295.443254462433
"6",1967,633.695890410959,146.8,260,1652,2926,105.714285714286,363.200439161966
"7",1968,291.784153005464,95.5,208,414.5,658.25,60.5714285714286,173.884026644273
"8",1969,639.331506849315,204.8,475,1158,1578,114.285714285714,401.50217918438
"9",1970,375.101369863014,115,284,578.4,737.6,77,224.513982306334
"10",1971,468.238356164384,99,326,857.2,1204,52.2857142857143,222.878350454571
"11",1972,342.713114754098,188,284.5,567,774.75,124,238.34534533469
"12",1973,2419.34794520548,384.2,1220,4764.00000000001,11160,210,1029.03233630377
"13",1974,853.306849315068,240.4,566,1432,2338,186.285714285714,593.985151561662
"14",1975,413.758904109589,178,317,557.2,1026,133.714285714286,276.62441202633
"15",1976,349.502732240437,106.5,175,653,1287.5,82.4285714285714,191.82746832795
"16",1977,379.704109589041,129.4,254,636,1294,100,212.291938563719
"17",1978,329.356164383562,100.4,220,765.2,1018,73.7142857142857,224.803515981735
"18",1979,536.958904109589,85.8,291,1028,1818,60,230.526198671952
"19",1980,377.398907103825,56,199.5,646,1117.5,33.4285714285714,194.91393834611
"20",1981,448.087671232877,70.4,261,1032,1590,57.2857142857143,243.010648140294
"21",1982,305.520547945205,116.4,220,606.2,782.8,99.4285714285714,209.296712289412
"22",1983,238.172602739726,78.8,126,533.8,672.2,61.8571428571428,180.812430012839
"23",1984,228.472677595628,54,117,553.5,977.5,45.5714285714286,149.690275189742
"24",1985,299.383561643836,95,186,532.4,702.8,81.8571428571428,144.902732030833
"25",1986,264.378082191781,153,188,321.6,543.600000000001,143,168.746132771338
"26",1987,1177.4904109589,160.4,445,2850.00000000001,4646,142.142857142857,695.831878669276
"27",1988,197.606557377049,77,149,318.5,419.75,66.2857142857143,165.375600021429
"28",1989,279.468493150685,71.4,161,653,935.000000000001,56.2857142857143,158.833444101561
"29",1990,211.416438356164,102,156,390.6,557.6,67.7142857142857,158.354660148177
"30",1991,94.627397260274,42,71,158.6,198.8,37.8571428571429,71.5700291033168
"31",1992,255.453551912568,62.5,150,551,847,46.8571428571429,165.232907529629
"32",1993,1582.96164383562,342,811,3584,5486,159.142857142857,717.164133153556
"33",1994,220.893150684931,95,185,363.8,408.6,90.5714285714286,196.530830615351
"34",1995,604.824657534247,112,179,1098,2464,99,321.728150109359
"35",1996,655.196721311475,140,384.5,1385,2150,118.857142857143,331.81763664626
"36",1997,557.509589041096,319,439,933,1194,200.142857142857,405.727145920983
"37",1998,785.183561643836,221.2,649,1548,1870,153.571428571429,641.525762039582
"38",1999,888.479452054794,270,551,1990,2290,238.714285714286,732.420129375951
"39",2000,529.931693989071,132.5,313.5,1070,1470,106,338.459904011606
"40",2001,541.104109589041,137.4,276,1232,1894,106.571428571429,272.172502421475
"41",2002,252.643835616438,108,144,337.2,646.2,52.8571428571428,133.209697859218
"42",2003,248.345205479452,87.4,133,422.2,652.200000000001,57.5714285714286,147.330197869102
"43",2004,226.773224043716,109,137.5,412,583.75,97.1428571428571,149.203898356869
"44",2005,252.491780821918,95.58,175,364.8,768.2,90.2571428571429,152.219662906258
"45",2006,106.594794520548,54.48,87.2,127,174.4,42.0571428571429,75.1282631278539
"46",2007,1144.98082191781,151.4,453,2188,4236,113.471428571429,537.776922156991
"47",2008,573.967213114754,307,400,1040,1600,276.428571428571,388.021007893139
"48",2009,606.076712328767,267,341,1020,2058,237.714285714286,402.813238768361
"49",2010,426.26301369863,179,294,610,865.6,155,277.053806261671
"50",2011,129.685753424658,51.7,119,207,225,38.5714285714286,112.618179465892
"51",2012,79.242349726776,33.15,54.65,141,165.5,24.1571428571429,63.1699653495278
"52",2013,392.223561643836,46.42,127,450.2,1544,39.9857142857143,111.536882112053
"53",2014,234.084383561644,115.4,140,365.4,614.6,104.542857142857,155.677676337956
"54",2015,247.424657534247,88.6,127,450.6,758.200000000001,82.6857142857143,161.443379469845
"55",2016,419.66393442623,118,194,786.5,1555,108.714285714286,217.705464480874
"56",2017,440.201917808219,129,163,1036,1670,104.242857142857,296.458272868684
"57",2018,518.935890410959,112.4,136,889.2,1382,82.8571428571429,197.939341879175
"58",2019,1560.27671232877,335.4,600,2852,9644,286,715.174863013699
"59",2020,373.505464480874,166.5,327,653,940,156,297.569018863584
"60",2021,343.091575091575,165,255,668.2,956.6,151.571428571429,NA
