"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,61.570652173913,12.1,43.5,125,8.54285714285714,NA
"2",1963,71.6767123287671,4,32,163,1.37142857142857,32.2522468613847
"3",1964,98.7748633879781,1.65,19,92,0.185714285714286,18.9074542914664
"4",1965,1067.10821917808,7.5,165,1476,4.42857142857143,221.541911239263
"5",1966,347.093150684932,115,315,595,70,228.927071558578
"6",1967,285.378082191781,99,231,518,69.8571428571429,199.682241001008
"7",1968,131.686612021858,25,98,310,11.5857142857143,54.6497883203621
"8",1969,198.791780821918,85.4,146,350,33.4285714285714,112.862172544679
"9",1970,175.140547945205,55,139,356,13.4285714285714,125.3232080876
"10",1971,131.347397260274,26,104,245.4,12.0142857142857,64.7978005915617
"11",1972,138.039617486339,29,98,299,6.64285714285714,58.095248044573
"12",1973,150.71095890411,40.2,105,343,8.5,103.405414220483
"13",1974,60.0369863013699,2.2,10,130,1.67142857142857,30.475914486011
"14",1975,50.9468493150685,6.7,19,80.6000000000001,5.37142857142857,14.92986182767
"15",1976,33.6983606557377,5.5,14,47.5,3.9,12.2051063065564
"16",1977,33.4747945205479,2,9.6,83,1.48571428571429,8.78769354591152
"17",1978,51.7749589041096,2.04,6,120,0.948571428571428,12.3294522713737
"18",1979,20.3550684931507,1.74,5.9,29.6,0.8,5.78097583238679
"19",1980,170.537158469945,14,50,710.5,4.84285714285714,138.06595305977
"20",1981,66.5038356164384,8.4,35,114.4,6.57142857142857,23.7142489543763
"21",1982,109.95698630137,18,76,262,8.17142857142857,64.0971564937882
"22",1983,225.616438356164,90,127,585,24.2857142857143,172.376172872136
"23",1984,272.300546448087,118,186.5,515.5,74.7142857142857,215.306453291699
"24",1985,325.539726027397,150,212,554.6,126.428571428571,202.049791529895
"25",1986,317.27397260274,152.8,235,558.4,120.571428571429,224.61320440505
"26",1987,714.164383561644,178,263,2442,169,539.261515380492
"27",1988,306.713114754098,170,211,622.5,142.142857142857,242.000345352154
"28",1989,174.468493150685,76,135,344,59,120.586918697741
"29",1990,110.279452054795,32,109,150,16.1428571428571,76.4756217754848
"30",1991,102.482191780822,27,96,138.6,22.7142857142857,66.0327524887263
"31",1992,107.437158469945,36,90,148,18.4285714285714,65.7108673556761
"32",1993,168.572602739726,98,146,303.200000000001,74.2857142857143,144.243532586135
"33",1994,164.819178082192,76,132,363,55.4285714285714,126.866921069798
"34",1995,402.969863013699,125,188,670.8,95,289.617931406493
"35",1996,372.478142076503,175.5,266.5,678.5,159.142857142857,243.980171166827
"36",1997,422.249315068493,201,321,734.6,178.428571428571,320.218094988405
"37",1998,539.142465753425,237,388,1030,187.857142857143,387.007582250322
"38",1999,728.961643835616,209.4,306,2606,189,579.828719614638
"39",2000,369.956284153005,178.5,293.5,745.5,120,285.306745218579
"40",2001,233.082191780822,101,173,551.2,95.4285714285714,189.964775238863
"41",2002,83.3506849315068,24,59,135,14,54.6908741030659
"42",2003,36.3802739726027,5.28,32,60,2.7,29.6434393039798
"43",2004,89.6871584699454,26,63.6,153,14.5714285714286,40.2093793060267
"44",2005,122.213178082192,18.94,68.1,316.6,10.5728571428571,102.033090051799
"45",2006,87.672602739726,13.34,64.9,145.8,8.84285714285714,48.9898960633779
"46",2007,172.497808219178,76.1,119,266.8,53.9714285714286,138.651607305936
"47",2008,137.011475409836,69.6,106.5,182.5,48.6714285714286,93.6796340749414
"48",2009,144.049589041096,76.34,103,231.2,61.1714285714286,121.405175799087
"49",2010,139.783835616438,57.04,93.3,212,50.4142857142857,119.597479873181
"50",2011,86.1054794520548,33.42,59.5,119.6,17.9285714285714,65.6424876551781
"51",2012,28.7050819672131,2.76,8.885,85.7,0.46,25.2563755695506
"52",2013,26.9206301369863,6.884,17.7,52.94,3.12,18.3017395876574
"53",2014,92.0803835616438,18.6,58.7,210.8,7.91857142857143,70.269340255012
"54",2015,196.133424657534,52.98,131,629,29.8285714285714,161.643357459444
"55",2016,201.518579234973,87.75,125,540.5,77.4714285714286,157.680860981004
"56",2017,234.450684931507,111,168,537,87.8857142857143,198.73491334382
"57",2018,206.537534246575,90.52,149,516.2,62.2714285714286,173.043685082041
"58",2019,186.167945205479,87.88,124,477,47.7571428571429,171.210806697108
"59",2020,106.948907103825,33.45,74.85,263,24.3,95.5389948666998
"60",2021,109.016483516484,40.08,70.2,262.8,31.4,NA
