"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,1230.01086956522,947,1105,1699,2427,688.714285714286,NA
"2",1963,1056.74520547945,450,740,1940,2758,346.285714285714,592.02551649264
"3",1964,1219.0218579235,292,614,1925,2965,148.428571428571,461.209385362664
"4",1965,3006.33150684932,708,1400,7812,13120,607.428571428571,1304.90951159459
"5",1966,774.958904109589,228.4,581,1520,1700,201.857142857143,590.110244618395
"6",1967,1499.08493150685,350,614,3852,6108,239.857142857143,912.358052837573
"7",1968,1208.41803278689,399.5,651,1880,2850,305.714285714286,556.33274943029
"8",1969,2212.59726027397,735,1380,4832.00000000001,6428,456.571428571429,1290.7768328043
"9",1970,1467.16438356164,356.2,937,2740,5078,207.714285714286,718.050782738474
"10",1971,1369.54520547945,431.8,903,2702,4208,281.285714285714,660.290843853523
"11",1972,709.953551912568,384.5,605,1020,1360,227.142857142857,526.434299758918
"12",1973,6027.01369863014,752.8,2640,16800,29000,449.714285714286,2347.37929348851
"13",1974,2728.43287671233,699.2,1630,5948.00000000001,10000,556.857142857143,1460.6231972197
"14",1975,2262.37534246575,542.2,1580,4822,7166,370.714285714286,1332.40808146415
"15",1976,1310.11475409836,313,549.5,3250,4907.5,243.571428571429,782.134645422404
"16",1977,2130.4602739726,405,997,5732.00000000001,8094,261.428571428571,924.594652395042
"17",1978,1243.41095890411,266.2,668,3010,3572,141.142857142857,787.829074298622
"18",1979,2470.02739726027,270,1400,4884.00000000001,7838,200,968.803621889571
"19",1980,1582.28415300546,241,877.5,3150,4587.5,197.857142857143,906.495282131348
"20",1981,1200.8602739726,347.8,841,2190,3514,260.714285714286,612.253609629976
"21",1982,1722.09315068493,423,707,4630,7024,365.285714285714,924.104166273028
"22",1983,1788.50684931507,391,730,3850,7194.00000000001,260.857142857143,855.256776140438
"23",1984,1939.41530054645,238,632,4800,7970,145,994.529269640635
"24",1985,2588.58082191781,686.2,1330,4874,7870.00000000001,446.571428571429,914.602779191129
"25",1986,2041.0602739726,860.4,1220,3456,5324,662.714285714286,1072.56225048924
"26",1987,3821.04931506849,954,2100,8802,12720,747.428571428571,1702.59986211836
"27",1988,1213.28961748634,295,907,2210,3105,194.571428571429,851.576221126307
"28",1989,1556.78356164384,373.8,626,3494,5776,278.571428571429,749.032974445245
"29",1990,932.964383561644,294.4,600,1806,2374,248,670.988001611604
"30",1991,580.043835616438,191.8,384,961,1760,124.285714285714,322.224434311983
"31",1992,1451.72950819672,371.5,704.5,3040,4700,344.142857142857,672.195744540826
"32",1993,5404.09863013699,959,2670,11060,22000,877.428571428571,2133.66860523039
"33",1994,898.824657534247,334.2,727,1280,1736,254.571428571429,574.708339415269
"34",1995,3148.14520547945,441.4,804,7652,15440,391.285714285714,1432.83566469344
"35",1996,1887.27049180328,486.5,1185,4200,6042.5,420.857142857143,973.894222967379
"36",1997,2508.08219178082,1030,1600,5492,6974,905.714285714286,1121.10557212954
"37",1998,3116.74794520548,602.2,1760,5628,8176,410.285714285714,1499.77235774343
"38",1999,3771.6602739726,1020,2390,7888.00000000001,10700,733.857142857143,2160.15499084316
"39",2000,2481.82240437158,415.5,1145,5570,8162.5,303.142857142857,1188.37850816101
"40",2001,2093.93424657534,449,1020,4578,7180,308.285714285714,1079.43644675228
"41",2002,1569.87397260274,454,697,3296,5406,308,673.949583652401
"42",2003,1978.80547945205,419,832,4586,6940,222.571428571429,736.54827343889
"43",2004,2361.28961748634,584.5,1130,4795,9320,484.857142857143,987.251541263836
"44",2005,2434.66849315068,534.8,1230,4868,9054.00000000001,367.428571428571,1003.47639846815
"45",2006,658.534246575342,276,471,1206,1634,222.285714285714,401.482239796124
"46",2007,3873.74520547945,478,1300,9310.00000000001,15640,387.571428571429,1720.70977608998
"47",2008,3418.54918032787,874.5,1630,7000,10250,516.857142857143,1318.61519937124
"48",2009,3082.0301369863,619.6,1320,6998,10720,312.428571428571,1503.2000327367
"49",2010,2218.25479452055,507.8,1150,3988,6868.00000000001,411.285714285714,1037.64733729994
"50",2011,569.134246575342,145.4,494,1020,1244,116.428571428571,377.560482287997
"51",2012,655.036612021858,131.5,335,1300,2090,89.7142857142857,328.326828100186
"52",2013,2101.10136986301,265.4,713,3540,9646,180.285714285714,543.08038906806
"53",2014,945.550684931507,405.4,626,1716,3400,376.571428571429,586.811594828307
"54",2015,1755.06849315068,390.2,636,3560,6596,331,673.367482661274
"55",2016,3281.43169398907,717.5,1325,6845,13775,642.428571428571,1242.57873985915
"56",2017,2222.78082191781,524,961,5748,7924,408.285714285714,1251.3945863279
"57",2018,2072.36712328767,461.2,698,3796,6242,269.714285714286,828.34847121497
"58",2019,5890.90410958904,924.2,2100,11420,27360,875.571428571429,2325.30140099626
"59",2020,1502.58469945355,500,1310,2720,3865,395,1066.93263815532
"60",2021,1641.30769230769,531.2,973,3728,5560,384,NA
