Date,5412500,5454000,5458000,5487980,5488200,5489000,5495000,5501000,5503800,5507600,5508805,5514500,6614800,6906800,6910800,6911900,6917000,6918460,6919500,6921070,7014500,7057500,7066000,7068000,7071500,7083000,7137500,7138000,7138020,7139000,7139500,7141300,7142300,7143330,7143375,7143665,7143672,7144100,7144200,7144300,7144550,7145700,7146500,7148400,7149000,7151500,7167500,7180500,7184000,7197000,7301500,7315700,7335700,9035800,9035900,9047700,9065500,9066000,9066200,9066300,9081600,9107000,9352900
17899,7.617254734,9.09291172,7.292075157,8.867235184,9.103862762,9.190101624,9.829874992,11.26450539,11.24332905,12.10908604,12.13624096,12.68523312,5.618170738,12.45559788,10.477108,10.50726223,12.29342556,14.74452019,14.15967369,14.24137783,14.58436394,15.63722229,15.25022316,15.87501335,16.1211586,6.496550083,9.686110497,9.691570282,9.692893028,9.767552376,9.780837059,9.825594902,10.48523903,9.864165306,9.870466232,10.3307991,10.34304428,10.43790722,10.46003437,9.893117905,9.902148247,11.24483013,9.96470356,11.44717979,10.87463379,10.9846859,11.68394566,10.69475365,13.39734268,17.21990204,12.50285339,15.78774548,19.46316338,6.587201595,6.616386414,6.956139088,6.35985136,6.639698505,6.229014874,6.372250557,7.859163284,6.882393837,8.240310669
17930,8.755701065,10.59010983,8.236372948,10.74568653,10.87142563,11.05049706,11.79558086,13.95000362,14.13501644,15.34054375,15.30480862,15.87926292,7.897667885,16.57247925,14.9241209,14.81469822,17.62015152,19.83661461,19.24946976,19.1494236,18.6543045,20.72250938,19.93545723,19.94907951,20.40166092,8.059700966,14.81316471,14.82705879,14.84718132,14.99185944,15.01867104,15.09613609,16.29183197,15.12823486,15.13578606,15.27100277,15.29305935,15.43392277,15.4675045,15.15028858,15.16153526,17.1852417,15.25830078,17.25247002,16.57807159,16.67919922,16.93709564,15.84226704,18.99663734,23.05942917,20.0937748,23.06230354,24.19719887,8.865260124,8.780151367,9.103848457,8.421999931,8.7000494,8.433392525,8.647006989,9.280245781,8.268489838,8.444170952
17958,20.52322769,23.80928612,19.89183617,24.85637283,24.44573212,24.92247963,25.71998405,28.24199677,28.29304504,28.69399071,28.94863319,29.1070137,16.44314575,30.43048859,29.57670021,29.45265579,31.99333,33.02768707,33.22949219,31.40494728,30.6220932,32.64387131,32.62664795,32.65629578,33.25701141,15.45914745,26.91765785,26.94872284,26.99373817,27.31624031,27.39015961,27.66929626,30.87725639,28.00683212,28.03362083,30.93768883,30.97577667,31.21017838,31.26081657,28.15244484,28.18572617,32.73194122,28.45427513,32.88412476,31.96085548,32.26956558,32.43135834,31.41624641,33.41459656,38.15443039,35.65516663,41.69044876,38.08237839,17.80608559,17.41378784,17.49178696,16.81426048,17.28157616,17.10514259,17.63628769,18.68610191,16.08305359,16.02072716
17989,42.96204758,46.33102798,42.6792984,48.01701355,48.58267593,48.02438354,48.68867493,49.53742599,49.47169495,49.1388855,49.15842056,49.21923447,26.31182289,51.92501831,51.5642128,51.76124954,56.33976364,55.58324814,56.22557449,53.09165573,52.27807999,55.88529968,55.5165329,55.69648743,56.99422073,24.39757729,43.19446182,43.27412033,43.39678955,44.12635803,44.36943054,45.38002396,55.89150238,46.56464005,46.62604141,56.09538651,56.09717178,55.68989563,55.64290619,46.9495163,47.02350235,58.8780365,47.75102997,57.44337845,57.18575287,57.76971817,57.72216034,53.18037033,58.42705536,60.03767014,57.52070999,66.15240479,60.65526581,27.51461792,27.03796959,27.38722992,26.31027603,27.13038445,26.77659225,27.80960655,29.61287689,25.8970108,24.3181324
18019,86.94110107,93.19689941,87.88805389,100.0544128,99.94234467,99.66537476,98.71730804,100.7455063,101.3081131,101.6838226,101.2878265,100.0359802,41.76726151,100.5403671,101.0067368,101.8297882,108.2097549,104.8444443,107.1637497,101.6623459,101.7676697,101.2754974,100.6911163,101.6394882,102.3047638,38.63684845,73.25359344,73.45065308,73.7440567,75.45326996,76.00447845,77.94353485,93.8234787,80.15929413,80.28606415,99.95531464,99.99504852,99.90566254,99.92578888,80.9933548,81.15135193,104.059845,82.49736023,99.0169754,98.14266205,102.2017288,106.0707474,101.0022736,110.2976303,106.6045227,100.3360596,119.7424698,105.7465363,43.61008072,42.96811295,43.7422905,41.70381546,43.24728394,42.24648285,43.8343277,45.35194397,41.348423,37.42812729
18050,129.7792053,136.945755,129.8721924,138.0725555,139.4369049,138.6126099,139.5555878,141.0163879,140.197113,141.0380402,140.3922272,139.2970886,55.41991043,136.3264008,139.8170624,140.2769623,146.4386749,142.1007233,145.2820435,134.6678467,134.6228027,134.4816437,133.76091,135.1695709,136.9619751,50.04175186,99.2804184,99.56593323,100.0063095,102.5721436,103.5474014,107.3951492,141.1676331,111.8440781,112.0753479,150.0602264,150.0698395,149.0542297,148.9173737,113.3916016,113.6597366,151.0839081,116.1147003,145.1890564,146.7009125,151.1109772,147.1828918,144.4052887,149.2382965,139.1914063,139.6525574,158.0119171,136.8495026,58.97109985,57.59630966,58.21596527,55.34367752,57.28469849,56.25570297,58.54041672,60.04878998,54.5021553,50.53948975
18080,147.8206787,155.5035248,147.1114655,155.856369,156.1999969,155.8396301,162.262207,160.1970978,160.2426147,160.4414825,159.5537872,157.9850616,66.27013397,157.5066833,156.6495514,157.0462341,163.979126,155.6829681,160.4274292,148.1492462,155.1549988,149.9514923,151.082016,153.3184509,153.6770172,62.52868271,124.6973572,125.0197601,125.5484238,128.2286835,129.3139038,133.6043396,163.87677,138.3371277,138.5437317,172.1162415,172.1224213,171.1069946,170.9935608,139.7037506,139.9465027,175.1287384,142.2306976,170.6025848,170.9589539,176.0775757,164.7289581,162.5063019,165.3152161,153.8722382,169.8821259,189.7420502,153.9064789,70.47810364,69.29472351,70.67823029,67.39480591,70.14543915,68.32598114,71.26172638,74.93164063,68.18214417,62.36850357
18111,113.1576309,116.4357376,114.2058258,117.1794891,117.4445572,117.4101639,121.4176788,121.6681976,121.1043015,121.5801773,120.7994766,118.8908234,55.13967133,119.2446899,120.8140411,121.3304672,123.9420319,119.6907578,122.1903534,114.777977,114.8317337,113.8798294,113.415535,115.4698563,116.1486206,51.3199234,100.0026169,100.2244415,100.5817719,102.5320892,103.2969131,106.0455017,126.0167618,109.058754,109.199646,132.9977112,132.9813843,131.8265991,131.6585236,109.9961472,110.1403961,127.3508377,111.4044571,129.9089203,127.4052353,128.6065521,125.9953003,123.9039078,125.4202194,120.9704514,130.8404388,146.5718689,122.3906631,57.80797958,56.35035706,57.12814331,55.01345444,57.51081085,56.02263641,58.50478363,59.2826767,55.0430336,50.76897049
18142,52.14885712,55.33499527,52.46939468,58.71111298,58.85780716,58.93658066,58.64089203,60.91008759,61.10230255,61.23350906,60.59119415,60.04516983,34.6270752,63.44572449,64.36322021,64.17454529,68.71753693,66.97286987,67.35362244,63.76258087,61.28795242,63.21203613,62.1086731,63.04914474,63.37822723,34.40867233,62.69807816,62.79240799,62.9368782,63.82618332,64.06214142,64.91243744,71.2321701,65.7228775,65.76267242,70.70307922,70.72673035,70.65315247,70.67610931,65.94291687,65.99656677,74.79516602,66.43232727,73.86743927,71.99419403,72.94180298,71.01003265,68.90944672,70.80428314,71.93755341,80.10980225,88.09583282,76.0361557,37.99904251,37.33652878,38.25504684,36.26285172,37.96387863,36.5856781,38.02500153,39.76799011,36.85636139,36.5247612
18172,36.54860687,40.46326828,36.03303146,42.74850464,43.6441803,43.4001503,43.92523956,44.90644836,45.23896408,45.82952118,45.3559227,44.79707718,18.83891869,46.31660461,45.86712265,45.87314224,48.04036713,47.73082733,48.79291153,45.33866882,45.20037842,46.54079056,46.58373642,47.0165329,47.33846664,18.85599709,33.71992111,33.78278732,33.86748505,34.48913574,34.73286057,35.79317856,46.05038452,37.01041794,37.07808304,47.99906921,48.01309586,47.97709274,47.98379517,37.46910095,37.55080414,48.1960907,38.21936035,48.22728348,47.40278625,47.68883896,48.05258179,47.21253204,49.71444702,49.34642792,48.28539276,55.75426102,50.05299377,20.58446884,20.30405426,20.91233063,19.72193146,20.45109367,19.84620094,20.60222435,22.06177139,20.67213058,20.01946831
18203,15.88539219,18.75081635,15.63188457,20.50427437,20.483675,20.69088554,21.07081032,22.23470116,22.27560616,22.51302528,22.5631752,23.12984848,13.88150978,24.4541626,24.53414536,24.62161446,26.39112854,25.51929855,25.64064789,24.59563828,24.24090195,25.06250381,24.88722992,24.71134949,24.86656189,13.70751381,23.47843742,23.49681282,23.52303886,23.73820877,23.79389381,24.0275135,26.89158821,24.26118851,24.27466583,25.89132881,25.8953743,25.81739616,25.81826019,24.33119583,24.34815788,27.16888237,24.51471138,28.08405876,27.30764198,26.97327614,27.18449593,24.93567848,27.33991623,27.09793091,30.20027924,33.73398972,28.14015961,14.51938534,14.28610229,15.02110958,13.64903545,14.30901432,13.57543659,14.0207119,15.16341972,14.37945366,15.16104126
18233,8.781290054,11.29658508,8.420629501,11.59375858,11.79120922,12.01955414,12.88599682,14.46328545,14.53736496,15.32989788,15.19274235,15.59758759,7.674052238,16.26153755,14.50895596,14.49729156,16.53984642,18.24919319,18.0023632,17.54096031,17.14528084,18.19610977,17.8621273,17.86254692,18.12665749,7.837083817,13.33889198,13.34703255,13.35759926,13.44920063,13.47102833,13.58339119,14.81059456,13.69434357,13.7057476,14.73776531,14.7545414,14.83660507,14.85901737,13.74914169,13.76463509,16.25362968,13.88971519,15.62159443,15.1322546,15.54819298,16.12280655,14.88022709,18.00568581,19.6239872,17.93313408,22.25476837,20.9807415,8.928326607,8.745224953,8.888809204,8.416991234,8.654316902,8.496612549,8.739805222,9.044618607,8.032485962,8.898259163
18264,7.620306492,9.83836937,6.638065338,9.885367393,10.05481052,10.27310562,11.15511417,13.30788422,13.34762096,14.47226429,14.4869566,15.09505367,7.896120071,15.26459694,13.12589264,13.02106667,15.29415417,17.6619339,17.02918243,17.29640579,17.40194321,19.42892456,19.3010025,19.35741615,19.82447052,7.994737625,13.82423401,13.82781315,13.82442856,13.87402534,13.86974812,13.8566885,14.06462383,13.81216812,13.81462002,13.43484306,13.44876194,13.54816437,13.57455158,13.80826569,13.81380272,14.93522835,13.85407162,15.35594845,14.45105362,14.36802292,15.09281349,13.97327709,16.45122528,20.17036438,18.34461403,22.01672554,24.02476883,9.192936897,9.020659447,9.108747482,8.717612267,8.928451538,8.836334229,9.110971451,9.318304062,8.267205238,9.278813362
18295,9.09181118,11.07771397,8.552717209,12.00926304,12.03813839,12.25234509,12.89840603,15.12418079,15.32956219,16.19085121,16.19657707,16.54839897,10.42216873,17.80044556,17.60671043,17.42933655,19.59815598,20.72098351,20.27321053,19.64336586,18.49837112,19.95063972,19.57540321,19.63027382,19.81223106,9.7759552,18.60703278,18.62231827,18.64199638,18.7904892,18.8246479,18.96118164,20.74656868,19.0490551,19.05745125,19.3603611,19.38261795,19.51921844,19.55269814,19.07777596,19.09032249,21.26844406,19.19535828,21.64348221,20.9648571,20.71980476,20.10681915,19.22921371,21.09033394,23.62999153,25.31975174,28.70259857,26.06038666,10.78341389,10.58676052,10.96566486,10.14271927,10.58656979,10.16713142,10.46208954,10.84993458,9.651175499,11.68876743
18323,17.27620125,21.0303669,16.76145172,22.3049984,22.51613998,22.65415955,23.22059822,25.13073921,25.27087593,26.39676476,26.42433929,26.3836422,15.25640869,28.17947388,27.97753525,27.86598969,29.70820427,30.12413025,30.22729111,29.16627121,28.16843414,30.1900959,29.82118416,30.12776566,30.48269272,13.78486824,25.70015144,25.73010063,25.77041054,26.04239082,26.11309814,26.42533493,30.00819969,26.76014328,26.78461647,29.47597313,29.50724983,29.64899635,29.68262672,26.89126778,26.92212486,31.56376457,27.19950867,32.54310608,31.26342773,31.17609787,30.76037788,29.5031147,31.17127609,33.52051544,35.17467499,41.43946075,35.94102097,16.50692368,16.13023567,16.31040001,15.46263599,15.84547901,15.68699932,16.15836716,16.33948898,14.3541441,16.66120911
