"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1962,13460,5851.42465753425,4570,4536.43844849768,1588.57142857143,1810,1720
"2",1963,20200,10047.9726027397,7130,6798.92936014045,1972.85714285714,2200,2040
"3",1964,11850,7007.29508196721,7050,5780.1520242053,1637.14285714286,1910,1780
"4",1965,30000,13100.8493150685,7380,8544.50506667089,1937.14285714286,2148,2010
"5",1966,17420,7823.50684931507,5680,5804.13537109935,1772.85714285714,1894,1840
"6",1967,17560,8977.45205479452,7400,6195.3202867068,1935.71428571429,2030,1962
"7",1968,10900,5904.94535519126,3990,3951.60064935065,1280,1430,1352.5
"8",1969,21300,9993.31506849315,7330,7328.28136007828,1452.85714285714,1870,1512
"9",1970,20680,10808.9863013699,5270,5626.20505065711,1581.42857142857,1750,1600
"10",1971,26280,14751.397260274,11500,9380.3644066788,1991.42857142857,2190,2090
"11",1972,22500,11558.3333333333,7130,8261.00033315197,1691.42857142857,2025,1842.5
"12",1973,10460,6038.38356164384,4900,4485.5552575368,1280,1380,1320
"13",1974,30420,17033.2876712329,14200,10471.7443893321,1798.57142857143,2190,2132
"14",1975,20660,9676.57534246575,6550,7464.03693612324,2202.85714285714,2384,2320
"15",1976,9935,6420.43715846995,6850,5094.06515539712,1665.71428571429,2080,1892.5
"16",1977,3872,2520.08219178082,2590,2319.82751289806,1047.14285714286,1090,1060
"17",1978,19000,9732.54794520548,7630,7312.6005083193,1722.85714285714,2104,1870
"18",1979,10360,4858.46575342466,3190,3677.16395680275,1568.57142857143,1654,1590
"19",1980,16550,8629.89071038251,6285,6215.66023180675,1705.71428571429,1865,1830
"20",1981,8626,4508.24657534247,3500,3290.38706240487,1234.28571428571,1330,1270
"21",1982,32500,15036.9863013699,11400,9250.51889145862,1345.71428571429,2224,1566
"22",1983,32600,15306.2465753425,12000,10686.9172504136,2407.14285714286,2938,2622
"23",1984,23550,11743.5245901639,9810,8384.94197241738,1852.85714285714,2215,2012.5
"24",1985,16500,7281.8904109589,5890,5742.49808439195,1584.28571428571,1714,1620
"25",1986,24600,10822.602739726,4830,6915.57560036883,1595.71428571429,1700,1600
"26",1987,10700,5317.3698630137,4010,4094.96438699488,1242.85714285714,1404,1274
"27",1988,8165,4486.74863387978,3845,3264.63353034017,1481.42857142857,1560,1530
"28",1989,20260,7583.67123287671,5390,6450.15318580456,1565.71428571429,1790,1640
"29",1990,8716,4683.42465753425,3210,3478.50693857932,1528.57142857143,1774,1680
"30",1991,5872,3432.05479452055,2570,2773.10552096306,1151.42857142857,1234,1190
"31",1992,5600,2917.80054644809,2215,2176.02805600593,661,739,711
"32",1993,21620,9003.09589041096,4670,6860.96881954382,1133.42857142857,1728,1232
"33",1994,5518,3186.32876712329,2640,2663.00854533594,1035.71428571429,1190,1070
"34",1995,23860,10763.3424657534,5640,6704.03114597361,1367.14285714286,2090,1442
"35",1996,25500,11608.0327868852,6475,8425.15759708902,1888.57142857143,2150,2032.5
"36",1997,25620,12782.1369863014,6390,7167.12100456621,1952.85714285714,2060,2020
"37",1998,23700,12591.1232876712,8540,10075.4360903045,2122.85714285714,2380,2320
"38",1999,24160,11987.8356164384,11000,9332.73902925152,2052.85714285714,2168,2100
"39",2000,15650,7625.40983606557,5520,6258.49462324257,1682.85714285714,1885,1742.5
"40",2001,4620,2874.57534246575,2660,2549.25789370447,1190,1200,1190
"41",2002,12600,6205.67123287671,5650,4569.51906346477,1222.85714285714,1290,1242
"42",2003,18460,8683.83561643836,5880,6254.78232255984,1484.28571428571,1870,1532
"43",2004,14400,6922.34972677596,5220,5647.19172971837,1380,1590,1490
"44",2005,11980,5987.28767123288,4770,4743.99575651457,1715.71428571429,2018,1912
"45",2006,31760,14160.0273972603,9850,9457.60817480059,1811.42857142857,1938,1860
"46",2007,14460,6748.90410958904,4710,4909.52452608275,1674.28571428571,1744,1700
"47",2008,12350,6630.60109289618,5900,5458.52617854974,1601.42857142857,1785,1630
"48",2009,9198,4952.19178082192,3910,3679.51981063077,1575.71428571429,1640,1610
"49",2010,11600,6416.24657534247,6240,5025.03958484438,1704.28571428571,1890,1832
"50",2011,18960,9602.95890410959,8100,7236.22092398603,1775.71428571429,2170,1810
"51",2012,16850,7108.33333333333,3610,5098.73692920619,1571.42857142857,1750,1610
"52",2013,10360,5301.06849315068,3930,3744.69784818583,1412.85714285714,1480,1450
"53",2014,6914,3599.91780821918,1980,2414.76119314475,1232.85714285714,1290,1260
"54",2015,8684.00000000001,4925.61643835616,3170,3047.12979452055,1245.71428571429,1350,1290
"55",2016,20300,8650.08196721311,4750,6249.51904978749,1395.71428571429,1615,1510
"56",2017,31260,14135.9452054795,10100,9140.09396163198,1710,2120,2040
"57",2018,9330,4972.32876712329,3610,4041.35961078495,1618.57142857143,1680,1650
"58",2019,15620,7218.87671232877,3920,5066.8,1622.85714285714,1750,1680
"59",2020,6225,3770.32786885246,3220,2988.46809133489,1365.71428571429,1440,1390
"60",2021,6738,3853.50684931507,2670,3115.54608621226,1281.42857142857,1360,1320
