"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1962,1950,949.482191780822,797,558.471210312906,123.571428571429,243.2,143.2
"2",1963,2270,1344.29863013699,1220,944.91381875429,63.8571428571428,437.8,145.6
"3",1964,2275,983.489071038251,690.5,633.357685231182,89.2857142857143,177,94
"4",1965,6280,2140.0904109589,1150,1859.42403562151,102.571428571429,190,166
"5",1966,2332,1211.52054794521,783,979.000908725977,99.8571428571428,187,142
"6",1967,2100,1247.52054794521,1130,819.937691988377,107.714285714286,402.8,203.4
"7",1968,1755,877.18306010929,734.5,374.542386287065,72.8571428571428,169.5,115.5
"8",1969,2196,1070.00821917808,734,502.549914610661,122.285714285714,136,102.2
"9",1970,2622,1336.41369863014,1000,678.877417448543,94.2857142857143,206,128.6
"10",1971,3850,1818.32054794521,1750,995.072196129593,253.142857142857,396.4,253
"11",1972,3250,1963.54644808743,1815,1565.93806585267,382.142857142857,404,389
"12",1973,2220,1198.5095890411,1030,965.101234338799,111.857142857143,266.4,206
"13",1974,4256,1916.19726027397,1140,1322.21690008622,213.285714285714,477.6,372.2
"14",1975,2726,1636.83287671233,1740,1281.2818029164,205.714285714286,506,317.2
"15",1976,2360,1391.77868852459,1155,1147.84743054641,256.142857142857,459,404
"16",1977,1768,830.106849315069,722,622.803009820629,90.0714285714286,251,113.000000000001
"17",1978,2964,1459.9698630137,1060,893.878954413167,414.714285714286,608,491.6
"18",1979,1412,940.471232876712,910,682.807096400426,332.714285714286,525.6,421
"19",1980,1950,931.79781420765,704,520.711368071819,286.714285714286,381,321.25
"20",1981,1070,781.567123287671,739,551.667930528376,254.714285714286,460.2,386
"21",1982,4428,1749.77397260274,844,1178.42934682933,101.285714285714,278.2,175.2
"22",1983,4010,2111.51506849315,2030,1612.43297793531,425.428571428571,628.6,508.8
"23",1984,4155,2199.5218579235,2010,1749.63218210671,379.428571428571,704,616.25
"24",1985,3576,1608.71232876712,1030,1249.57748046644,329.285714285714,543.8,443
"25",1986,3116,1755.01369863014,1090,1424.96383784324,475.285714285714,602.6,531.6
"26",1987,1820,1070.63561643836,1020,801.649828155902,283,557,426.800000000001
"27",1988,1125,794.885245901639,823.5,538.649068867487,298.857142857143,426.5,338
"28",1989,2966,1236.90410958904,818,837.48958570113,120.285714285714,399.2,154.400000000001
"29",1990,1120,754.649315068493,738,511.323277776457,225,364.6,263
"30",1991,987.8,588.257534246575,509,379.70207596177,136.285714285714,175.2,141.4
"31",1992,893,546.74043715847,538,378.126827808013,96.4285714285714,102.5,98
"32",1993,3370,1342.73698630137,794,761.889188490022,113.857142857143,437,260.2
"33",1994,1030,689.750684931507,774,536.852578578195,190,200.8,194
"34",1995,2424,1006.96712328767,688,557.349238111884,140.142857142857,271.6,191
"35",1996,3920,1806.86885245902,1270,1339.72691841848,468,796.5,623
"36",1997,4166,1750.95890410959,1130,1391.61716326292,405.714285714286,639.4,548.4
"37",1998,3644,1754.2301369863,1210,1155.39213328698,647.285714285714,762.2,687.4
"38",1999,2938,1809.85205479452,1590,1309.00714026461,207,637,495.4
"39",2000,2570,1425.48360655738,1220,1086.47269991785,163.142857142857,677.5,180
"40",2001,1464,924.583561643836,806,727.868238651625,535.571428571429,587.8,540
"41",2002,1400,912.446575342466,843,633.955951705356,369.142857142857,488.8,389.8
"42",2003,1716,899.906849315068,747,609.300436179453,283.571428571429,357.6,287
"43",2004,1230,866.625683060109,811.5,637.385798704783,477.142857142857,552,520
"44",2005,1370,863.293150684932,654,651.630015646454,274.142857142857,285,275
"45",2006,3466,1920.63561643836,1520,1315.34811124948,224.714285714286,701.2,493.8
"46",2007,1886,1143.75890410959,1000,876.733253424658,523,599.2,527.4
"47",2008,1785,1070.33879781421,990.5,843.129115708214,388.428571428571,548,503.75
"48",2009,1380,981.334246575342,969,744.213926940639,277.428571428571,613.6,520.2
"49",2010,1120,898.534246575342,892,741.235472242249,627.571428571428,666,630.2
"50",2011,2622,1410.4602739726,1180,1031.14868711287,419.714285714286,588.6,471.4
"51",2012,2235,1048.44808743169,916.5,738.323108721879,236,326,281
"52",2013,1130,769.580821917808,762,562.324813270264,190.571428571429,330.8,317.2
"53",2014,1150,800.27397260274,799,628.52095539164,329.857142857143,440.8,409
"54",2015,1210,795.980821917808,762,587.195706758994,267.142857142857,465,346
"55",2016,1730,1083.57923497268,1060,745.375858758084,315,389.5,321.25
"56",2017,3692,1695.2602739726,1160,1051.88882482206,328.428571428571,546.4,337.2
"57",2018,1676,1000.74794520548,925,624.081000586443,326.142857142857,383.4,348
"58",2019,1996,1023.68493150685,827,621.931536306572,267,348.2,284
"59",2020,1580,1004.63114754098,958.5,736.917379192114,340.428571428571,435,387.25
"60",2021,1140,827.030136986301,792,716.058188405797,437.142857142857,557,490.4
