"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1962,24720,11338.904109589,8490,8439.35161000049,2815.71428571429,3000,2922
"2",1963,48280,20394.5753424658,12500,13096.1061996466,2727.14285714286,3000,2850
"3",1964,24650,13502.868852459,12000,10499.2344200022,2245.71428571429,2560,2480
"4",1965,52860,22318,13100,13946.1148680758,2468.57142857143,2904,2690
"5",1966,31420,14074.8219178082,9270,10165.698630137,2551.42857142857,2570,2560
"6",1967,34660,16525.095890411,13200,10032.0462451674,2537.14285714286,2684,2640
"7",1968,25150,12252.3770491803,7265,8001.61799991783,2172.85714285714,2530,2262.5
"8",1969,44380,20923.5890410959,16400,14961.3858776316,2288.57142857143,2860,2720
"9",1970,37900,19899.9452054795,8190,9250.44904109589,2231.42857142857,2540,2364
"10",1971,49740,25698.1643835616,21000,15371.7961414537,2810,3618,3152
"11",1972,44450,21731.9672131148,12850,12675.2932920146,2457.14285714286,2900,2660
"12",1973,28660,13204.5479452055,7790,8333.15075144213,1828.57142857143,2030,1902
"13",1974,77900.0000000001,35024.4109589041,25200,18614.0002644844,2795.71428571429,2988,2842
"14",1975,42960,19106.5753424658,10900,13552.7937595129,2822.85714285714,3350,3300
"15",1976,20650,11858.9071038251,11350,8534.39850873795,2395.71428571429,3000,2892.5
"16",1977,6370,4036.38356164384,3860,3501.30919765166,1365.71428571429,1454,1410
"17",1978,45680,21840.1369863014,15200,14413.5341205778,3291.42857142857,3664,3490
"18",1979,25800,10978.301369863,6630,8314.90871447122,3060,3300,3160
"19",1980,42100,20691.3934426229,15000,14137.18510239,3375.71428571429,3680,3560
"20",1981,23040,10894.8219178082,7590,7512.67820672478,2345.71428571429,2850,2638
"21",1982,74840,31974.2191780822,24900,19107.6587084149,3177.14285714286,4060,3882
"22",1983,84080,36097.6164383562,27100,24586.0736036161,4398.57142857143,5308,4750
"23",1984,55900,26196.912568306,20550,17633.9996674127,3417.14285714286,3870,3535
"24",1985,33920,15481.5616438356,11100,10977.794731596,3084.28571428571,3280,3170
"25",1986,45640,21170.2191780822,9700,11450.3165756858,2532.85714285714,2992,2700
"26",1987,25700,11433.0684931507,7660,8225.95252015468,2191.42857142857,2650,2292
"27",1988,19200,10263.4153005464,8545,6947.90667149492,2015.71428571429,2480,2130
"28",1989,46300,16788.6575342466,12100,13177.863495728,2105.71428571429,2444,2380
"29",1990,21160,10336.2739726027,6050,6862.95247021664,2624.28571428571,2894,2760
"30",1991,15360,7521.67123287671,5140,5739.35638182214,1785.71428571429,2080,1972
"31",1992,15250,7037.7868852459,4620,4571.89261644549,1762.85714285714,1910,1830
"32",1993,44960,20370.9863013699,13900,13585.8121743108,2564.28571428571,3642,2972
"33",1994,13800,7109.28767123288,5520,5541.39657178438,1588.57142857143,1864,1680
"34",1995,64360,26698.5195530726,13500,14583.1814735054,2048.57142857143,3162,2148
"35",1996,3372,3236.55172413793,3220,3176.82726468933,3132.85714285714,3120,3120
"36",1998,68960,29511.3150684931,19500,21187.5178422795,4047.14285714286,4274,4092
"37",1999,55940.0000000001,24634.3287671233,18300,17680.8137939686,3991.42857142857,4234,4102
"38",2000,37850,16454.8360655738,11150,12529.5951747813,3342.85714285714,3585,3412.5
"39",2001,12100,6735.78082191781,5630,5693.18884083953,2511.42857142857,2600,2542
"40",2002,30560,14237.4246575342,10700,9370.08713572718,1960,2132,1992
"41",2003,38000,17861.0410958904,12300,12184.6539223334,2182.85714285714,2836,2340
"42",2004,30200,15187.5683060109,11550,11080.7413153786,2500,2810,2637.5
"43",2005,29800,13180.1643835616,10400,9731.10032615786,2611.42857142857,3154,3000
"44",2006,63500,28191.095890411,19000,18737.9643774003,2948.57142857143,3184,3030
"45",2007,28980,13124.4109589041,9080,10145.0050849575,2554.28571428571,2754,2590
"46",2008,26400,13648.9617486339,13000,11026.7489374621,2520,2785,2580
"47",2009,22000,10692.0547945205,8050,6990.23300124533,2247.14285714286,2504,2380
"48",2010,27540,14274.602739726,13000,10877.542825265,2404.28571428571,3206,3100
"49",2011,41400,20058,16200,15270.5289983608,2908.57142857143,3264,3140
"50",2012,34350,14320.956284153,7000,9805.17562802568,2565.71428571429,3360,3120
"51",2013,20340,10898.3835616438,8650,7675.13100397716,2370,2630,2530
"52",2014,14260,7211.15068493151,3560,4608.20413650277,2042.85714285714,2280,2094
"53",2015,18520,10284.4383561644,7090,6209.76834494913,2037.14285714286,2318,2120
"54",2016,49800,18631.9398907104,10450,12107.8831125508,2120,2365,2182.5
"55",2017,70640.0000000001,29238.8493150685,19500,18782.8771570895,2464.28571428571,3244,2992
"56",2018,22600,10551.2328767123,7070,7481.95267745953,2257.14285714286,2624,2544
"57",2019,39740,16583.0684931507,9000,10801.0558401637,2287.14285714286,2478,2360
"58",2020,13450,7492.95081967213,6185,5664.71264821843,2211.42857142857,2480,2360
"59",2021,15500,7819.78082191781,4650,5944.09406179094,2007.14285714286,2140,2092
