"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1962,260,217.139726027397,198,193.688048802001,173.857142857143,180,178
"2",1963,4106,1191.27945205479,209,713.12188618079,140.285714285714,152,145
"3",1964,288,218.75956284153,231.5,211.176188421874,149.285714285714,153,152
"4",1965,219.8,178.293150684932,166,173.324619139172,150.571428571429,155,153
"5",1966,251,208.493150684931,161,170.80069747604,148,150,148
"6",1967,449.600000000002,329.482191780822,166,271.696459111665,147.571428571429,150,150
"7",1968,212,178.144808743169,160.5,173.220947176685,150,153,153
"8",1969,256,215.243835616438,167,175.675816649104,144.857142857143,162,160
"9",1970,252,295.128767123288,157,173.628590998043,148.142857142857,153,150
"10",1971,606,248.47397260274,157,232.943246641519,143,148,146
"11",1972,204,169.469945355191,154,164.17733541504,148.571428571429,150,149
"12",1973,258,183.372602739726,156,168.541143757708,146.857142857143,153,150
"13",1974,2920,974.61095890411,212,367.930589822479,154.142857142857,160,158
"14",1975,1164,380.378082191781,172,326.553795724823,160.285714285714,165,162.2
"15",1976,245.5,174.404371584699,160,163.269230041361,102.714285714286,140,134
"16",1977,197,164.964383561644,152,162.151538377908,140.571428571429,144,143
"17",1978,324,246.013698630137,233,227.917382959506,160.142857142857,163,161
"18",1979,315,310.909589041096,305,298.251424222657,275.285714285714,298,296
"19",1980,462,444.387978142077,311,301.769402159771,286.571428571429,294,292
"20",1981,459,390.079452054795,328,338.838217353423,297.428571428571,307,305.2
"21",1982,993,646.578082191781,337,371.227011010299,284.571428571429,302,292
"22",1983,6190,1783.69863013699,612,934.276085168136,271.285714285714,294,292
"23",1984,1355,784.72131147541,336,674.523343505311,281.428571428571,313,304
"24",1985,457,346.284931506849,309,332.024243313764,243.714285714286,303,301
"25",1986,818,684.049315068493,327,475.117168540424,293.857142857143,306,301
"26",1987,720,427.139726027397,317,398.321273201684,293.285714285714,299,298
"27",1988,486,352.248633879781,302,338.967116869166,287,292,290
"28",1989,813.2,455.66301369863,304,405.486815068493,152.571428571429,272.4,154
"29",1990,341,322.032876712329,314,303.089868031512,162.714285714286,288,280
"30",1991,497,373.986301369863,297,334.116428571429,275.428571428571,284.4,281
"31",1992,529,488.868852459016,349.5,366.735229934,272.142857142857,304.5,278.25
"32",1993,502.6,507.769863013699,333,351.184983692107,290.714285714286,301,292
"33",1994,1560,490.895890410959,326,450.880766303711,291.571428571429,294,293
"34",1995,3858.00000000001,994.13698630137,472,600.788544505408,288.571428571429,303,300
"35",1996,1170,716.379781420765,437,395.510414275,300.285714285714,324,319
"36",1997,5546.00000000002,1228.07945205479,472,1012.60063712363,303.857142857143,316.4,308.2
"37",1998,5662,1795.47945205479,558,1352.58203098812,298.714285714286,313,308
"38",1999,1060,639.060273972603,529,572.508303979126,303.142857142857,323.4,321
"39",2000,1540,772.75956284153,461,576.868104628404,288.571428571429,303,296
"40",2001,1512,531.005479452055,335,490.006594242896,279.714285714286,283,281
"41",2002,1072,667.87397260274,361,370.223515981735,271.285714285714,290.2,276.2
"42",2003,1990,769.457534246575,317,656.800296803653,283.714285714286,290,288
"43",2004,2440,1060.22950819672,444,640.343412731461,289,299.5,293
"44",2005,2168,901.101369863014,316,610.118424515726,277.428571428571,286,282
"45",2006,5112,1682.86301369863,454,1255.91422083402,264,279,270
"46",2007,1204,633.515068493151,311,350.695170354759,283.428571428571,289,285.2
"47",2008,2160,895.106557377049,328.5,626.385306618094,296.714285714286,302,299
"48",2009,1312,627.813698630137,321,467.901278538813,275,289,284.2
"49",2010,2172,908.624657534247,319,764.648599262013,285.714285714286,292,286.2
"50",2011,2558,1014.42465753425,321,813.310095672972,276.285714285714,283.8,278
"51",2012,2525,946.745901639344,321,878.195947411561,278.285714285714,295,289.25
"52",2013,1602,663.454794520548,323,376.046691500441,267.571428571429,292,290
"53",2014,1450,601.268493150685,326,511.569079641819,272.285714285714,282,277
"54",2015,1302,701.630136986301,319,559.401571153297,287.428571428571,296,292
"55",2016,2835,1030.45355191257,352.5,859.535347030019,296.857142857143,309.5,307
"56",2017,3398,1196.12328767123,450,867.947750858238,280.428571428571,302,293.2
"57",2018,1218,567.87397260274,344,530.794005218526,279,310.4,298.2
"58",2019,2576,981.520547945206,438,742.794088612614,290.714285714286,298,295.2
"59",2020,969.5,517.991803278689,418,430.748773037369,287.714285714286,295,293.25
"60",2021,1272,538.260273972603,368,468.464979582872,292.857142857143,297,294
