"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1962,1048,466.249315068493,315,384.542194289261,189.571428571429,205,201
"2",1963,1668,774.904109589041,559,593.416809330254,215.714285714286,260.6,230.6
"3",1964,926.5,489.590163934426,350,422.712958626073,197.428571428571,233,211
"4",1965,1970,1058.1397260274,664,731.695907731066,244.571428571429,292,280
"5",1966,800,435.679452054795,348,344.976923821992,172.142857142857,207.2,191
"6",1967,1518,733.27397260274,430,559.858644599436,206.428571428571,227.4,214
"7",1968,469,369.844262295082,324,307.615404631798,154.714285714286,193.5,169
"8",1969,2072,729.706849315068,398,632.0126819769,201,238.4,210
"9",1970,1320,701.460273972603,439,518.135295222282,230.428571428571,248,232
"10",1971,2276,943.216438356164,567,716.891182033816,244,276,260.2
"11",1972,1555,790.622950819672,409,690.872979710029,222.428571428571,258,236.25
"12",1973,607.2,386.095890410959,366,345.187287473684,170.714285714286,200.4,191
"13",1974,2060,1013.66301369863,727,746.451817951405,252.428571428571,272,268
"14",1975,1620,665.208219178082,393,597.433327840148,254.142857142857,279,268
"15",1976,857,463.606557377049,371,405.80372722233,211.571428571429,265.5,250
"16",1977,330,263.73698630137,291,242.613290074501,128.571428571429,152,141.8
"17",1978,1450,727.783561643836,545,568.944967696358,177.428571428571,226,193.8
"18",1979,687,361.821917808219,292,315.505434679476,124.857142857143,178,141
"19",1980,1160,565.475409836066,401,448.744548984295,120.142857142857,184,141
"20",1981,618.2,357.501369863014,330,300.989083496412,101.142857142857,118.2,110.4
"21",1982,2442,1111.49589041096,663,718.999678464163,220.428571428571,250,233.2
"22",1983,2092,1007.67945205479,569,776.6626715988,300.857142857143,325,312
"23",1984,1940,921.215846994535,604.5,785.216695940671,264.428571428571,319.5,285.5
"24",1985,1030,570.547945205479,420,488.708717112416,192.142857142857,236.4,214.2
"25",1986,1570,783.115068493151,409,604.026799501868,201.142857142857,224.4,206
"26",1987,642,395.361643835616,362,345.901068146644,200,216.2,206.2
"27",1988,554.5,346.814207650273,348,301.285792349727,121,142,132.25
"28",1989,1836,635.079452054795,294,508.614260151948,118.142857142857,180,161
"29",1990,524,318.076712328767,304,270.438410119081,113,147,131
"30",1991,407.2,270.071232876712,265,240.199696620865,100.714285714286,128,112.2
"31",1992,289.5,198.800546448087,231,183.393689940948,65.2857142857143,88,76.25
"32",1993,1962,787.846575342466,312,566.688662239806,140.857142857143,185.8,172.4
"33",1994,370,255.824657534247,293,231.60199665983,66.8571428571429,89,80
"34",1995,1820,724.6,447,500.615119287112,155.571428571429,184,170
"35",1996,1950,922.614754098361,539.5,702.770681908597,146.857142857143,188.5,161.75
"36",1997,1626,908.224657534247,592,570.605004350953,176.714285714286,221.4,187.2
"37",1998,1986,867.21095890411,448,693.14749387548,200.571428571429,248,210
"38",1999,2190,904.232876712329,492,683.622233291822,237.571428571429,272.8,259
"39",2000,1150,568.153005464481,370,486.038249417999,139.428571428571,182.5,155.25
"40",2001,403.6,290.594520547945,330,267.948417047184,116,143.4,128
"41",2002,813.000000000001,397.3,318,319.988905206946,97.0714285714286,108,98.38
"42",2003,989.4,442.154246575342,326,381.748768720913,73.4428571428572,107.4,94.42
"43",2004,802.5,382.846448087432,289,315.289890797535,84.9142857142857,105.5,91.15
"44",2005,739.800000000001,429.845479452055,323,382.354412609522,101.085714285714,133.4,111
"45",2006,2476,968.397260273973,598,789.697561763638,194,227,209
"46",2007,900,443.366575342466,352,362.056644397958,88.3571428571428,115.4,102
"47",2008,1230,508.562841530055,320,437.771335885065,113.571428571429,147,130.25
"48",2009,674,347.823561643836,279,283.735121199314,104.8,119,113.2
"49",2010,624,317.192876712329,280,276.782567949554,88.2714285714285,126.2,99.5
"50",2011,1818,761.021917808219,476,612.546122558613,157.714285714286,172,161.2
"51",2012,996,424.497267759563,279.5,323.217917768008,96.4285714285714,126,114
"52",2013,651.4,359.347945205479,295,295.02384234512,145.428571428571,173,166.2
"53",2014,468,279.313424657534,228,241.663166992825,109.057142857143,147.4,134.2
"54",2015,605.4,343.750684931507,259,267.203169542786,135.142857142857,151,143.2
"55",2016,1180,497.707650273224,278,380.052449965493,116.714285714286,160.5,139.25
"56",2017,2276,849.994520547945,314,581.804621885765,190.571428571429,210,207
"57",2018,659.8,361.284931506849,304,324.956803652968,157.571428571429,172.4,167.2
"58",2019,1458,575.975342465753,261,471.13578272957,168.142857142857,192.4,183
"59",2020,431,279.05737704918,259,252.562215887718,132,150.5,144
"60",2021,256.2,195.938082191781,200,186.663578150938,99.7714285714286,126,116.2
