"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1944,106.260869565217,88,108,124,86.2857142857143,NA
"2",1945,263.095890410959,102,186,480,72.7142857142857,159.208699428425
"3",1946,248.871232876712,56,135,475,43.7142857142857,111.113258552711
"4",1947,456.298630136986,133.8,202,1032.8,95.7142857142857,271.536151779995
"5",1948,382.120218579235,90,149,862,74,177.066490494397
"6",1949,280.175342465753,104.8,167,582,90,157.013372831523
"7",1950,504.295890410959,124,264,1232,96.2857142857143,231.242057645603
"8",1951,347.123287671233,111,243,651.8,95.1428571428571,218.16269815511
"9",1952,354.491803278689,96,220.5,875,82.2857142857143,210.408250989496
"10",1953,175.690410958904,65,118,356,60,125.745872848613
"11",1954,303.791780821918,86,210,651,65.4285714285714,185.037787390852
"12",1955,268.408219178082,78,171,607,60.1428571428571,191.567160054557
"13",1956,342.062841530055,82,115,930,66.2857142857143,171.248441381023
"14",1957,274.767123287671,83,179,599.6,68.2857142857143,137.330636866138
"15",1958,171.934246575342,86.8,128,264.8,81.4285714285714,116.600661772738
"16",1959,276.958904109589,79,167,600.8,55.8571428571429,183.315790052011
"17",1960,328.592896174863,88,189.5,645,74.4285714285714,176.326431895721
"18",1961,175.717808219178,77.8,128,288.8,65.2857142857143,122.035206017847
"19",1962,202.868493150685,65,118,340,50.5714285714286,118.225071697709
"20",1963,122.895890410959,51,80,198,40.5714285714286,77.8899425232302
"21",1964,105.428961748634,48,84,176,36.4285714285714,75.4097064592966
"22",1965,285.090410958904,68,130,631.6,52,119.443445087458
"23",1966,274.953424657534,74,182,643,63.5714285714286,154.743537523624
"24",1967,328.756164383562,92,239,750.6,76.2857142857143,223.579934111251
"25",1968,316.379781420765,133.5,207.5,550,114.714285714286,178.459233022058
"26",1969,357.668493150685,90,248,757.4,73.5714285714286,227.595781700493
"27",1970,318.367123287671,123.2,247,551.4,99.8571428571429,204.002586646363
"28",1971,314.542465753425,110.4,183,691.400000000001,78.1428571428571,182.160445405752
"29",1972,439.489071038251,159,373.5,652,138.857142857143,295.314105205049
"30",1973,476.841095890411,123.8,337,1020,78.2857142857143,321.745813854353
"31",1974,483.668493150685,112.4,257,1338,99.8571428571429,293.397281903389
"32",1975,452.627397260274,126,293,893.6,101.714285714286,265.995704078633
"33",1976,349.043715846995,93,164.5,891.5,80.2857142857143,239.315827431392
"34",1977,205.887671232877,82,133,466.8,70.8571428571429,145.632014205987
"35",1978,281.498630136986,101.4,173,534.2,76.7142857142857,148.047703013306
"36",1979,379.024657534247,110.4,207,920.8,87.4285714285714,238.464846705806
"37",1980,321.554644808743,149,230.5,657.5,135.571428571429,196.567395264117
"38",1981,367.934246575342,140.2,233,759,94.1428571428571,210.822341141512
"39",1982,380.082191780822,114,228,803,101.285714285714,226.180628364111
"40",1983,382.997260273973,121,262,730.8,105.428571428571,264.182150824281
"41",1984,269.166666666667,85,203,599,54,168.078199396232
"42",1985,491.465753424658,124,220,1334,106.285714285714,336.633061869637
"43",1986,505.843835616438,182,348,849.4,133.428571428571,251.163361449712
"44",1987,249.175342465753,105,210,437.4,66,195.377512597256
"45",1988,361.674863387978,80,287,750,54.2857142857143,210.895649177478
"46",1989,356.717808219178,145,232,639.2,137.285714285714,233.46908371337
"47",1990,490.030136986301,143.4,369,924.2,117,262.511360836018
"48",1991,424.512328767123,124,307,969.4,104,264.747699332631
"49",1992,404.587431693989,170,330.5,710.5,126.428571428571,284.663700469893
"50",1993,508.901369863014,215,331,1066,185.714285714286,297.295978336071
"51",1994,391.057534246575,154.4,289,719,116.571428571429,229.682034928542
"52",1995,294.224657534247,115.4,242,533.6,101,208.955830071755
"53",1996,282.106557377049,107.5,201.5,522,89.2857142857143,169.24446746332
"54",1997,319.797260273973,112,194,541.8,88.5714285714286,203.516297409985
"55",1998,329.090410958904,106,166,851.2,86.4285714285714,206.83273801305
"56",1999,224.150684931507,81,127,420,61,137.084033683212
"57",2000,279.428961748634,111,195,491,81.1428571428572,160.047488940932
"58",2001,431.134246575342,124,307,783.200000000001,102.714285714286,271.886093435012
"59",2002,281.583561643836,94.9,161,618.6,72.0428571428571,210.343635305334
"60",2003,221.564657534247,87.78,127,461.4,71.8714285714286,148.527249264095
"61",2004,410.009016393443,134.5,225,805,100.042857142857,227.327447278789
"62",2005,294.46904109589,77.78,161,706.6,57.5714285714286,180.622653237835
"63",2006,342.161917808219,99.52,249,680.2,82.0285714285714,202.533130434783
"64",2007,318.623287671233,94.42,222,683.2,77.2571428571429,232.012418589021
"65",2008,507.321584699454,137.5,301,1070,87.9857142857143,265.327581583236
"66",2009,477.054794520548,155.8,291,1050,125.428571428571,293.025000116546
"67",2010,324.030136986301,120.4,216,719.400000000001,105.571428571429,198.993198076657
"68",2011,499.643835616438,147,321,1110,126.571428571429,278.930560534421
"69",2012,279.084426229508,86.55,179.5,629.5,79.8428571428571,193.061263836346
"70",2013,417.65698630137,129.4,258,916.8,110.571428571429,198.827625570776
"71",2014,386.569863013699,164.4,269,745.400000000001,132,290.345629484671
"72",2015,307.802739726027,144,215,562.2,131,221.781175319443
"73",2016,414.894262295082,110,318.5,868.5,89.4571428571429,291.345605724273
"74",2017,502.582465753425,117,361,999.200000000001,85.6714285714286,287.922247405562
"75",2018,481.224657534247,126.8,345,913.6,104.428571428571,256.935702190143
"76",2019,564.750684931507,190.2,442,1070,132.571428571429,303.129288975864
"77",2020,502.81693989071,167,331,881,119.857142857143,297.456367096019
"78",2021,342.497260273973,136,268,633.6,104.642857142857,213.811230328723
"79",2022,259.95652173913,186,236,409.5,184.714285714286,NA
