"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,284.423913043478,240.2,278.5,324,217.142857142857,NA
"2",1963,409.942465753425,122,200,952,85.2857142857143,195.976942235846
"3",1964,293.431693989071,131,220,559,101.142857142857,183.153602424576
"4",1965,749.178082191781,160.4,329,1812,115,311.776900775531
"5",1966,724.328767123288,185.4,480,1646,167.571428571429,416.454906306276
"6",1967,926.597260273973,223.6,631,2190,165.714285714286,668.580455216017
"7",1968,1246.01639344262,450,900,2295,394.142857142857,668.577088212334
"8",1969,1206.38904109589,320.8,851,2548,248.857142857143,823.194272667971
"9",1970,942.904109589041,340,795,1714,262,630.606679923406
"10",1971,844.183561643836,226,445,1832,171.714285714286,555.163717738642
"11",1972,1097.66393442623,371,838.5,1790,307.142857142857,760.607958525991
"12",1973,1434.77260273973,400,964,3286,241.285714285714,964.543775756878
"13",1974,1517.11780821918,285.8,735,4200,252.857142857143,840.361588981795
"14",1975,1397.76438356164,418,1050,2636,286.714285714286,814.348264840183
"15",1976,1229.34153005464,262,577.5,3380,187.285714285714,851.24064828614
"16",1977,629.827397260274,213.4,379,1500,161.285714285714,407.482736250688
"17",1978,756.797260273973,237.4,450,1512,151.285714285714,451.059817351598
"18",1979,803.309589041096,220,450,1850,174.285714285714,484.642935147045
"19",1980,990.644808743169,420,750,2015,320,683.141124840791
"20",1981,1154.22191780822,445.8,878,2286,285.285714285714,650.535858178888
"21",1982,NA,499,699.5,5535,487.142857142857,NA
"22",1983,NA,NA,NA,NA,NA,NA
"23",1984,NA,NA,NA,NA,NA,NA
"24",1985,NA,NA,NA,NA,NA,NA
"25",1986,NA,NA,NA,NA,NA,NA
"26",1987,NA,NA,NA,NA,NA,NA
"27",1988,NA,186,385,1889,153,NA
"28",1989,1117.61917808219,454.8,854,2050,396.142857142857,823.156420848718
"29",1990,1429.27397260274,410.4,1270,2480,328.857142857143,916.08435872787
"30",1991,1177.83561643836,309.6,943,2356,230.714285714286,799.468590998043
"31",1992,1455.07650273224,675.5,1360,2410,397.428571428571,983.84396738659
"32",1993,1660.35342465753,744.6,1230,2910,549.285714285714,1139.96486942371
"33",1994,1370.48219178082,523.2,1220,2496,429.142857142857,775.511603971878
"34",1995,1023.55890410959,392.4,840,1856,307.857142857143,691.808753093116
"35",1996,886.112021857924,290,699,1695,209,573.485252073367
"36",1997,1107.04109589041,430.8,849,2046,325.142857142857,758.336302292255
"37",1998,1245.21643835616,331,698,2902,282.571428571429,803.517496067379
"38",1999,763.06301369863,239.2,469,1482,148.714285714286,437.271177528712
"39",2000,935.598360655738,412.5,800,1570,307.142857142857,620.22186920964
"40",2001,1395.4602739726,303.4,1170,2450,223.428571428571,935.190288323549
"41",2002,880.493150684931,230,527,1930,202.285714285714,663.690141214125
"42",2003,673.380821917808,240,432,1410,205.571428571429,471.004494831652
"43",2004,1175.48360655738,395.5,811.5,2205,278.428571428571,771.362484874629
"44",2005,995.084931506849,266.4,600,2190,225.142857142857,633.460484720759
"45",2006,1313.14246575342,465,1130,2384,282.142857142857,853.572054794521
"46",2007,1211.67397260274,312,955,2546,206.285714285714,838.792005865922
"47",2008,1668.85245901639,439.5,1135,3445,232.857142857143,1056.38892340807
"48",2009,1668.60273972603,502.4,1120,3468,407.857142857143,1105.60754424059
"49",2010,1040.94520547945,361.4,751,2240,320.285714285714,721.528098057873
"50",2011,1697.07123287671,477,1230,3612,383.571428571428,1075.84000646502
"51",2012,940.114754098361,218,504,2230,186.285714285714,684.733679153137
"52",2013,1116.75890410959,376.2,818,2282,329.714285714286,698.941927174804
"53",2014,1203.61369863014,517,815,2360,422.857142857143,898.524337339097
"54",2015,1045.38356164384,426.2,748,1816,321.857142857143,726.59579427779
"55",2016,1241.53278688525,336.5,996.5,2420,231,843.699939568093
"56",2017,1556.55342465753,296.2,1190,3196,206.571428571429,928.686400722565
"57",2018,1442.48219178082,357.4,964,2984,297,842.822408858766
"58",2019,1493.97534246575,485.6,1300,2646,370.571428571429,982.051200159543
"59",2020,1486.26229508197,417.5,1045,2975,323.571428571429,938.630330734839
"60",2021,980.930402930403,395.2,744,1736,339.142857142857,NA
