"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1948,253.652173913043,200,245,325.9,200,NA
"2",1949,339.046575342466,182.4,274,547.8,163.285714285714,228.660273972603
"3",1950,521.197260273973,271.4,426,855.4,224.142857142857,362.214727126218
"4",1951,448.082191780822,283.4,409,692.6,242.857142857143,322.507948786821
"5",1952,400.420765027322,198.5,340.5,693.5,188.714285714286,283.806040150785
"6",1953,228.728767123288,125.4,212,355.2,116,160.375840597758
"7",1954,320.087671232877,147.4,303,516.6,140.285714285714,217.516869219061
"8",1955,299.356164383562,170.4,268,492,140,230.179525581035
"9",1956,309.540983606557,150,238,565,137.142857142857,205.578501017894
"10",1957,238.167123287671,135.4,220,369.4,122.428571428571,168.381839483516
"11",1958,195.180821917808,112,184,284,93,122.975855126609
"12",1959,279.542465753425,132.4,227,529.2,119.142857142857,190.426118470571
"13",1960,308.560109289618,176,265,488,155,225.022009714633
"14",1961,243.928767123288,156,210,385.2,143,187.29776496781
"15",1962,222.879452054795,138.4,172,393.2,124.571428571429,152.454736668113
"16",1963,148.756164383562,80.8,127,245.6,71.5714285714286,94.7949358207376
"17",1964,123.505464480874,77.5,112,185,59.4285714285714,85.9623712901217
"18",1965,214.252054794521,115.2,173,380,105.714285714286,129.163121138867
"19",1966,221.978082191781,135,201,329.6,123.142857142857,137.164450711792
"20",1967,282.747945205479,150.8,261,480,128.428571428571,221.253893294881
"21",1968,373.136612021858,247.5,315,562,232.428571428571,271.674134790528
"22",1969,406.769863013699,221.4,380,636.2,181.714285714286,325.356371938564
"23",1970,360.383561643836,210,339,544.6,175.428571428571,280.830689675621
"24",1971,279.78904109589,149,245,476,136.857142857143,175.733147126846
"25",1972,295.590163934426,173,288,433,162.571428571429,177.993469235682
"26",1973,444.224657534247,294.4,402,648,265.142857142857,332.899773369705
"27",1974,462.194520547945,240,375,811.8,225.714285714286,324.439599122339
"28",1975,403.13698630137,256,376,565.2,225,260.585290280496
"29",1976,410.803278688525,205,308,750.5,185.285714285714,300.155985055473
"30",1977,284.320547945205,138,233,522.4,128.714285714286,177.326245330012
"31",1978,306.18904109589,180,252,503.6,140.428571428571,201.907636385484
"32",1979,295.287671232877,169.4,239,553,143.571428571429,181.000808871494
"33",1980,351.994535519126,208.5,300.5,591,168.285714285714,231.481627851505
"34",1981,409.717808219178,258,388,595.4,238.142857142857,284.53799086758
"35",1982,526.866666666667,286.5,347,1256,294.285714285714,NA
"36",2001,495.673913043478,380.5,455,643.7,366.714285714286,NA
"37",2002,345.213698630137,199.4,287,540.8,184.857142857143,302.857156496472
"38",2003,247.786301369863,156,218,385,141.285714285714,207.750484720759
"39",2004,300.710382513661,198,266.5,484,176.285714285714,241.790361262902
"40",2005,323.284931506849,182,269,533.8,153.857142857143,261.538155870005
"41",2006,353.38904109589,235.4,325,523,193.857142857143,282.938130923602
"42",2007,364.227397260274,216,334,568,177.142857142857,304.34449947313
"43",2008,511.418032786885,272.5,415.5,822,221.714285714286,388.0861860921
"44",2009,547.775342465753,343,459,906.6,298.285714285714,434.602739726027
"45",2010,425.013698630137,277,343,684.6,254.142857142857,336.879423837398
"46",2011,458.06301369863,269,400,731.8,244.714285714286,357.7192674905
"47",2012,354.434426229508,182,274.5,632,162.857142857143,304.939496053431
"48",2013,348.693150684931,228,299,509.6,206.285714285714,256.13209610785
"49",2014,375.405479452055,250.4,316,550.8,230.285714285714,317.356155496942
"50",2015,332.547945205479,225,278,524,218.428571428571,278.682384939682
"51",2016,309.756830601093,191,291.5,448,151.857142857143,255.828412903844
"52",2017,422.375342465753,198.4,376,684.2,187.428571428571,339.414948494659
"53",2018,425.709589041096,255,338,693.2,227.285714285714,331.071651045422
"54",2019,383.254794520548,219,376,527.6,198.428571428571,313.77350661515
"55",2020,467.215846994536,257,418,740,244.714285714286,372.721017234132
"56",2021,340.350684931507,209.8,294,514.6,164.428571428571,266.708248448659
"57",2022,332.195652173913,296.5,314.5,393.5,288.285714285714,NA
