"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1935,64.2290909090909,25,51,131.8,22.7142857142857,NA
"2",1936,68.0409836065574,16,43,178,14,53.7944473587916
"3",1937,124.093150684932,50,81,254.8,43.8571428571428,73.5415068493151
"4",1938,121.306849315068,43.4,80,269,37.1428571428571,82.9996866659426
"5",1939,103.504109589041,31,55,260,30.2857142857143,68.3026828574774
"6",1940,93.3387978142077,35,61,183,30,62.2495644813915
"7",1941,78.3342465753425,23,61,149.2,19,49.3340998120728
"8",1942,117.049315068493,39,75,244.4,34,64.2814864644488
"9",1943,197.884931506849,68,148,428,56,143.175202366953
"10",1944,115.008196721311,43,64.5,249,35.1428571428571,85.4671355799112
"11",1945,129.060273972603,50,95,249.6,35.5714285714286,80.8664691023273
"12",1946,73.6630136986301,25.4,48,161,24.1428571428571,51.3757396109129
"13",1947,162.416438356164,53,95,427.6,41.4285714285714,128.151136701959
"14",1948,134.612021857924,43,79,324.5,27.8571428571429,84.7398581246786
"15",1949,123.561643835616,40,76,282.4,35.1428571428571,68.7851272015656
"16",1950,206.008219178082,53.4,157,386,42.8571428571428,141.61202498775
"17",1951,172.504109589041,62,135,322,46.8571428571429,113.746023410019
"18",1952,144.33606557377,42,88,326,35.8571428571429,104.153860774531
"19",1953,68.7753424657534,26.4,46,141.6,21,52.6756825290387
"20",1954,111.704109589041,36,84,248,30,68.4279653078045
"21",1955,108.041095890411,39,81,211.2,29.5714285714286,73.0082223338892
"22",1956,124.352459016393,40,78,279,32.1428571428571,81.519247532977
"23",1957,101.158904109589,41.4,80,178,33.2857142857143,55.8987094829921
"24",1958,69.227397260274,32,56,134.2,25,43.8541191698365
"25",1959,110.671232876712,40,71,247.2,29.2857142857143,73.6657317970775
"26",1960,119.549180327869,44,87.5,219,37.7142857142857,71.2747212562786
"27",1961,103.98904109589,42,74,197,39.1428571428571,65.260775507508
"28",1962,84.9671232876712,38,52,180.2,31.4285714285714,56.9317786475321
"29",1963,54.7479452054795,21,34,125,20.2857142857143,28.1349315068493
"30",1964,45.8224043715847,21,34,84,19.8571428571429,27.338850357293
"31",1965,84.9041095890411,34,55,186.8,30.2857142857143,53.9358314840651
"32",1966,83.2575342465753,33,62,171.6,29.2857142857143,53.3382191780822
