"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1950,148.402173913043,113,140,184,112.857142857143,NA
"2",1951,374.405479452055,140,207,562.600000000001,82.8571428571429,167.472146118721
"3",1952,179.049180327869,52,155,286,42.5714285714286,122.430027592802
"4",1953,115.358904109589,38.8,126,175,29.5714285714286,88.9314788331912
"5",1954,102.057534246575,24.8,94,155,14.5714285714286,63.1343354693476
"6",1955,147.695890410959,55,94,175,26.8571428571429,72.7097195042401
"7",1956,70.105737704918,18,74,122,8.77142857142857,53.8182769920354
"8",1957,358.397260273973,62,128,376,45.5714285714286,100.001328352013
"9",1958,186,92,136,280,69.7142857142857,118.722994993471
"10",1959,175.198529411765,60.2,130,254.2,40,NA
"11",1964,145.560747663551,31,94,243.4,12.7142857142857,NA
"12",1965,220.895890410959,86.2,136,264.6,54.8571428571429,104.155628185942
"13",1966,106.739726027397,49,96,185,21.8571428571429,79.536160801676
"14",1967,156.005479452055,68,116,180,33.8571428571429,87.1765343636577
"15",1968,183.040983606557,50,112,189.5,30.4285714285714,80.5205887691543
"16",1969,207.312328767123,67.6,156,246,35.4285714285714,113.702305081435
"17",1970,148.613698630137,41.8,114,196,33,97.1906287319986
"18",1971,143.364383561644,53,121,245,31.7142857142857,84.9517408675799
"19",1972,118.062841530055,58,110,180,34.5714285714286,76.7281664715066
"20",1973,488.320547945205,70.8,210,753.200000000002,52.1428571428571,174.156379917555
"21",1974,254.117808219178,103,186,359.2,60,155.017817013556
"22",1975,186.731506849315,66.8,148,274,53.1428571428571,124.402360290797
"23",1976,180.79781420765,66,130,240,48.5714285714286,111.846812104596
"24",1977,248.142465753425,107.2,151,338,72.7142857142857,126.636967075222
"25",1978,215.553424657534,64.6,136,330.6,48.7142857142857,117.828890231892
"26",1979,345.41095890411,90,168,483.8,62.1428571428571,139.454414003044
"27",1980,189.918032786885,48.5,134,357.5,36.2857142857143,132.386195286195
"28",1981,159.46301369863,74.8,129,263.4,62.7142857142857,116.806322284021
"29",1982,233.975342465753,82,140,352.6,68.5714285714286,139.58959422617
"30",1983,178.701369863014,57.4,151,289.6,36.1428571428571,133.754870480997
"31",1984,210.784153005464,51.5,158,372,21,137.522468104148
"32",1985,299.61095890411,111.4,195,424,79.8571428571428,156.594675158215
"33",1986,222.128767123288,103.4,183,267.2,85.4285714285714,150.489237087114
"34",1987,338.578082191781,128.4,196,463.8,77,161.242373861993
"35",1988,174.404371584699,74,126,296,64.7142857142857,127.231292418405
"36",1989,188.47397260274,110,136,322,92.2857142857143,125.689872990292
"37",1990,153.487671232877,74,123,247.8,62.5714285714286,114.962045899306
"38",1991,163.150684931507,60,134,243.2,45.7142857142857,110.157786662588
"39",1992,171.267759562842,87,121,266,77,113.854816783095
"40",1993,301.542465753425,87.4,162,515.000000000001,69.8571428571428,150.081498480286
"41",1994,116.841095890411,67.4,114,165.6,58.1428571428571,99.1815466749064
"42",1995,249.12602739726,95.4,124,387,72.2857142857143,121.950668646422
"43",1996,205.77868852459,85,132,304,66.5714285714286,118.815621704535
"44",1997,258.693150684931,134.4,187,387,120.285714285714,152.210404407284
"45",1998,248.906849315068,69,178,386.2,60,159.698399652098
"46",1999,200.071232876712,90.4,140,362.6,65.4285714285714,132.557121713116
"47",2000,281.653005464481,69.5,160,465,59,143.749652706656
"48",2001,239.561643835616,79.4,140,415.6,69,159.572157484829
"49",2002,191.482191780822,82.4,145,266.6,72.5714285714286,117.114290313948
"50",2003,230.197260273973,57.4,165,345.200000000001,39.1428571428571,132.474457371214
"51",2004,209.122404371585,89.5,168,285.5,62.1428571428571,131.833465836723
"52",2005,192.102465753425,75.48,145,287.2,27.5571428571429,122.892576175261
"53",2006,147.926301369863,63.78,131,188.2,48.6571428571429,100.649240540282
"54",2007,294.173424657534,90.58,167,561,79.9857142857143,148.00980534566
"55",2008,194.612568306011,93.2,170.5,275.5,69.2857142857143,134.785864908268
"56",2009,200.515342465753,77.44,170,313.4,57.0857142857143,134.814515668005
"57",2010,231.04,105,163,276.2,67.2714285714286,141.972751026888
"58",2011,119.705205479452,44.64,117,191,22.3,95.5398243765367
"59",2012,115.236612021858,37.7,89.2,184.5,19.3428571428571,86.5774938507121
"60",2013,161.139452054795,77.54,125,225,68.8428571428571,102.576011557696
"61",2014,128.824383561644,69.36,111,183.6,57.4428571428571,91.3118994060494
"62",2015,162.137808219178,67.24,119,239.6,49.6714285714286,96.3010562177548
"63",2016,206.318731117825,96.1,137,249,54.8428571428571,NA
"64",2017,199.587912087912,75.93,126,376.7,61.4,NA
"65",2018,283.220547945205,87.94,135,334.4,60.0428571428571,130.429082894275
"66",2019,382.076712328767,133,213,551,104.8,195.800495577482
"67",2020,158.170218579235,91.4,149,224,81.5571428571428,136.996580520269
"68",2021,153.070684931507,88.08,137,200.8,73.4714285714286,125.830737380326
"69",2022,NA,126.1,144,154.8,120.285714285714,NA
