"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1968,1259.60869565217,258.2,508,2425,138.714285714286,NA
"2",1969,1223.76438356164,368.4,828,2530,290,701.734372443932
"3",1970,772.775342465753,226,461,1546,147.571428571429,365.247880250567
"4",1971,911.646575342466,192.4,538,1920,159.857142857143,399.886955987416
"5",1972,571.568306010929,262.5,434,885.5,171.571428571429,333.618065454977
"6",1973,4107.81643835616,552,1720,10320,323.571428571429,1537.35664855149
"7",1974,1668.57534246575,399,1010,3432,282.142857142857,836.263420174996
"8",1975,1061.88493150685,312.4,626,2098,254.285714285714,567.249192871536
"9",1976,799.636612021858,200,341,1855,173.142857142857,428.604101320846
"10",1977,1103.87671232877,246,513,2952,173.571428571429,451.368067035033
"11",1978,693.358904109589,176.2,364,1566,152.285714285714,421.915662100457
"12",1979,1404.48219178082,157.6,600,2936,110.142857142857,406.576892430696
"13",1980,885.896174863388,140,421,1690,111.285714285714,389.751539990065
"14",1981,723.671232876712,182,422,1472,139,346.604347252523
"15",1982,712.657534246575,198,392,1768,180,389.488904109589
"16",1983,749.939726027397,180,330,1690,135.142857142857,342.395552343171
"17",1984,910.139344262295,149.5,300,2000,111.571428571429,418.961790329823
"18",1985,1164.12876712329,258.6,499,2258.00000000001,198.571428571429,354.099124117891
"19",1986,763.890410958904,360,460,1328,317,406.527351598174
"20",1987,2159.52054794521,454.4,1000,5228.00000000001,381.857142857143,1002.39385786357
"21",1988,534.319672131148,169,470,919,159.142857142857,396.93380016607
"22",1989,746.627397260274,134.6,299,2034,106.285714285714,284.292724142848
"23",1990,429.887671232877,173.4,303,801.6,141.428571428571,293.991367080408
"24",1991,265.824657534247,98.4,188,471.8,90.2857142857143,160.47290744281
"25",1992,842.01912568306,183.5,410.5,2145,167.714285714286,372.586987751951
"26",1993,3543.42465753425,574,1490,7642,444.285714285714,1228.20665006227
"27",1994,480.232876712329,172,395,807.800000000001,160.857142857143,307.118736681887
"28",1995,1684.00821917808,196.4,379,3402,167.714285714286,664.962914706858
"29",1996,1198.07923497268,269.5,675.5,2885,233,504.34347648405
"30",1997,1322.52328767123,558,780,2948,440,569.24530332681
"31",1998,1910.65205479452,440,1120,3590,348.714285714286,918.303495720413
"32",1999,1915.59452054795,522.4,1160,4612,372.285714285714,1060.58834924588
"33",2000,1241.02459016393,266,623,2310,210.285714285714,665.094305215334
"34",2001,1159.96438356164,251.4,528,2594,185,536.78069516391
"35",2002,708.753424657534,227.4,338,1640,148.857142857143,281.213602288123
"36",2003,996.142465753425,227.4,353,2008,135.428571428571,345.322303085043
"37",2004,992.193989071038,291.5,437,1630,241.571428571429,410.575441179949
"38",2005,1142.17260273973,280,514,2274,237.714285714286,423.460564678756
"39",2006,321.706849315068,169,250,555,140.714285714286,206.168591442804
"40",2007,2040.87397260274,268.4,694,3818,146.857142857143,769.793573622724
"41",2008,1532.35245901639,544.5,834.5,2960,453.285714285714,680.223508346363
"42",2009,1514.9698630137,416.2,690,2770,331.142857142857,720.944581900774
"43",2010,1121.08493150685,309.4,577,1552,284.285714285714,501.281601316252
"44",2011,290.472328767123,98.14,244,493.6,82.9285714285714,187.151897104285
"45",2012,292.247267759563,80.05,159,622.5,74.0142857142857,152.317975539943
"46",2013,1246.9695890411,113,351,1670,95.0428571428571,269.355274892535
"47",2014,607.432876712329,245,314,1040,232,326.466744216478
"48",2015,1061.95890410959,233,365,2202,207.142857142857,387.409850851597
"49",2016,1566.05191256831,318.5,623.5,3055,256.714285714286,560.25939133726
"50",2017,1154.58630136986,301.4,442,2974,223.142857142857,627.600236535353
"51",2018,1022.01123287671,216.2,320,1436,158.142857142857,336.275201130681
"52",2019,3296.38356164384,562,1040,6196,464.857142857143,1224.08619917373
"53",2020,833.286885245902,287,650,1590,265.571428571429,563.152635125382
"54",2021,814.58904109589,266,426,1676,225.285714285714,388.796772955758
"55",2022,281.782608695652,214.5,281.5,337,222.428571428571,NA
