"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1934,75.4673913043478,40.4,65,116.5,36.2857142857143,NA
"2",1935,771.167123287671,45,125,1930,34.5714285714286,315.823494231275
"3",1936,301.707650273224,57,130,768.5,23.5714285714286,121.125116752427
"4",1937,285.043835616438,61,129,710.400000000001,44.7142857142857,126.605569834293
"5",1938,548.202739726027,68,174,1636,31.7142857142857,194.74794529131
"6",1939,353.18904109589,76,140,687.6,58.8571428571428,136.867140519969
"7",1940,329.215846994536,56.5,153,773.5,37.1428571428571,154.303094424956
"8",1941,943.421917808219,201,395,1832,163,495.607638573028
"9",1942,2286.9095890411,706.6,1120,6440,448.571428571429,1451.95341544176
"10",1943,635.520547945206,178,501,1340,150.714285714286,387.517179426358
"11",1944,2072.49726775956,393,932,4850,169.285714285714,692.228781208413
"12",1945,1205.61917808219,331,751,2160,196.142857142857,660.631407667675
"13",1946,561.457534246575,64,472,961.4,42.7142857142857,333.624353686318
"14",1947,1118.58082191781,140,522,3100,107.428571428571,602.626110492087
"15",1948,1739.01092896175,270.5,714.5,4390,151.428571428571,642.814580622777
"16",1949,2154.89589041096,617.6,1090,5950,445.714285714286,949.790369776964
"17",1950,1787.08767123288,386.4,719,4692.00000000001,302.857142857143,1052.70739999366
"18",1951,3639.30136986301,712.8,1320,11520,385.714285714286,1424.13957822639
"19",1952,738.713114754098,113,393.5,1490,86.1428571428571,580.087356308644
"20",1953,338.980821917808,102.6,300,520.2,71.2857142857143,214.768566965359
"21",1954,191.060273972603,24,128,375,13.2857142857143,126.919004131333
"22",1955,456.082191780822,75.8,188,1170,8.85714285714286,186.216531198543
"23",1956,114.101092896175,9,97,252,5.42857142857143,94.6346268899847
"24",1957,1606.24109589041,32,588,3274,10.4285714285714,578.66200913242
"25",1958,2063.72054794521,460,1200,4732,307.142857142857,1111.20899581751
"26",1959,1000.21917808219,270.4,688,1766,154.285714285714,532.820418297456
"27",1960,1470.00819672131,379,765,2875,336,719.25639720025
"28",1961,1036.30684931507,372,645,1890,229.857142857143,494.666299009434
"29",1962,1301.86575342466,436.4,662,2666,277,652.122239770794
"30",1963,456.372602739726,170,336,754,103.142857142857,251.50290468658
"31",1964,315.620218579235,71,230,434.5,50.2857142857143,152.485564301616
