"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1901,3558.20261437908,1480,2180,6020,1245.71428571429,NA
"2",1902,3565.06849315068,1480,3100,5912,977.142857142857,2654.07202903641
"3",1903,4767.91780821918,1900,3420,10180,1364.28571428571,3121.04221013305
"4",1904,4804.97267759563,1300,2425,11500,1045.71428571429,3226.85245901639
"5",1905,4949.42465753425,2100,3150,8662.00000000001,1861.42857142857,2616.66652238276
"6",1930,1029.39130434783,877,999,1160,827.428571428571,NA
"7",1931,1403.75616438356,698,1260,2200,652.714285714286,1022.67732648531
"8",1932,2851.81420765027,912,2320,5950,778.714285714286,1931.24279208951
"9",1933,3229.33150684932,1050,2480,7372,881,2273.98079847226
"10",1934,1866.21369863014,640,1400,3126,533.285714285714,1338.87619362462
"11",1935,2979.39726027397,1190,2370,4368,920,1737.3915189833
"12",1936,2510.75136612022,737,1765,4940,437.571428571429,1556.55781490822
"13",1937,3269.96712328767,1190,2370,5660,950,2101.9284872132
"14",1938,3667.45205479452,1260,1920,7298,1174.28571428571,2603.51463247159
"15",1939,2867.38356164384,1070,1600,6476,958.714285714286,2086.25396103995
"16",1940,2544.16666666667,1030,2020,4670,892.571428571428,1773.79028941413
"17",1941,2999.79178082192,972,2540,5750,826.142857142857,2270.37105551982
"18",1942,4189.72602739726,1768,2860,6480,1418.57142857143,2434.13173177219
"19",1943,5846.43835616438,1716,3700,13960,1525.71428571429,4237.68366185252
"20",1944,2851.10928961749,1110,1480,6220,994.285714285714,2202.87892703033
"21",1945,3176.21917808219,1350,2700,5920,1142.85714285714,2301.96773424445
"22",1946,3061.86301369863,975,1680,6280,871.428571428571,1562.59735338228
"23",1947,4957.04109589041,1600,2820,10560,1078.57142857143,3401.18354857418
"24",1948,4470.06284153005,1110,1960,11600,956.857142857143,2563.6694385258
"25",1949,3022,1230,2020,6080,1024.28571428571,1882.71031036993
"26",1950,5469.8904109589,1744,3670,11420,1420,3213.77871037385
"27",1951,4619.34246575342,1670,3700,8440,1420,3156.45837815523
"28",1952,4472.48633879781,1495,2980,10100,1348.57142857143,3243.95785627548
"29",1953,2432,970,1780,4680,834.285714285714,1806.63992172211
"30",1954,3299.15342465753,1180,2440,6482,890.142857142857,2186.78674239201
"31",1955,3025.6,1060,2070,7322,912.142857142857,2120.20676479764
"32",1956,4052.19672131148,1220,1900,10950,1033.71428571429,1921.2168027703
"33",1957,3409.53424657534,1178,2930,6414,1081.42857142857,1934.48161494037
"34",1958,2067.43835616438,1080,1580,3532,958,1408.98547283926
"35",1959,3563.13424657534,1150,2300,7746.00000000001,860.571428571428,2722.33264022703
"36",1960,3729.53005464481,1200,2300,6915,1014.28571428571,2462.3021282715
"37",1961,2322.93424657534,1100,1780,4302,964.428571428571,1687.92162643293
"38",1962,2628.39178082192,969,1540,5060,853,1551.52530984997
"39",1963,1726.62739726027,900,1100,3392,726.857142857143,1169.20654790022
"40",1964,1630.70765027322,865,1245,3235,792.571428571428,1292.37336278483
"41",1965,3415.89315068493,886,1850,7600,724,1762.0454380551
"42",1966,3056.34246575342,1088,2200,6650,910.142857142857,2096.00121996218
"43",1967,3993.43287671233,1418,3000,8516,1051.42857142857,2919.61350125254
"44",1968,3678.30601092896,1665,2690,6265,1380,2295.48926559232
"45",1969,3696.67123287671,1198,3100,7502,1004.28571428571,2714.37634592276
"46",1970,3568.5095890411,1504,3380,5810,1105.14285714286,2671.4650898734
"47",1971,3396.37260273973,1090,2110,7206,859.428571428571,2446.28259329239
"48",1972,4527.07650273224,2080,3805,6965,1692.85714285714,3394.92118867967
"49",1973,5516.84931506849,1750,4160,11460,1315.71428571429,4355.29078351673
"50",1974,5578.87671232877,1600,3320,12660,1361.42857142857,3701.63513185366
"51",1975,5556.52054794521,2080,4680,10660,1441.42857142857,3674.92156405239
"52",1976,4928.55191256831,1445,2590,12850,1181.42857142857,3953.92082403564
"53",1977,2438.00821917808,1080,1750,5176,764.857142857143,1875.65847818579
"54",1978,3014.89315068493,1274,2030,5150,1002.14285714286,1824.15075359632
"55",1979,3306.25753424658,1240,2070,7708,996.285714285714,2362.34268363594
"56",1980,3354.59016393443,1700,2640,5985,1494.28571428571,2353.11621958376
"57",1981,4434.68493150685,1558,3300,9352.00000000001,1120,2661.44999172901
"58",1982,4239.31506849315,1638,2730,9282,1387.14285714286,3120.78186562296
"59",1983,4335.61643835616,1614,3300,8356,1344.28571428571,3418.94665579971
"60",1984,3269.34972677596,1210,2360,6575,983.142857142857,2185.7793959797
"61",1985,5444.76712328767,1808,3320,12240,1530,4183.04530109718
"62",1986,5853.80821917808,1858,4700,10700,1342.85714285714,3476.84846129832
"63",1987,3251.79726027397,1420,2870,5500,1124.28571428571,2614.27285363039
"64",1988,3998.85519125683,1080,3810,7200,857.571428571428,2823.80572528564
"65",1989,4207.56164383562,2118,3320,7254,1714.28571428571,3303.24383165673
"66",1990,5401.20547945205,2120,4950,9424,1470,3839.84765874738
"67",1991,5084.13698630137,1834,4600,9776,1541.42857142857,4015.50326853053
"68",1992,5062.43169398907,2660,4575,8010,1967.14285714286,4183.75747741898
"69",1993,5937.56164383562,3134,4750,10560,2730,4213.12266358071
"70",1994,5622.60273972603,2500,5050,9946,2241.42857142857,4093.24004275636
"71",1995,3961.83561643836,1684,3400,6986,1375.71428571429,2965.21091976517
"72",1996,3800.7650273224,1500,3300,6210,1298.57142857143,2666.8667407274
"73",1997,4331.56164383562,1654,2940,7688,1335.71428571429,3201.38617478077
"74",1998,3981.25205479452,1200,2240,9326,1045,3003.31540696746
"75",1999,2956.32876712329,1154,2090,5358,812.142857142857,2112.50684931507
"76",2000,3594.18032786885,1525,2920,5985,1385.71428571429,2243.4336213111
"77",2001,4841.78082191781,1604,4060,8772,1230,3477.46796216973
"78",2002,3455.57534246575,1320,2330,6912,986.428571428571,2770.16040443575
"79",2003,2414.2602739726,1098,1720,4878,849.714285714286,1831.57374934112
"80",2004,4438.06010928962,1570,2895,8670,1160,3159.97503725782
"81",2005,3422.99178082192,1114,2520,7192,839.285714285714,2425.96591241276
"82",2006,4714.46575342466,1914,3990,8278,1382.85714285714,3348.49569334775
"83",2007,4020.03835616438,1344,2990,8588,1006.28571428571,3186.78144161774
"84",2008,5330.54644808743,1830,3780,10350,1182.85714285714,3694.61716698602
"85",2009,6089.56164383562,2162,4460,12120,1421.42857142857,4077.13589960268
"86",2010,3844.7397260274,1680,3070,7070,1375.71428571429,2863.95400581154
"87",2011,5556.82191780822,2010,4300,10720,1787.14285714286,4055.6875436295
"88",2012,3429.51639344262,1170,2445,7185,1028.57142857143,2659.18997762376
"89",2013,5097.20547945205,1654,3590,9978,1467.14285714286,2956.4140129037
"90",2014,4935.80821917808,2460,3800,9454,2142.85714285714,3799.41024135682
"91",2015,3780.27397260274,1870,3160,6570,1532.85714285714,2959.70701775118
"92",2016,5017.7868852459,1840,4320,9360,1307.14285714286,3835.13398820366
"93",2017,5593.23287671233,1354,4860,10660,1070,3762.23920417482
"94",2018,5570.27397260274,1704,4800,9414,1402.85714285714,3604.91193354054
"95",2019,6665.58904109589,2368,6360,11300,1948.57142857143,4480.15459411403
"96",2020,5675.5737704918,2140,4070,10950,1677.14285714286,4038.47097411321
"97",2021,3900.1095890411,1884,3500,6016,1662.85714285714,NA
"98",2022,NA,4450,4760,4996,4720,NA
