"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1972,7.75591836734694,6,7.8,9.3,5.64285714285714,NA
"2",1973,10.0405479452055,8,9.8,12,6,8.90376080084299
"3",1974,8.25698630136986,6.6,8.2,10,5.02857142857143,7.62620439798125
"4",1975,10.5213698630137,8.2,10,13,7.67142857142857,9.57019818105471
"5",1976,8.34125683060109,6.7,8.1,10,5.95714285714286,7.73573412698413
"6",1977,5.81178082191781,3.2,5.5,8.86,2.3,5.00395266135959
"7",1978,7.16876712328767,5.2,6.8,9.5,4.27142857142857,6.43954011741683
"8",1979,6.29095890410959,4.3,5.8,9.22,3.64285714285714,5.31638843304058
"9",1980,6.05655737704918,4.2,6,8,3.54285714285714,5.17617087614715
"10",1981,4.96,2.7,5,6.86,2.04285714285714,4.18908879856825
"11",1982,5.74,3.6,5.1,8.6,2.94285714285714,4.82766882085554
"12",1983,5.79616438356164,3.3,5.9,7.76,2.87142857142857,5.07273855976596
"13",1984,4.44890710382514,2.2,4.5,6.55,1.57142857142857,3.67798781970913
"14",1985,6.16739726027397,3.8,5.4,9.9,3.54285714285714,5.08977081974342
"15",1986,5.98876712328767,3.1,5.7,8.3,2.48571428571429,4.88484052933368
"16",1987,4.83424657534247,2.4,5,6.8,1.71428571428571,4.206407148007
"17",1988,4.29341530054645,1.3,4.4,7.7,0.632857142857143,3.45780411272102
"18",1989,5.64821917808219,4.2,5.4,7.2,3.42857142857143,4.9744457353015
"19",1990,5.45479452054794,2.8,5.5,7.4,2.48571428571429,4.38624200913242
"20",1991,6.4558904109589,4.1,5.7,10,3.71428571428571,5.49202584173817
"21",1992,5.49016393442623,3.1,4.9,8.1,1.32857142857143,4.44167820500511
"22",1993,6.32684931506849,2.9,5.8,10,1.91428571428571,4.45122815555864
"23",1994,5.41627397260274,1.9,5,9,1.07714285714286,3.42056522290495
"24",1995,5.89917808219178,2.84,5.2,9.82,1.85714285714286,3.73000774121128
"25",1996,5.10803278688525,2.1,5.1,8.1,0.662857142857143,3.96010454026847
"26",1997,6.40356164383562,3.44,6.3,8.56,2.72857142857143,5.16964437281762
"27",1998,5.33131506849315,2.1,4.6,8.6,1.19,4.23018039727306
"28",1999,3.58449315068493,1.2,2.9,6.3,0.548571428571429,2.92211324850277
"29",2000,2.95860655737705,1.1,2.8,5.05,0.494285714285714,2.27607742808996
"30",2001,3.44419178082192,1.5,3.3,5.4,0.784285714285714,2.67462595987686
"31",2002,3.92219178082192,1.9,3.93,6.02,1.62714285714286,3.43493984346183
"32",2003,2.86268493150685,0.792,3.15,4.942,0.414285714285714,2.28097639327948
"33",2004,3.55147540983607,1.67,2.865,6.625,1.43,2.86299906651715
"34",2005,3.99523287671233,2.068,3.73,5.96,1.48,3.27504858261534
"35",2006,4.24939726027397,1.698,3.94,6.586,1.37857142857143,3.2737115240528
"36",2007,4.40758904109589,1.408,4.34,7.276,0.97,3.69368868368899
"37",2008,5.83674863387978,2.51,5.8,8.08,1.91428571428571,4.58469449826036
"38",2019,16.1775510204082,13.04,15.6,19.2,12.3,NA
"39",2020,15.5583333333333,11.4,15.4,19.6,8.68428571428571,14.1944621172695
"40",2021,9.78646575342466,5.91,9.74,14.1,1.27857142857143,8.27483400739291
"41",2022,10.66375,7.734,8.14,14.81,7.65428571428571,NA
