"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1950,333.163043478261,230,300,459.9,230,NA
"2",1951,487.575342465753,228.4,426,795.6,175,373.232720865595
"3",1952,546.486338797814,268,475.5,974.5,212.285714285714,413.5164242679
"4",1953,383.797260273973,191.4,313,640.4,165.142857142857,269.358904109589
"5",1954,387.317808219178,190.8,316,678.8,151.285714285714,269.274380300065
"6",1955,372.52602739726,196.4,316,635.4,160.714285714286,270.558512720157
"7",1956,402.57650273224,215,285,790.5,194.571428571429,237.082416217662
"8",1957,386.216438356164,215,348,605,185.571428571429,260.540837952402
"9",1958,282.860273972603,170,251,436,114.142857142857,223.35868466389
"10",1959,413.534246575342,180.8,281,678,146.142857142857,261.377145867831
"11",1960,462.174863387978,236,375,771.5,202.857142857143,346.166501531256
"12",1961,364.695890410959,201.2,320,571,167.428571428571,289.679037444171
"13",1962,333.652054794521,170,266,600.000000000001,131.428571428571,235.967285180573
"14",1963,270.364383561644,155,220,456.4,117.428571428571,197.437279448101
"15",1964,269.213114754098,155,236,423,139.857142857143,189.293526691887
"16",1965,454.602739726027,159.2,352,770,117.142857142857,291.685936073059
"17",1966,421.060273972603,176.4,354,752.2,161.428571428571,304.394680357694
"18",1967,582.665753424658,267.4,470,975,222,441.812218803669
"19",1968,390.379781420765,204.5,353.5,641,180.857142857143,294.300523477098
"20",1969,398.32602739726,193,364,666.4,174.571428571429,303.924886914335
"21",1970,433.657534246575,225,410,702,185.714285714286,324.173321917808
"22",1971,416.471232876712,194,323,833,182.571428571429,335.070107357299
"23",1972,461.142076502732,198.5,426.5,770,151,355.11940913608
"24",1973,626.06301369863,297,538,1082,245.714285714286,447.562142757507
"25",1974,613.304109589041,303.6,490,1086,263,465.968899661982
"26",1975,616.512328767123,294.8,555,912.6,208,464.997916147779
"27",1976,622.688524590164,250,432.5,1340,230.142857142857,527.444599685378
"28",1977,336.416438356164,155,259,606,124.142857142857,262.633430917865
"29",1978,369.583561643836,194.4,310,579,161.857142857143,265.94993262097
"30",1979,393.104109589041,176,292,850.4,145.142857142857,314.61018505167
"31",1980,368.994535519126,205.5,317.5,602.5,176.428571428571,262.130877911993
"32",1981,459.232876712329,206,385,783.8,149.571428571429,321.76761177179
"33",1982,490.131506849315,258.4,372,905,207.571428571429,375.838821663971
"34",1983,466.901369863014,206.8,402,760.8,171.285714285714,384.152549639455
"35",1984,410.530054644809,209,350,704.5,160.428571428571,305.41814337757
"36",1985,578.531506849315,260.4,424,1120,207.714285714286,456.083488307735
"37",1986,628.415441176471,247.1,420,1360,190.571428571429,NA
