"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1966,80.5978260869565,38,64,136.6,36.1428571428571,NA
"2",1967,124.909589041096,47,104,251.2,39.5714285714286,98.3020106574418
"3",1968,131.508196721311,68,107,211.5,55.8571428571429,91.8416771743755
"4",1969,163.701369863014,62.4,152,283.2,54,124.673187139705
"5",1970,145.572602739726,72.4,123,254.2,67.8571428571429,115.477614826753
"6",1971,101.915068493151,41,76,213.8,31.7142857142857,82.6441161121983
"7",1972,133.939890710383,62,107,212,54.4285714285714,103.115489076042
"8",1973,187.287671232877,86,145,332,74.7142857142857,144.457797825503
"9",1974,179.547945205479,56,120,411,45,134.510687578585
"10",1975,152.372602739726,84,135,243,58.1428571428571,120.30898713159
"11",1976,151.349726775956,44,103,364.5,27,118.526038382375
"12",1977,86.3753424657534,40.4,58,190.4,23.1428571428571,64.8603919720742
"13",1978,137.339726027397,74,90,249.8,64.5714285714286,104.394611872146
"14",1979,142.61095890411,60,105,313,41.7142857142857,114.073532421676
"15",1980,158.193989071038,90,135,278,69.7142857142857,108.009167385677
"16",1981,157.969863013699,86,126,278.4,70.7142857142857,106.407565858799
"17",1982,186.764383561644,70,129,386.800000000001,60.5714285714286,136.345303415788
"18",1983,159.498630136986,67,125,316,50.7142857142857,124.212880863429
"19",1984,121.303278688525,47,94.5,236.5,38.2857142857143,84.089360229934
"20",1985,190.435616438356,60,120,443.2,52.7142857142857,127.900981877129
"21",1986,206.180821917808,98,165,396,77.1428571428571,130.702679512269
"22",1987,118.649315068493,50,111,188.6,38.2857142857143,92.0381210342169
"23",1988,154.027322404372,41,143.5,280.5,31.5714285714286,118.314092266783
"24",1989,187.243835616438,88.4,136,268.8,78.7142857142857,122.542856981293
"25",1990,181.895890410959,73.4,157,315.2,57.1428571428571,122.597818451582
"26",1991,159.786301369863,58,159,275.8,47.2857142857143,123.660470473384
"27",1992,150.021857923497,79,150,228,62.2857142857143,121.029945544113
"28",1993,192.293150684932,97.4,157,333.8,80.4285714285714,144.54098038154
"29",1994,138.619178082192,77.4,123,232.2,70.7142857142857,104.370718698438
"30",1995,152.947945205479,86,135,221.6,70.5714285714286,113.168705782722
"31",1996,125.420765027322,57,113.5,212,44.5714285714286,94.2882755829477
"32",1997,162.382352941176,70,144,272.7,52.1428571428571,NA
