"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1901,2658.90909090909,1486,2490,4312,1128.57142857143,NA
"2",1902,3404.35616438356,2170,3200,4960,1631.42857142857,2795.51098064797
"3",1903,3720.15616438356,1500,3000,7064,975.285714285714,2563.48484118621
"4",1904,4175.32240437158,1450,2555,10250,1155.85714285714,2998.86473241391
"5",1905,3185.72876712329,1700,2730,5294,1700,2361.95818084023
"6",1906,3069.1698630137,1416,2910,5152,1079.85714285714,2043.95659962698
"7",1951,4482.88043478261,2925,4325,6451,2647.14285714286,NA
"8",1952,4763.44262295082,2315,3965,8530,2082.85714285714,3882.35026721912
"9",1953,2483.94520547945,1454,2090,3856,1351.42857142857,2119.48010437052
"10",1954,4275.78082191781,1958,3980,6746,1521.42857142857,3348.55333431006
"11",1955,3717.97260273973,2000,3330,6290,1535.71428571429,2897.79067781534
"12",1956,4173.2967032967,2040,3190,8372,1608.57142857143,NA
