"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1929,1423.53090909091,600,1200,3000,330.142857142857,NA
"2",1930,1250.27671232877,485.4,890,2424,297,975.01931424203
"3",1931,743.117808219178,408.8,733,1016,257.285714285714,549.132511415525
"4",1932,1144.72950819672,589,1115,1765,332.285714285714,863.590331890332
"5",1933,1350.95890410959,647.8,1340,2036,323.857142857143,1039.92990995026
"6",1934,928.435616438356,456.8,800,1396,372.571428571428,746.814615106133
"7",1935,1207.2904109589,770,1130,1760,544.428571428571,931.347184170472
"8",1936,1017.34065934066,280.4,860,1752,143.428571428571,NA
"9",1937,882.010869565217,700,860,1100,700,NA
"10",1938,1244.98082191781,702,1050,2050,538.571428571429,954.384289834175
"11",1939,1244.88767123288,730.8,1000,2238,640.714285714286,954.171706429835
"12",1940,1184.50273224044,759,1060,1710,650.428571428571,863.021795827124
"13",1941,1160.32054794521,537.6,1130,1780,270.428571428571,827.725796121687
"14",1942,1676.83561643836,1020,1400,2596,893.714285714286,1170.9784572201
"15",1943,1982.64109589041,1000,1670,3634,891.857142857143,1435.75227431446
"16",1944,1334.20218579235,739,998,2585,653.857142857143,994.063959264779
"17",1945,1261.6602739726,816,1070,1858,711.142857142857,941.516203522505
"18",1946,1133.17534246575,530.8,976,1814,364.857142857143,805.248601079286
"19",1947,1776.0904109589,919.6,1260,3384,698.285714285714,1308.36585642188
"20",1948,1552.68852459016,732,1125,2840,577.428571428571,1042.11269407581
"21",1949,1330.85479452055,719.2,1140,2292,560,931.311898238748
"22",1950,1953.41917808219,1094,1640,2992,983.571428571429,1479.67335616438
"23",1951,1761.73698630137,1160,1720,2396,896.142857142857,1433.53325031133
"24",1952,1699.8087431694,900,1490,2850,784.285714285714,1329.92159428626
"25",1953,1105.3698630137,624.4,1010,1600,430.571428571428,902.748301326167
"26",1954,1436.79452054795,736,1380,2212,652.857142857143,1085.1081865623
"27",1955,1387.72876712329,713.2,1300,2292,584.571428571429,1068.46220238531
"28",1956,1420.54371584699,707,1080,2660,640.714285714286,1077.77529826864
"29",1957,1256.29863013699,779.6,1190,1782,693.428571428571,870.265700053371
"30",1958,1029.58356164384,637.4,920,1416,608.857142857143,715.746948941469
"31",1959,1229.3397260274,600,1210,2180,583.142857142857,933.20934184777
"32",1960,1511.33879781421,855.5,1360,2425,778.428571428571,1099.53647945861
"33",1961,1116.15068493151,661,1030,1672,546.142857142857,786.327084148728
"34",1962,1067.45753424658,582,920,1706,505.714285714286,744.449960693796
"35",1963,945.27397260274,542,726,1596,377.142857142857,661.095615267533
"36",1964,770.491803278689,493,689,1165,426.285714285714,565.661510687776
"37",1965,1186.29863013699,639.2,1000,2136,445.714285714286,853.056584352713
"38",1966,1345.49589041096,717.4,1260,2126,664.714285714286,982.238602037232
"39",1967,1558.73698630137,769.4,1410,2500,627.714285714286,1241.29934192855
"40",1968,1566.62841530055,1010,1420,2250,858.571428571428,1120.53981264637
"41",1969,1746.76164383562,950.8,1620,2630,596,1355.93042801947
"42",1970,1524.17260273973,985.8,1380,2366,822,1178.26442241168
"43",1971,1306.36164383562,707.4,1090,2276,639,995.745828144458
"44",1972,1554.80054644809,964,1525,2245,776,1207.81459797034
"45",1973,1929.04931506849,1120,1830,2770,906.714285714286,1414.01869637212
"46",1974,2068.80547945205,1080,1780,3658,928.571428571429,1602.97228661749
"47",1975,1998.78356164384,1140,1880,2906,814.285714285714,1475.98224446786
"48",1976,1755.4781420765,841,1465,3115,135.571428571429,1413.22552100075
"49",1977,1259.33424657534,726.4,1060,2232,571.857142857143,940.284249836921
"50",1978,1534.65753424658,868.8,1290,2520,760.714285714286,1042.52299879725
"51",1979,1677.61643835616,856.4,1460,2808,463.714285714286,1163.24293358968
"52",1980,1766.87158469945,1170,1690,2505,1087.14285714286,1219.83103249928
"53",1981,1713.11232876712,1054,1560,2588,822.142857142857,1185.04511139545
"54",1982,1868.64383561644,1000,1550,3200,764.857142857143,1351.8952256245
"55",1983,1734.90136986301,997,1610,2794,918.285714285714,1317.90464288331
"56",1984,1486.6174863388,790,1410,2335,641.714285714286,1050.95174083925
"57",1985,2038.54794520548,1000,1690,3812,898.142857142857,1444.66766065232
"58",1986,2082.10410958904,1224,1900,3038,1008.85714285714,1465.79928245271
"59",1987,1450.25479452055,837.8,1450,2060,750.714285714286,1139.15588235294
"60",1988,1593.05464480874,686,1630,2595,513.142857142857,1235.80062145077
"61",1989,1706.85479452055,1054,1500,2410,958.571428571429,1317.27583297067
"62",1990,1993.07671232877,1100,1910,2966,977.571428571428,1495.45630450054
"63",1991,1896.35342465753,971.4,1870,2976,890.142857142857,1569.71202268052
"64",1992,1803.71584699454,1155,1780,2450,974.428571428571,1497.37457715327
"65",1993,2169.43014705882,1301,1900,3550,1056.42857142857,NA
