"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1960,5.6195652173913,3.21,5.5,7,3.08571428571429,NA
"2",1961,36.8945205479452,2.4,11,84.6,1.82857142857143,10.4211595871225
"3",1962,45.1046575342466,2.1,5.2,78.0000000000001,1.74285714285714,9.36711922281862
"4",1963,41.9824657534247,2.2,5.1,43.8000000000001,1.94285714285714,5.953605496892
"5",1964,42.5390710382514,2.1,9.3,99,1.57142857142857,9.52714368251856
"6",1965,77.7246575342466,2.4,16,164.4,1.67142857142857,13.2327748324735
"7",1966,57.3479452054795,2.8,13,117.8,2.17142857142857,10.8447303726857
"8",1967,77.7219178082192,3.94,31,199.4,2.27142857142857,20.550250228397
"9",1968,33.948087431694,3.5,12,52,2.42857142857143,11.0685659346725
"10",1969,42.2369863013699,3.3,20,91.6,2.57142857142857,12.3264895685719
"11",1970,56.2764383561644,3.7,26,125.8,2.15714285714286,15.8923607768103
"12",1971,63.1112328767123,2.44,6.7,98.4000000000001,1.78571428571429,13.1077139899768
"13",1972,93.1103825136612,12,37,204,5.42857142857143,24.8571225969466
"14",1973,79.0852054794521,4.4,27,214.4,2.42857142857143,17.8041899107155
"15",1974,82.5369863013699,3,23,170.2,2.34285714285714,19.4482001667417
"16",1975,86.4468493150685,5.2,27,193.6,2.91428571428571,18.5545186455543
"17",1976,66.068306010929,2.6,8.85,107,2.4,15.9381051642969
"18",1977,37.9652054794521,2.4,7.9,93.0000000000001,1.98571428571429,10.4037899848811
"19",1978,98.0753424657534,9.44,30,225.800000000001,4.65714285714286,19.2473537344121
"20",1979,91.0345205479452,6,22,191.2,5.5,23.7163775990963
"21",1980,70.8333333333333,8.7,20,143,5.45714285714286,13.9473305858575
"22",1981,82.9561643835616,4.5,17,112.8,3.18571428571429,14.2339320637671
"23",1982,103.344931506849,6,16,191.2,5.3,18.1565256570701
"24",1983,48.907397260274,4,21,103.6,3.34285714285714,15.4150031330922
"25",1984,64.7081967213115,2.1,18.5,116,1.6,12.4650707130219
"26",1985,89.9106849315069,2.74,21,148.6,1.98571428571429,28.3908295543089
"27",1986,107.411232876712,10,33,230.6,5.02857142857143,21.4803378995434
"28",1987,68.3945205479452,2.4,23,180,1.24285714285714,18.2503457645621
"29",1988,78.2338797814208,2.5,29,226.5,1.41428571428571,19.9213487460904
"30",1989,64.3186301369863,5.8,17,123.8,4.6,12.7859665144597
"31",1990,113.641369863014,5.04,37,314.2,4,22.4458856440363
"32",1991,84.5487671232877,4.04,31,206.2,3.2,21.5658641176175
"33",1992,71.5704918032787,6.85,32,175,4.27142857142857,20.1946937619283
"34",1993,98.9591780821918,10.4,33,229.2,6.14285714285714,23.7187626894315
"35",1994,90.4901369863014,6.48,28,197.6,4.37142857142857,20.2511164693701
"36",1995,60.9019178082192,4.24,25,126.4,2.68571428571429,17.2688660262112
"37",1996,70.1122950819672,2.6,21.5,131,1.52857142857143,14.4805710955711
"38",1997,91.4172602739726,5.8,19,132.6,5.04285714285714,20.9614482929551
"39",1998,54.8454794520548,2.7,11,124,1.8,17.5967080711347
"40",1999,50.3328767123288,2.9,11,94,2.11428571428571,11.5651305659078
"41",2000,85.0606557377049,10,22,159,5.58571428571429,17.2078869997354
"42",2001,87.6476712328767,12.4,34,188.6,4.82857142857143,25.2763050407378
"43",2002,63.3791780821918,3.8,17,126,3.35714285714286,14.7927254588012
"44",2003,53.148301369863,3.4,13,120.6,2.64285714285714,14.3046347375288
"45",2004,70.8146174863388,4.435,19,201,2.11285714285714,26.0445487333266
"46",2005,51.472904109589,1.234,11,103,0.477142857142857,14.3925647911082
"47",2006,97.3848219178082,4.546,31.7,287.8,3.05285714285714,21.408964701211
"48",2007,87.5818681318681,2.986,22.1,193.8,1.95285714285714,NA
