"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1951,700.152173913043,380,601,1067,362.285714285714,NA
"2",1952,685.188524590164,257,485.5,1430,233,462.193849966513
"3",1953,378.665753424658,174,282,694.6,146,297.259819754867
"4",1954,570.082191780822,211.8,478,1178,168,368.316648798888
"5",1955,534.438356164384,205.4,406,1130,160.714285714286,393.678318029003
"6",1956,681.521857923497,216,296,1815,194.714285714286,384.85297899031
"7",1957,584.191780821918,232.8,439,1092,214.428571428571,352.658189611822
"8",1958,382.383561643836,219,296,598,200.857142857143,260.317956077408
"9",1959,550.635616438356,195,380,1152,159.571428571429,396.464135483999
"10",1960,643.745901639344,222,436.5,1155,207.142857142857,407.115202966432
"11",1961,365.775342465753,199,286,618,170.857142857143,272.015499843423
"12",1962,433.117808219178,192,273,740.8,167,272.139698087301
"13",1963,286.41095890411,144,218,451,121.857142857143,206.606106427819
"14",1964,238.934426229508,135,203,377,87.1428571428571,184.389130613419
"15",1965,561.654794520548,173,297,1200,140,270.200035915378
"16",1966,548.599726027397,190,404,1246,130.957142857143,309.96009635766
"17",1967,679.665753424658,205.2,506,1456,134.571428571429,417.144196965015
"18",1968,585.188524590164,297,429,955,245.571428571429,388.34313835072
"19",1969,653.27397260274,236,513,1260,222.857142857143,446.789800427815
"20",1970,592.035616438356,272,511,919.4,236.714285714286,406.276561342677
"21",1971,606.306849315068,248.4,378,1236,198.714285714286,386.490632711366
"22",1972,839.75956284153,354.5,750,1250,299.428571428571,614.470066858684
"23",1973,959.731506849315,340,729,1866,231.428571428571,688.283680621229
"24",1974,980.112328767123,327.4,629,2406,309.428571428571,576.52066335491
"25",1975,923.53698630137,357.4,685,1972,296.714285714286,574.407408675799
"26",1976,781.775956284153,280.5,437,1880,238.142857142857,574.808799969317
"27",1977,452.298630136986,226.4,330,907.2,201.714285714286,346.151352145385
"28",1978,576.671232876712,257,411,983.8,204.857142857143,448.108887618195
"29",1979,746.578082191781,294,470,1574,236.857142857143,489.501167248997
"30",1980,650.573770491803,344.5,510,1200,300,434.980430327869
"31",1981,791.808219178082,362.8,553,1560,259.285714285714,440.623808436617
"32",1982,1147.51111111111,404.5,502,3559,401.428571428571,NA
"33",1983,532.458333333333,285,470.5,843.5,262.857142857143,NA
"34",1984,565.524590163934,221.5,440,1145,176.142857142857,339.744585196225
"35",1985,915.509589041096,279,469,2238,263.857142857143,485.474114004717
"36",1986,1000.56164383562,404.4,717,1956,294.571428571429,521.167165095179
"37",1987,544.043835616438,249.8,485,901.2,215.428571428571,413.130867579909
"38",1988,694.786885245902,214.5,571.5,1365,182,444.343975295036
"39",1989,682.487671232877,332.4,487,1236,307.714285714286,476.69592083706
"40",1990,955.613698630137,335.4,738,1946,290.142857142857,545.660005490078
"41",1991,876.561643835616,326.8,682,1954,291.857142857143,629.520962179089
"42",1992,831.614754098361,385.5,714.5,1435,311.428571428571,602.510918248913
"43",1993,1028.53698630137,478.8,703,2170,379,627.591994902984
"44",1994,800.663003663004,373,586,1426,320.857142857143,NA
