"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1960,5895,3698.30601092896,3365,3078.29999251469,1801.42857142857,1995,1892.5
"2",1961,4646,2701.52876712329,2190,2180.03077511619,1285.71428571429,1520,1354
"3",1962,4530,2792.1095890411,2490,2139.92583900118,1104.28571428571,1304,1130
"4",1963,2816,1734.84931506849,1380,1195.98508643183,855.428571428571,987,887.4
"5",1964,2375,1283.46448087432,1120,955.995657689305,561.142857142857,691,638.5
"6",1965,5156,2415.32876712329,1840,1977.71159992975,726.285714285714,826.2,750.4
"7",1966,5484,3046.32328767123,2570,2265.36898238748,1289.71428571429,1464,1342
"8",1967,6122,3038.69863013699,2680,2400.49198837692,1050.14285714286,1130,1060
"9",1968,6415,3895.3825136612,3415,2951.39424622308,1345.71428571429,2235,1652.5
"10",1969,6624,4171.2602739726,3940,3436.06649706458,1474.28571428571,1770,1620
"11",1970,5632,2994.27397260274,2470,2457.03598608393,1391.42857142857,1718,1530
"12",1971,5036,2777.55616438356,2600,2322.88883668038,845.714285714286,1104,950
"13",1972,4610,2509.68579234973,2075,1955.70179180157,1073,1215,1110
"14",1973,6526,4169.91780821918,4020,3519.70086552822,1414.28571428571,2070,1678
"15",1974,7532,3889.47123287671,3310,3037.16829745597,1314.14285714286,1524,1400
"16",1975,5200,3240,3100,2761.96259649563,1278.57142857143,1548,1390
"17",1976,6915,3706.96721311475,2970,2982.76880212827,1311.42857142857,1510,1382.5
"18",1977,4470,2203.96712328767,1660,1795.47588925981,950,1150,1110
"19",1978,6348,3497.23287671233,2730,2830.19423515982,1127.14285714286,1558,1322
"20",1979,6076,3059.78082191781,2340,2533.78863205475,1258.57142857143,1594,1392
"21",1980,6440,3632.2131147541,3290,2862.85037152925,1530,1960,1702.5
"22",1981,6872,4115.23287671233,3370,2969.89637813308,2148.57142857143,2318,2202
"23",1982,7834,4473.15068493151,3650,3575.56483527412,1544.28571428571,1938,1610
"24",1983,6312,3761.04109589041,3530,3101.09726173907,1132.85714285714,1590,1344
"25",1984,5975,3131.22950819672,2725,2340.04011156796,1080,1450,1320
"26",1985,9406,4227.23287671233,3200,2696.42497365648,1385.71428571429,1574,1450
"27",1986,6176,3863.34246575342,3600,3094.28174405503,1684.28571428571,2070,1864
"28",1987,4742,3039.86301369863,3030,2501.62739726027,1187.14285714286,1470,1300
"29",1988,4995,2749.97267759563,2250,2273.49915430653,658.428571428571,978,835.25
"30",1989,5656,3794.49315068493,3390,2936.82892828364,1524.28571428571,2014,1822
"31",1990,6394,3706,3210,3045.40390887651,1678.57142857143,1958,1780
"32",1991,6676,4243.67123287671,4330,3410.83432943707,1472.85714285714,1660,1550
"33",1992,4575,3402.07650273224,3590,2867.85140156236,1571.42857142857,1995,1780
"34",1993,8110,5014.08219178082,4580,4110.21875183405,1927.14285714286,2524,2070
"35",1994,5168,3279.78082191781,3350,2811.9971231696,1421.42857142857,1634,1490
"36",1995,4152,2767.64383561644,2750,2228.93256590307,1395.71428571429,1550,1460
"37",1996,6035,3185.24590163934,2660,2398.34444440366,1440,1620,1500
"38",1997,6326,3872.87671232877,3650,3074.54567000731,1530,1958,1680
"39",1998,7226,3937.20547945205,3100,3299.0268484813,1320,1784,1582
"40",1999,5506,2956.77260273973,2280,2476.59375225008,953.142857142857,1224,1060
"41",2000,3935,2271.80327868852,1895,1877.23222584186,1232.85714285714,1340,1270
"42",2001,4730,3181.53424657534,2670,2685.41470838349,1152.85714285714,1676,1372
"43",2002,6052,3745.29589041096,3780,3193.19384020434,962.142857142857,1266,1072
"44",2003,3016,1891.91780821918,1560,1508.59877147206,1104.28571428571,1170,1132
"45",2004,4580,3193.00546448087,3005,2616.45926129123,1422.85714285714,1895,1585
"46",2005,5664,3103.84931506849,2430,2475.53967529173,935.571428571428,1250,1140
"47",2006,4094,2584.9397260274,2350,2131.31712328767,1014.57142857143,1254,1120
"48",2007,6506,3983.16712328767,4010,3335.56618601298,1005.14285714286,1612,1304
"49",2008,8945,4956.90710382514,4015,4088.84384651936,1059.71428571429,1585,1247.5
"50",2009,7846,4574.7397260274,3760,3703.58613141167,1362.85714285714,2120,1720
"51",2010,5610,3514.82191780822,3280,3144.676840283,1465.71428571429,1714,1572
"52",2011,6092,3074.30136986301,2060,2451.19654464526,1207.14285714286,1470,1380
"53",2012,6715,3548.87158469945,3220,3023.40819464715,735.857142857143,947.5,839
"54",2013,4868,2875.74794520548,2360,2158.19829211884,1038.28571428571,1388,1220
"55",2014,5522,3192.52054794521,2780,2636.03827748595,1357.14285714286,1530,1472
"56",2015,4706,2933.15068493151,2640,2417.80949119374,1700,1910,1840
"57",2016,4205,2683.31967213115,2490,2373.84100462379,910.714285714286,1515,1285
"58",2017,6096,3702.19178082192,3360,3081.81258969341,1238.57142857143,1434,1310
"59",2018,8118,4812.90410958904,3650,3640.48305499675,1244.28571428571,2484,2232
"60",2019,6702,4501.61643835616,4400,3832.87511860286,1908.57142857143,2334,2116
"61",2020,6455,4220.65846994536,4235,3433.81967213115,1038.71428571429,1520,1310
"62",2021,3314,2336.49315068493,2110,1922.3661717496,1357.14285714286,1574,1452
