"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1960,6915,4247.43169398907,3525,2815.54728321458,1160,1500,1302.5
"2",1961,4302,2172.27123287671,1590,1591.77152207002,964.428571428571,1100,1000
"3",1962,5060,2830.03835616438,1940,1650.44703196347,853,992,884
"4",1963,3392,1767.31780821918,1200,1198.16393326235,726.857142857143,923,852
"5",1964,3235,1621.3306010929,1200,1321.73273306839,792.571428571428,900,852
"6",1965,7600,3065.58904109589,1520,1493.66686716003,724,833.8,776.2
"7",1966,6288,3005.54794520548,2090,2222.04402670984,910.142857142857,1100,1004
"8",1967,8932.00000000001,3769.10410958904,2750,2731.85995160011,1051.42857142857,1250,1110
"9",1968,6915,3974.45355191257,2870,2704.34001439266,1380,1715,1520
"10",1969,7502,3806.69863013699,3260,2747.55903795174,1004.28571428571,1348,1072
"11",1970,5690,3017.00273972603,2270,2272.38302051069,1048.71428571429,1408,1246
"12",1971,6976,3808.81095890411,3000,2793.85317515147,859.428571428571,1090,999.2
"13",1972,7300,3974.97267759563,2905,2840.94953177113,1284.28571428571,1480,1370
"14",1973,11460,5855.67123287671,5110,4545.23715268667,1315.71428571429,1868,1632
"15",1974,12660,5814.13698630137,4200,3475.84591747184,1361.42857142857,1600,1500
"16",1975,9968,4985.20547945205,3770,3463.01298994336,1441.42857142857,1850,1650
"17",1976,13650,5694.01639344262,3360,4370.42337123965,1181.42857142857,1515,1340
"18",1977,4752,2248.3095890411,1600,1790.11228172132,764.857142857143,1080,996.8
"19",1978,5504,3148.2904109589,2100,1861.98828006088,1002.14285714286,1292,1134
"20",1979,7708,3248.67671232877,2060,2379.17398155609,996.285714285714,1296,1108
"21",1980,5845,3131.30327868852,2350,2185.11460230723,1003.85714285714,1500,1332.5
"22",1981,7930,3838.41095890411,2550,2480.41067583023,1120,1558,1392
"23",1982,9554.00000000001,4541.23287671233,2890,3117.71585812593,1387.14285714286,1884,1600
"24",1983,9856,4617.97260273973,4010,3550.39392066717,1344.28571428571,1560,1450
"25",1984,6515,3427.13661202186,2515,2356.37953524522,983.142857142857,1210,1092.5
"26",1985,12240,4815.28767123288,2700,3267.07068205767,1448.57142857143,1640,1522
"27",1986,9430,5173.61643835616,4350,3400.87091406377,1342.85714285714,1858,1510
"28",1987,5512,4094.23561643836,3610,2944.11671616055,1124.28571428571,1420,1222
"29",1988,7070,3799.21038251366,3070,2939.19951256275,857.571428571428,1080,948
"30",1989,8356,4717.50684931507,3980,3443.90519842917,2044.28571428571,2304,2200
"31",1990,6648,4286.19178082192,3270,3381.44141336247,1470,1890,1762
"32",1991,10720,5730.43835616438,5380,3956.57351598173,1541.42857142857,1870,1622
"33",1992,7910,4843.46994535519,4300,3803.57867458562,1638.57142857143,2460,2275
"34",1993,10060,6157.2602739726,5260,4465.62130631925,2730,3134,2982
"35",1994,9792.00000000001,5452.7397260274,4700,4095.99332391484,2241.42857142857,2500,2400
"36",1995,7766,4622.76712328767,4220,3481.64795524111,1375.71428571429,2004,1586
"37",1996,6255,3790.32786885246,3100,2569.41712204007,1298.57142857143,1510,1410
"38",1997,7688,4559.31506849315,3680,3193.68685126853,1335.71428571429,1730,1504
"39",1998,9326,4070.81369863014,2340,3103.17610229829,1045,1238,1110
"40",1999,5358,3004.99726027397,2110,1986.36732349842,812.142857142857,1162,923.2
"41",2000,5985,3191.84699453552,2170,1982.66051695724,1180.85714285714,1340,1255
"42",2001,8370,4476.68493150685,3310,3305.89685378191,1230,1600,1382
"43",2002,7386,4188.8904109589,4040,3140.32661434936,986.428571428571,1378,1160
"44",2003,4388,2205.43835616438,1620,1819.50565956114,849.714285714286,1120,926
"45",2004,8670,4297.45901639344,2815,2654.90201447711,1075.71428571429,1380,1235
"46",2005,7300,3720.64109589041,3000,2596.47239461084,839.285714285714,1180,1032
"47",2006,6744,3876.62465753425,3010,2756.33506980791,1055.42857142857,1494,1212
"48",2007,9236,4758.75068493151,3800,3847.48803198324,1006.28571428571,1354,1194
"49",2008,10150,4818.03278688525,3495,3369.93481654957,1182.85714285714,1500,1302.5
"50",2009,12760,6196,4310,4207.98816351277,1421.42857142857,2348,1672
"51",2010,7586,4296.95890410959,3570,3126.90158730159,1375.71428571429,1886,1620
"52",2011,10720,4988.82191780822,3130,3650.29168680394,1541.42857142857,1840,1760
"53",2012,7565,4006.40163934426,3875,3037.19135896303,1028.57142857143,1185,1110
"54",2013,9978,4890.1095890411,3130,2852.91782600961,1138.57142857143,1630,1500
"55",2014,9450,4705.15068493151,3620,3367.32420091324,1502.85714285714,2174,1956
"56",2015,7380,4062.68493150685,3400,2865.1184605349,1674.28571428571,2050,1894
"57",2016,9310,4515.60109289618,3575,3401.10042151231,1307.14285714286,1710,1580
"58",2017,10600,5585.56164383562,4860,3735.43676129972,1070,1478,1290
"59",2018,9972,5492.24657534247,4770,3418.35713718483,1070,1574,1440
"60",2019,9660,5977.58904109589,5420,4276.53643715269,1948.57142857143,2368,2040
"61",2020,12250,6870.68306010929,5885,4753.89861053711,1677.14285714286,2325,1997.5
"62",2021,5334,3422.95890410959,2960,2526.74675079132,1662.85714285714,1870,1752
