"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1960,2350,1232.45355191257,986,745.811875098374,212.285714285714,348.5,270
"2",1961,1220,588.254794520548,380,371.545311042288,178.571428571429,216,200
"3",1962,1318,693.380821917808,440,419.177708592777,162.428571428571,220.6,184
"4",1963,952,441.419178082192,265,221.633150684932,85.2857142857143,130,117
"5",1964,559,282.098360655738,205,187.394669962703,101.142857142857,125.5,120
"6",1965,1720,685.32602739726,289,275.711844046365,115,141,127
"7",1966,1540,678.646575342466,410,409.542679010487,167.571428571429,191.8,178.2
"8",1967,2042,850.641095890411,548,597.11860263937,165.714285714286,200,182.2
"9",1968,2410,1272.35519125683,875,680.579607276347,251.285714285714,493,419.25
"10",1969,2548,1289.78356164384,1010,861.852151215245,250,377,283.8
"11",1970,1714,838.427397260274,585,587.068880209376,248.857142857143,320.8,278.4
"12",1971,1806,944.813698630137,680,637.819557797574,171.714285714286,230.4,193
"13",1972,1690,897.527322404372,600,585.255602002733,259.428571428571,302.5,274.25
"14",1973,3272,1526.70684931507,1310,1101.61056350043,241.285714285714,415.2,336
"15",1974,4200,1631.00547945205,1000,972.504050416528,252.857142857143,310.4,273.8
"16",1975,2566,1260.08767123288,821,732.894194982769,278.857142857143,330.8,283
"17",1976,3525,1399.58743169399,726,932.941403012064,187.285714285714,262,231
"18",1977,1404,583.339726027397,360,385.359755760858,161.285714285714,211.8,184.8
"19",1978,1598,789.594520547945,450,466.210431487783,151.285714285714,246,193.2
"20",1979,1834,788.328767123288,450,469.007969047695,188.142857142857,238.8,206
"21",1980,1930,905.573770491803,699.5,588.742892215095,174.285714285714,310,250
"22",1981,2152,1070.73698630137,700,618.153197631643,285.285714285714,443.4,367.2
"23",1982,3890,1452.69230769231,796.5,634.076203003354,487.142857142857,520.1,500
"24",1988,467,310.729508196721,248.5,194.780304104058,153,173.1,158.2
"25",1989,2350,1267.17808219178,978,902.876628996903,401,499,444.4
"26",1990,2190,1187.48219178082,831,834.877995081103,328.857142857143,398.2,365.6
"27",1991,2574,1347.80273972603,1260,896.622811258606,230.714285714286,319.6,264.2
"28",1992,2030,1237.62295081967,1100,848.621745164368,248.285714285714,514.5,412
"29",1993,3260,1830.48767123288,1550,1251.49714774951,549.285714285714,756.8,636.8
"30",1994,2486,1317.47671232877,1070,793.436720630967,429.142857142857,520,480.4
"31",1995,2210,1207.34520547945,1030,807.868698623515,307.857142857143,424.2,361.6
"32",1996,1680,896.879781420765,724,580.529006999758,209,301.5,266
"33",1997,2046,1104.52876712329,866,739.274210045662,252,368.2,307.8
"34",1998,2902,1301.24931506849,795,860.347814307458,282.571428571429,362.2,296.8
"35",1999,1482,792.632876712329,520,487.504116086415,148.714285714286,258.2,200
"36",2000,1570,812.81693989071,608.5,518.403930238814,227,264.5,246
"37",2001,2256,1238.82465753425,897,834.588840384321,223.428571428571,303.4,260.4
"38",2002,2156,1171.01643835616,1150,872.982607202939,202.285714285714,284.4,230
"39",2003,1326,566.095890410959,330,420.481753101407,205.571428571429,225,210.4
"40",2004,2095,1121.73224043716,782,696.151820482532,278.428571428571,389,306.75
"41",2005,2252,1133.78082191781,819,737.813962434289,239.857142857143,310.8,279
"42",2006,2042,1042.1095890411,762,652.09198630137,225.142857142857,285.4,256.4
"43",2007,2686,1383.29315068493,1190,932.916440958883,206.285714285714,321.2,283
"44",2008,3285,1584.71584699454,1125,987.336244680958,232.857142857143,376,306
"45",2009,3522,1731.85753424658,1180,1114.71233643334,407.857142857143,516,445
"46",2010,2240,1146.29863013699,857,790.042411601856,333.428571428571,475,377.2
"47",2011,3502,1427.38082191781,772,902.079077800354,320.285714285714,385,342.4
"48",2012,2515,1218.75956284153,1030,899.177257351028,186.285714285714,230,203.75
"49",2013,2282,1047.48219178082,662,540.410968270694,212.142857142857,348,312.4
"50",2014,2360,1175.30684931507,820,859.349012244795,330.857142857143,445.4,398.2
"51",2015,1874,1083.99178082192,757,747.756084333078,370.428571428571,480,448.2
"52",2016,2390,1091.73224043716,775,764.906329415722,231,323,283.5
"53",2017,3196,1563.90684931507,1230,958.249678317274,206.571428571429,315.6,253
"54",2018,3022,1513.73698630137,1090,846.63297704783,207.714285714286,340.4,310.2
"55",2019,2580,1380.41369863014,1070,932.751226675253,370.571428571429,485.6,402.6
"56",2020,3125,1665.54918032787,1370,1020.69178324052,323.571428571429,482.5,401
"57",2021,1506,901.753424657534,702,543.849586555766,339.142857142857,394.4,362
