"","hyear","Q10","MeanQ","Q50","MeanBaseflow","MAM7","Q90","Q95"
"1",1960,1010,547.478142076503,469.5,360.740373267463,107,155,128.25
"2",1961,699,322.221917808219,220,192.026655992409,102.857142857143,118,106.4
"3",1962,713.4,333.413698630137,232,218.116394268619,82.7142857142857,106,97.2
"4",1963,478.2,217.441095890411,140,162.991539036857,58.7142857142857,67.8,53.4
"5",1964,300,146.685792349727,100,88.8643771225738,52.4285714285714,68,53
"6",1965,842.8,316.72602739726,158,146.047299635296,70.2857142857143,83.4,65.2
"7",1966,694,312.038356164384,209,213.961581865623,68.4285714285714,98.8,76.2
"8",1967,901.4,378.142465753425,272,279.744333890251,76.8571428571428,94,82.6000000000001
"9",1968,1060,630.169398907104,461.5,358.01316474964,115.142857142857,256.5,217.75
"10",1969,1300,696.769863013699,605,462.414846705806,130.285714285714,200.4,149.8
"11",1970,863,423.065753424658,324,303.35434203186,118.571428571429,159.4,138.4
"12",1971,920.6,470.687671232877,350,333.112676892675,62.5714285714286,94.2,69.4
"13",1972,751.5,396.543715846995,290.5,264.335650223215,118.714285714286,148,129.5
"14",1973,1396,700.854794520548,609,506.635304114514,156.714285714286,228.8,186
"15",1974,1838,769.315068493151,560,563.615881470128,123.714285714286,154,120.8
"16",1975,1072,558.405479452055,439,352.345793461717,122.428571428571,163.2,140.4
"17",1976,1575,678.013661202186,420,517.645939833176,96.1428571428571,149.5,130
"18",1977,879.6,331.41095890411,200,246.60615814402,90.8571428571428,117,105
"19",1978,885,414.643835616438,260,322.803787612692,89.2857142857143,142,126.2
"20",1979,872,387.920547945205,266,254.369788293898,90.7142857142857,133,100.6
"21",1980,921.5,474.303278688525,397,339.212948354493,90,174.5,141
"22",1981,1026,541.553424657534,401,346.542546853831,166.428571428571,240,202.4
"23",1982,1387,612.82967032967,430,463.935442071636,120.714285714286,186,153.3
"24",1996,918,471.715846994536,426.5,343.324077466675,123.285714285714,164.5,135
"25",1997,1102,575.969863013699,498,432.607900894024,151.428571428571,193,170
"26",1998,1430,673.312328767123,453,506.337713491591,162.285714285714,209.6,170
"27",1999,824,423.808219178082,288,293.804716440333,81.2857142857143,140.4,97.8000000000001
"28",2000,833.5,446.18306010929,371,264.182646133466,137.428571428571,158.5,143
"29",2001,1160,614.704109589041,480,491.661005203101,128.571428571429,179,160.2
"30",2002,1060,588.575342465753,592,428.536393178632,100.857142857143,136.4,114
"31",2003,687.4,292.399726027397,182,232.892785610279,94,120,105
"32",2004,898.5,526.677595628415,399,372.867756024853,152.142857142857,213,181.25
"33",2005,1096,555.605479452055,417,356.524109589041,109.285714285714,152.4,136.2
"34",2006,908.6,477.115616438356,364,332.287494672755,110,132.4,115.2
"35",2007,1190,635.446575342466,551,488.050194435861,121.428571428571,175.4,147.2
"36",2008,1570,742.685792349727,565,516.818137136017,126.142857142857,194,153
"37",2009,1656,847.068493150685,651,618.618012611437,228.857142857143,272,243.2
"38",2010,1206,623.572602739726,515,481.865557573885,191.857142857143,248,210.6
"39",2011,1420,695.632876712329,450,516.593722102949,179.285714285714,208,193.2
"40",2012,1310,636.595628415301,587.5,500.428334550121,91.9,111,98.85
"41",2013,825.2,461.093150684932,348,286.223988984424,110,192,183.2
"42",2014,1176,568.364383561644,424,449.695839182847,174.142857142857,209,194
"43",2015,1030,516.676712328767,355,370.528211211015,175.428571428571,220.4,203.2
"44",2016,953.5,469.270491803279,373.5,369.276007316031,108.142857142857,160.5,142.5
"45",2017,1436,692.775342465753,547,495.929114857745,101.728571428571,133,115
"46",2018,1502,731.909863013699,569,473.024088184562,100.728571428571,182,169.2
"47",2019,1010,578.676712328767,469,464.229873175195,182.714285714286,217.2,189
"48",2020,1490,805.808743169399,750,594.051678626474,181.571428571429,242,209
"49",2021,676,426.498630136986,379,317.404099177976,169.571428571429,207.4,189.2
