"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,227.597826086957,188,221,280.5,176.285714285714,NA
"2",1963,357.950684931507,77,158,884.2,44.7142857142857,163.543474333885
"3",1964,243.896174863388,99,178,487,78,140.509259259259
"4",1965,617.542465753425,125,251,1536,75.5714285714286,238.999211290992
"5",1966,589.906849315068,124,388,1360,99.2857142857143,317.352935657949
"6",1967,751.367123287671,158,510,1772,124.714285714286,514.041861134053
"7",1968,1130.0956284153,382,768,2095,311.857142857143,611.370303030303
"8",1969,1051.32876712329,275.8,741,2220,205.571428571429,668.233593423319
"9",1970,781.356164383562,275,642,1472,184.142857142857,504.957176282126
"10",1971,694.747945205479,136.4,355,1578,94.5714285714286,436.349312841074
"11",1972,895.989071038251,264,678.5,1535,209.714285714286,609.796843468462
"12",1973,1202.7095890411,317.4,795,2808,215,810.450271156453
"13",1974,1276.55890410959,223,601,3432,182.285714285714,662.763130475935
"14",1975,1208.32328767123,372.4,912,2244,226.714285714286,700.629349315068
"15",1976,1061.40983606557,220,518,2875,146.714285714286,731.797015288781
"16",1977,557.994520547945,172.2,326,1422,126.857142857143,341.216780821918
"17",1978,652.808219178082,171,399,1376,104.285714285714,373.097184342652
"18",1979,675.895890410959,162,404,1546,128.142857142857,406.957266323815
"19",1980,889.002732240437,356,699,1800,282.714285714286,622.672458349485
"20",1981,1011.44931506849,366.8,807,1992,225.571428571429,594.237679290894
"21",1982,1024.42191780822,246,650,2192,178,703.218364158649
"22",1983,990.386301369863,272.4,748,2124,211.142857142857,713.673669178319
"23",1984,744.625683060109,180.5,498.5,1775,114.571428571429,425.214228014798
"24",1985,1294.96438356164,280,676,3234,220.571428571429,870.229513258229
"25",1986,1165.40547945205,324.8,945,2058,219.142857142857,656.297054794521
"26",1987,602.378082191781,190,496,1120,110.428571428571,438.637891883611
"27",1988,809.215846994535,141.5,713.5,1615,95.7142857142857,513.321835579582
"28",1989,933.906849315068,367.4,714,1730,305.285714285714,655.026975724036
"29",1990,1180.80273972603,331.4,1080,2116,240.142857142857,749.176586997477
"30",1991,1014.13150684932,231,869,1980,175.571428571429,682.533023483366
"31",1992,1305.82786885246,565,1195,2195,358.714285714286,862.721127157603
"32",1993,1474.01369863014,598.2,1160,2620,429.571428571428,1033.01715590346
"33",1994,1244.56712328767,452,1150,2308,325.857142857143,696.928701891716
"34",1995,928.068493150685,300,766,1728,245.714285714286,607.508737845672
"35",1996,780.904371584699,231.5,596.5,1565,175.142857142857,499.028503372766
"36",1997,1008.33424657534,375,776,1896,264.142857142857,660.193183300718
"37",1998,1122.65205479452,259,604,2650,218,700.765998883874
"38",1999,677.317808219178,193.2,401,1360,111.571428571429,371.54154480223
"39",2000,801.866120218579,345.5,699.5,1420,256.857142857143,493.421027742749
"40",2001,1238.22191780822,284.2,1040,2176,193.714285714286,840.839339826232
"41",2002,772.216438356164,180.6,436,1818,140.571428571429,574.117080946451
"42",2003,583.402739726027,178,386,1258,154.142857142857,392.022295459487
"43",2004,1000.30054644809,312,711,1965,215,658.441016489377
"44",2005,836.980821917808,181.4,508,1914,135.857142857143,522.692992623815
"45",2006,1169.62739726027,433.2,1020,2082,218.285714285714,727.162057758688
"46",2007,1037.61369863014,270.4,804,2208,186.857142857143,697.966903711384
"47",2008,1455.64207650273,368.5,994,2995,187.714285714286,851.030671834059
"48",2009,1462.10684931507,440.4,975,3096,355.857142857143,947.927602739726
"49",2010,903.016438356164,288.4,653,1952,260.714285714286,625.778718115978
"50",2011,1468.16438356164,403.4,1110,3006,309.714285714286,996.213651017626
"51",2012,807.18306010929,173.5,426,1970,151,576.288323757419
"52",2013,937.958904109589,284.4,679,1940,226,563.249621462117
"53",2014,1011.0301369863,413.2,678,2024,328.142857142857,731.391889762132
"54",2015,896.306849315068,335.4,593,1702,275.142857142857,632.535332028702
"55",2016,1034.68032786885,304.5,851,2020,183.571428571429,684.994717668488
"56",2017,1291.15616438356,205,1030,2668,167,760.468253664144
"57",2018,1231.00547945205,282.4,821,2428,225.285714285714,727.638972621353
"58",2019,1205.08767123288,340.6,1090,2126,278.285714285714,810.993725615962
"59",2020,1250.95355191257,316,919.5,2505,256.285714285714,826.500836006672
"60",2021,873.347985347985,355.2,654,1566,301.428571428571,NA
