"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,70.8152173913043,50,75,83.7,85.35,48.7142857142857,NA
"2",1963,91.6958904109589,30,52,180,356.8,28,57.2308804748152
"3",1964,69.2131147540984,36,57,118,142,27.7142857142857,54.044802533532
"4",1965,164.652054794521,39.8,100,357.6,595.2,31.1428571428571,83.5742098051769
"5",1966,159.854794520548,45,111,370.6,449.6,40.4285714285714,104.511899744092
"6",1967,201.353424657534,60,146,434,582.4,52,153.976733567464
"7",1968,215.827868852459,101,161,339,487,80.1428571428571,135.709597138237
"8",1969,252.649315068493,76.2,198,488,614.4,66,179.424337426851
"9",1970,198.002739726027,71,146,366,526.4,56.4285714285714,147.352442178506
"10",1971,157.879452054795,50,93,314,499,45,110.066662469654
"11",1972,229.636612021858,86,190,382,486.25,72.8571428571428,171.982436026851
"12",1973,322.767123287671,120.8,248,657.6,786.8,66.8571428571429,215.682631350582
"13",1974,299.975342465753,75,181,771.4,990,67.8571428571429,196.837073782315
"14",1975,296.813698630137,91,213,489.6,725,73.5714285714286,180.15399543379
"15",1976,240.530054644809,68,130,560.5,858,55.8571428571429,169.593811896343
"16",1977,141.145205479452,57,93,294,424.4,52.8571428571429,100.064870615228
"17",1978,186.490410958904,78,118,344.6,683.2,60,102.448030965811
"18",1979,219.249315068493,65,133,492.2,614.8,53.4285714285714,136.150194384302
"19",1980,233.237704918033,103.5,180,424,515.75,89.2857142857143,159.545964500673
"20",1981,217.630136986301,88.4,154,415.6,581.2,66.1428571428571,138.83558365531
"21",1982,231.419178082192,65.4,142,460.4,685.8,56.1428571428571,141.639918552293
"22",1983,225.4,70,158,463.8,713.8,56.1428571428571,163.777792103143
"23",1984,170.762295081967,51,134,350.5,442.25,40,114.521692545463
"24",1985,339.701369863014,87,191,842,1094,77.5714285714286,206.467349379772
"25",1986,316.608219178082,109.4,245,532.2,889,85.7142857142857,184.333097518919
"26",1987,161.487671232877,66.4,137,289,384,52.8571428571429,119.619925123024
"27",1988,209.224043715847,45,169.5,402,535.5,28.8571428571429,138.395722168649
"28",1989,226.627397260274,91,171,419.6,581.2,80.7142857142857,156.714117983066
"29",1990,289.339726027397,88,244,519,720.4,71,171.133100587306
"30",1991,267.884931506849,74,225,520.8,683.4,68.1428571428571,189.790705161217
"31",1992,256.904371584699,100,225,448,514.25,73.7142857142857,184.79121852914
"32",1993,311.942465753425,131.6,217,554,882.2,88,203.034739370219
"33",1994,240.082191780822,99.4,184,430.4,569.8,75.4285714285714,150.899207018909
"34",1995,196.309589041096,75,166,353,415.2,65,145.022425105039
"35",1996,150.281420765027,53,125.5,287.5,349.75,45.8571428571428,102.285412538281
"36",1997,232.438356164384,84,175,383.2,592.800000000001,60.5714285714286,150.063302222891
"37",1998,241.849315068493,71,116,576.8,754,53.2857142857143,158.207872384083
"38",1999,149.084931506849,44,79,298.2,397.6,32,90.1666800893171
"39",2000,171.887978142076,74,138,276.5,400,62.7142857142857,105.693381906497
"40",2001,301.832876712329,80.4,222,537.6,755.400000000001,57.8571428571429,193.661196702841
"41",2002,185.455068493151,59,109,371.8,507.6,49.8571428571429,139.700865937715
"42",2003,155.21397260274,60.28,108,316,409.8,46.5285714285714,106.169124281208
"43",2004,263.436065573771,97.15,162.5,536,760.5,74.0714285714286,152.292332029684
"44",2005,197.347123287671,52.64,104,439,543,44.2285714285714,127.023639070876
"45",2006,241.791232876712,72.2,198,452.4,601.8,50.2571428571429,152.277387912771
"46",2007,214.905753424658,61.7,162,442.2,567.6,51.5428571428571,159.301848916872
"47",2008,330.506284153005,80.1,213,640,906.25,55.7428571428571,190.002287237728
"48",2009,311.86602739726,89.88,191,718,951.2,73.3714285714286,191.609305382593
"49",2010,222.663835616438,88.4,153,423.6,655.6,72.7428571428571,136.792380082627
"50",2011,310.600547945206,96.42,218,718,893.2,84.8428571428571,179.239343899677
"51",2012,179.346721311475,44.1,106,399.5,524.75,38.9285714285714,130.172872926347
"52",2013,250.736712328767,95.7,185,477.6,747,87.3285714285714,158.72789482607
"53",2014,287.743835616438,128.4,203,538.4,890,89.0142857142857,208.847409074783
"54",2015,258.750684931507,118,171,444.6,831,87.7714285714286,161.636145329076
"55",2016,259.230601092896,78.15,208.5,496.5,648.75,58.3571428571429,171.04317914781
"56",2017,318.462739726027,64.3,255,701.400000000001,885.4,54.6428571428571,187.657796723824
"57",2018,304.177260273973,87.66,190,573.000000000001,1016,79.3571428571429,164.973850264346
"58",2019,308.369315068493,93.66,244,575.8,756.8,87.3285714285714,198.880646176279
"59",2020,319.445355191257,111.5,235,541,895,105.142857142857,202.493138123261
"60",2021,217.720512820513,80.84,172,392.4,519.4,67,NA
