"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,8.53369565217391,7,8.1,10,6.31428571428571,NA
"2",1963,6.96712328767123,5,6.7,8.68000000000001,3.45714285714286,6.02087000026565
"3",1964,4.69672131147541,2.2,4.3,7.4,1.27142857142857,3.83432612554362
"4",1965,5.37178082191781,2.9,5,7.8,2.04285714285714,4.25891295893641
"5",1966,6.94,4.2,6,10,3.28571428571429,5.37084618145613
"6",1967,11.2016438356164,7.5,11,15.6,6.85714285714286,9.59526182113168
"7",1968,11.3579234972678,8.45,11,14,6.45714285714286,9.92898339365552
"8",1969,13.0386301369863,10,13,16,8.11428571428571,11.6026902993666
"9",1970,11.8424657534247,8.9,11,15,6.84285714285714,10.5506818224304
"10",1971,11.0093150684932,7.2,10,15.6,6.64285714285714,9.57221819321336
"11",1972,9.57677595628415,7,9.45,13,5.28571428571428,7.88285280596756
"12",1973,12.226301369863,9.5,12,15,7.92857142857143,10.3590215264188
"13",1974,12.7520547945205,10,12,16,8.82857142857143,11.59119888763
"14",1975,14.5235616438356,11,14,18,9.12857142857143,12.7414464610236
"15",1976,12.1693989071038,9.5,12,15,8.42857142857143,11.0081750910747
"16",1977,8.39424657534247,4.9,8.3,12,3.25714285714286,7.14355953635406
"17",1978,8.6013698630137,5.1,8,12,3.81428571428571,6.90599315068493
"18",1979,10.6408219178082,7.9,10,14,6.74285714285714,8.95098942281783
"19",1980,10.2964480874317,7.5,10,14,5.78571428571429,8.93651960784314
"20",1981,8.26739726027397,5,8.1,11,3.85714285714286,6.8802308946761
"21",1982,10.1709589041096,6.8,8.8,15,6.02857142857143,8.52268995150174
"22",1983,9.74821917808219,5.68,9.7,13,4.91428571428571,8.28851040740082
"23",1984,7.90355191256831,4.2,7.8,12,3.22857142857143,6.46242429112728
"24",1985,11.0065753424658,7.44,9.9,17,6.4,9.24484150464612
"25",1986,10.5383561643836,6.8,10,14,4.72857142857143,8.81786360639281
"26",1987,7.52109589041096,4.2,7.5,11,3.34285714285714,6.47624270643543
"27",1988,6.75273224043716,2.4,6.3,12,1.42857142857143,4.88205985214591
"28",1989,8.92849315068493,7,8.2,11,5.65714285714286,7.63059360730594
"29",1990,8.88301369863014,4.9,8.8,12,4.24285714285714,6.86590476190476
"30",1991,11.4802739726027,8.1,10,17,7.37142857142857,9.59157103170802
"31",1992,10.4191256830601,6.8,10,14,5.71428571428571,8.94625242063465
"32",1993,11.8569863013699,8.3,11,15,6.94285714285714,9.31238160469667
"33",1994,10.0745205479452,5.44,9.2,15,4.15714285714286,7.34502629543212
"34",1995,8.90739726027397,5.24,8,13,3.14285714285714,6.49192459899309
"35",1996,6.4816393442623,2.3,6.5,10,1.15428571428571,4.96231623114592
"36",1997,9.51506849315068,5.3,8.8,13,4.47142857142857,7.53445786633458
"37",1998,8.10931506849315,3.4,6.5,14,2.77142857142857,6.50063164626581
"38",1999,5.13553424657534,1.3,3.9,9.92000000000001,0.568571428571429,3.93027392869687
"39",2000,3.50150273224044,1.2,3.1,5.85,0.614285714285714,2.44866820338826
"40",2001,4.94547945205479,1.94,4.6,8.39200000000001,1.1,3.68124578211148
"41",2002,6.24419178082192,2.582,6.27,9.606,2.03714285714286,5.41178600782779
"42",2003,4.25693150684932,1.36,3.77,7.27,0.815714285714286,3.21183352705134
"43",2004,4.55489071038251,1.965,3.405,8.98,1.37714285714286,3.37191203605138
"44",2005,6.47076712328767,3.51,6.09,9.748,2.97571428571429,5.25147292889759
"45",2006,6.12320547945205,2.822,5.8,9.594,2.11714285714286,4.59050804522722
"46",2007,6.15835616438356,2.092,6.35,9.608,1.56428571428571,5.00322965404379
"47",2008,9.43926229508197,4.075,9.005,13.1,2.72857142857143,7.21738450129106
"48",2009,13.9522739726027,9.546,13.8,17.86,7.46,12.1324258216669
"49",2010,10.2027671232877,5.974,10.4,14.36,4.77571428571428,8.73568950557814
"50",2011,9.9434794520548,4.888,9.42,15.2,3.71428571428571,7.99215911793686
"51",2012,7.82896174863388,2.54,7.3,13.5,1.36714285714286,6.63871395305514
"52",2013,8.24224657534246,4.44,7.9,12.22,3.53,6.56244949297278
"53",2014,9.67857534246575,5.29,9.6,13.46,4.23571428571429,7.89863951527924
"54",2015,8.62915068493151,4.34,8.88,12.16,2.72857142857143,6.84612102037992
"55",2016,10.9468579234973,5.63,11.05,15.3,2.35857142857143,8.52859164736963
"56",2017,15.2033150684932,9.164,14.5,21.46,7.81571428571429,12.7411652556048
"57",2018,20.5676712328767,15.9,19.8,26.3,14.9714285714286,17.9291517267762
"58",2019,21.8090410958904,16.14,21.5,27.38,14.4714285714286,19.3640511178319
"59",2020,21.1465027322404,14.45,20.8,27.85,11.7142857142857,18.7527450000228
"60",2021,13.7603663003663,6.53,14.2,19.68,2.52142857142857,NA
