"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,154.152173913043,137,152,179,110.142857142857,NA
"2",1963,265.128767123288,106,134,575.000000000001,79.5714285714286,155.448980781783
"3",1964,193.188524590164,72,140,480,55.8571428571428,144.491678494547
"4",1965,523.476712328767,163.2,360,1010,135,361.926816837216
"5",1966,517.802739726027,136,393,1136,100.428571428571,317.589917591421
"6",1967,539.293150684932,126.4,413,1170,90.2857142857143,420.886777461756
"7",1968,641.008196721311,231,483.5,1255,195.142857142857,394.566222020573
"8",1969,571.191780821918,195,444,1036,154.571428571429,407.632616813032
"9",1970,473.471232876712,196,363,934.2,130.285714285714,363.088018134663
"10",1971,334.298630136986,107,198,796,96.5714285714286,261.426578604044
"11",1972,616.016393442623,198,597,1165,157.714285714286,450.248753845801
"12",1973,599.742465753425,177.4,503,1180,162.428571428571,484.523639985675
"13",1974,572.282191780822,132,378,1276,122.142857142857,409.640351969588
"14",1975,527.695890410959,183.4,492,965.8,141.857142857143,403.05327160957
"15",1976,530.379781420765,212,322.5,1190,180.285714285714,358.278101003607
"16",1977,482.583561643836,170,335,1146,142.857142857143,352.075937945124
"17",1978,515.624657534247,153.4,261,1066,121.571428571429,411.032864408203
"18",1979,460.964383561644,172,267,1001.6,137.714285714286,316.998535648051
"19",1980,532.054644808743,215,386,1240,193.714285714286,404.914426773805
"20",1981,750.764383561644,300,515,1560,269.857142857143,464.500558689229
"21",1982,827.747945205479,209,638,1490,169.571428571429,555.859974534598
"22",1983,558.12602739726,160.8,499,1122,112.142857142857,430.868221812434
"23",1984,590.948087431694,246,483,1100,191.285714285714,396.681776196441
"24",1985,866.331506849315,211,495,2056,158.714285714286,472.023235942464
"25",1986,708.813698630137,306,622,1196,196.714285714286,494.618037436643
"26",1987,434.394520547945,155,405,838.8,119.714285714286,330.742759888513
"27",1988,504.117486338798,127.5,398,1060,92.7142857142857,289.434767498654
"28",1989,488.739726027397,203.4,384,866.4,166,355.777677756034
"29",1990,920.660273972603,485,806,1482,257.714285714286,660.346604278075
"30",1991,723.630136986301,211.4,715,1362,178.571428571429,537.675132957292
"31",1992,587.986338797814,265.5,531.5,968.5,161.857142857143,412.903635067712
"32",1993,858.34794520548,324,674,1546,224,639.910596439495
"33",1994,423.852054794521,144,302,868.4,110.142857142857,326.539531273021
"34",1995,480.454794520548,159.8,415,898,117.428571428571,300.838747356145
"35",1996,621.628415300546,224,426.5,1295,180.428571428571,435.397071229988
"36",1997,696.764383561644,310,600,1200,227,535.028154836032
"37",1998,648.81095890411,215,390,1410,188.571428571429,501.093146210109
"38",1999,549.312328767123,152.8,330,1156,93.7142857142857,367.396627151387
"39",2000,338.420765027322,152,304,588,88.1428571428571,248.699886490672
"40",2001,649.775342465753,220.6,513,1266,102.428571428571,494.341930872623
"41",2002,623.679452054795,134,415,1412,109.714285714286,493.668871749613
"42",2003,406.241095890411,155.4,362,698.2,138,279.775960512867
"43",2004,466.890710382514,177.5,343,898.5,136,299.719431430866
"44",2005,463.995616438356,123,251,1100,88.7714285714286,326.383368867393
"45",2006,485.495890410959,226,407,871,161.142857142857,333.00604689073
"46",2007,656.498630136986,225.8,480,1272,177.285714285714,437.824044357469
"47",2008,760.746994535519,190,444.5,1640,68.9857142857143,535.314446848476
"48",2009,844.709589041096,285,717,1602,190.285714285714,574.741316593326
"49",2010,538.356164383562,133.4,498,981,123.714285714286,463.110119527263
"50",2011,725.657534246575,168.6,484,1626,103,488.074771965059
"51",2012,405.727322404372,112,192,980,73.1857142857143,341.535789550218
"52",2013,464.285753424658,144.4,360,817,76.8142857142857,291.02967460957
"53",2014,493.405753424658,165.4,356,1116,34.6857142857143,353.265401069519
"54",2015,486.857534246575,206,370,939,166.714285714286,325.395608744376
"55",2016,493.327868852459,201.5,442,852,105.714285714286,388.819528918684
"56",2017,677.01095890411,166.2,629,1230,113,489.266678854671
"57",2018,750.342465753425,330.4,603,1160,236.142857142857,487.22507690459
"58",2019,760.358904109589,361.8,675,1200,184,583.707498511018
"59",2020,598.23606557377,128,534.5,1130,97.6285714285714,475.618129866491
"60",2021,393.14652014652,213,346,582.4,151.285714285714,NA
