"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,445.315217391304,350.5,455,548.9,630.3,214.428571428571,NA
"2",1963,773.241095890411,252,400,1800,2632,190.714285714286,391.519989255976
"3",1964,657.781420765027,277.5,489.5,1315,1717.5,209.142857142857,452.165044727332
"4",1965,1728.97808219178,300,760,4552.00000000001,7940,231,689.923757064853
"5",1966,1559.12602739726,348.8,1100,3590,4212,293.142857142857,952.66864124696
"6",1967,2150.97534246575,474,1370,5590,7040,361,1494.3626857909
"7",1968,2250.24316939891,762.5,1545,4265,7122.5,673.285714285714,1110.38877821764
"8",1969,2088.23561643836,535,1650,4500,5592,392.285714285714,1448.79823132887
"9",1970,1840.5397260274,570.4,1480,3406,4034,354,1185.89707809314
"10",1971,1819.28493150685,384,882,4140,6738,346.428571428571,1103.54691922082
"11",1972,2374.8306010929,823.5,1845,3855,6587.5,661.714285714286,1669.34561762303
"12",1973,3005.58082191781,692.8,1900,7644,8588,454.285714285714,2160.33990058648
"13",1974,3002.36164383562,567,1350,8452,10840,480.285714285714,1572.69125539831
"14",1975,2959.60547945205,889.6,2190,6408,7514,560.571428571429,1813.52105637513
"15",1976,2697.92896174863,505.5,1290,7750,9890,410.428571428571,1942.07511225114
"16",1977,1098.86849315069,330,667,2802,3482,118.285714285714,722.036281224819
"17",1978,1453.88767123288,409,800,2656,6886,277.285714285714,645.165757349017
"18",1979,1587.25479452055,403.6,840,4110,5222,316.857142857143,998.901489578768
"19",1980,1758.84972677596,727.5,1440,3485,4627.5,562.857142857143,1131.95700717003
"20",1981,2492.15616438356,719.2,1700,5370.00000000001,8034.00000000001,440,1282.21209202958
"21",1982,2290.01917808219,545.6,1350,5392,7288,486.571428571428,1566.03016151189
"22",1983,2386.42739726027,603.2,1700,5060,7282,468,1707.37896121843
"23",1984,1701.17213114754,412,1160,3940,4995,307,978.044405173691
"24",1985,3152.31506849315,756.4,1660,7652,11480,448.571428571428,2168.01527733952
"25",1986,3299.94246575342,831.8,2340,6980.00000000001,10438,544.571428571429,1639.57914220483
"26",1987,1504.13698630137,473.4,1230,2860,3464,367.857142857143,1149.40264160638
"27",1988,2028.63387978142,384,1800,4000,5100,286.428571428571,1262.69733449991
"28",1989,2167.4602739726,830,1610,4218,4856,725.714285714286,1484.09553652968
"29",1990,2885.00821917808,766.2,2660,5326,7016,530.571428571428,1805.47951868726
"30",1991,2498.62739726027,568.8,1950,5506,6334,479.714285714286,1851.51866631086
"31",1992,2729.48360655738,1115,2480,4645,5415,665.714285714286,1931.12032207319
"32",1993,3277.8301369863,1290,2370,6188,8460.00000000001,986.857142857143,2047.57955440088
"33",1994,3089.4904109589,1028,2680,5870,7584,807.142857142857,1906.8560435133
"34",1995,1940.81643835616,645.8,1620,3446,4574,541.285714285714,1319.71298928039
"35",1996,1881.24316939891,588.5,1500,3295,4082.5,478,1235.67458030737
"36",1997,2254.2602739726,716.8,1430,4176,5382,611.428571428571,1492.46725909957
"37",1998,2199.58082191781,495,1040,5542,6764,426.857142857143,1470.99384400734
"38",1999,1413.73698630137,405.8,767,2722,3962,295.285714285714,813.068043052838
"39",2000,1795.53278688525,681.5,1350,3060,4510,572.857142857143,1102.20483598098
"40",2001,2636.36438356164,580.4,2230,4662,6984.00000000001,463.428571428571,1791.49529703254
"41",2002,1738.56164383562,439,948,4002,4846,350.857142857143,1374.48171108392
"42",2003,1127.18082191781,377.2,658,2578,2994,308.142857142857,825.89119954113
"43",2004,2395.72404371585,615.5,1435,5100,7245,437.571428571429,1561.02765169697
"44",2005,1863.97808219178,438.4,1070,4426,5554,361.857142857143,1205.52343294238
"45",2006,2649.7397260274,899.2,2190,4910,6044,569.285714285714,1767.37350231814
"46",2007,2194.52054794521,552.8,1540,4782,5792,398.714285714286,1680.0999238965
"47",2008,2942.12295081967,702,1910,6275,7787.5,443.857142857143,1844.02627477846
"48",2009,3256.81917808219,920.6,2160,6724,9118,670.285714285714,2115.41455131146
"49",2010,1891.8602739726,589.8,1270,4204,5574,511.428571428571,1217.84114127881
"50",2011,3197.72328767123,809.2,2320,7156,8628,650.571428571429,2228.868756588
"51",2012,1789.86612021858,457.5,1065,4105,4615,423.142857142857,1331.58636022715
"52",2013,2609.2904109589,674.2,1740,5330,7472,571.142857142857,1375.34183543737
"53",2014,2566.08767123288,995.4,1810,5336,7332,870.428571428571,1831.87757247628
"54",2015,1864.32054794521,780.8,1440,3456,4900,601,1358.88880312834
"55",2016,2602.53005464481,648,2140,5370,6352.5,439.571428571429,1931.63930052895
"56",2017,2995.19726027397,552.4,2380,6496,7100,460.714285714286,1972.04150635474
"57",2018,2812.41095890411,673.4,2210,5168,6900,534.571428571428,1737.63216583645
"58",2019,3384.70136986301,865.4,3070,6044,7362,651.142857142857,2211.13221712031
"59",2020,2953.91256830601,722,1920,6290,8132.5,542.857142857143,1947.30366900859
"60",2021,1867.71794871795,751.2,1380,3338,4262,707.857142857143,NA
