"","Year","MeanDischarge","Q10","Q50","Q90","Q95","MAM7","MeanBaseflow"
"1",1962,32.7826086956522,26.1,34,38,40,21.1428571428571,NA
"2",1963,52.8465753424658,15,25,105.6,233.6,12.4285714285714,26.6654406495736
"3",1964,37.4562841530055,16,25.5,80.5,110,13.2857142857143,27.9603683844863
"4",1965,137.860273972603,15.4,43,425.600000000001,686.200000000001,11,52.0662581359096
"5",1966,122.747945205479,23,75,294.8,365,18.5714285714286,84.8467104884007
"6",1967,192.690410958904,35,118,514,735.200000000001,27,131.574785901843
"7",1968,170.688524590164,50.5,107.5,364,530,40.7142857142857,89.5096704592606
"8",1969,179.030136986301,40,134,412.6,473,33.4285714285714,139.7710060375
"9",1970,142.438356164384,43,112,260.6,367.4,31.4285714285714,106.275117366341
"10",1971,189.915068493151,30,70,495.000000000001,982,24.2857142857143,106.320273068457
"11",1972,208.218579234973,51.5,138.5,491.5,650,41.1428571428571,133.144620578555
"12",1973,273.643835616438,42,182,793.4,909.8,30.4285714285714,201.357544078128
"13",1974,284.493150684931,45,112,794.8,993.8,38.4285714285714,144.20174717616
"14",1975,306.487671232877,70.4,210,675.6,766.2,47.7142857142857,188.529638261943
"15",1976,269.275956284153,43,79,703,1217.5,37.1428571428571,223.273312643542
"16",1977,90.0164383561644,27,46,266.2,295.8,21.8571428571429,62.9819878423585
"17",1978,110.819178082192,27.4,54,220.6,486.8,19.8571428571429,51.5728395084848
"18",1979,121.827397260274,27,52,318.8,404.2,22.1428571428571,83.3401645509938
"19",1980,126.079234972678,45.5,85.5,281.5,338.75,33.5714285714286,84.2468123861566
"20",1981,223.320547945205,43.4,143,567.6,725.6,29,97.1870877653176
"21",1982,198.432876712329,43,96,412.6,917.6,32.1428571428571,88.0439289909802
"22",1983,214.493150684931,43,150,514,650.2,38.2857142857143,166.009406392694
"23",1984,140.590163934426,31,90,371,414,27,84.5331313343608
"24",1985,290.561643835616,48.4,120,910.2,1212,38.4285714285714,135.600906631888
"25",1986,285.254794520548,56.4,198,759.4,901,42,122.207247086943
"26",1987,137.364383561644,45.4,107,274,319.8,32.7142857142857,99.5873937956419
"27",1988,180.595628415301,34,137.5,374.5,432.75,25.5714285714286,116.804233229219
"28",1989,211.728767123288,76.4,148,430,502,56.2857142857143,135.619458737053
"29",1990,265.608219178082,54.4,274,503,627.8,37.5714285714286,176.577883748176
"30",1991,209.13698630137,45,151,474.6,570.4,36.2857142857143,163.105642530985
"31",1992,240.953551912568,90,191,429,522.25,52.5714285714286,178.269343187501
"32",1993,308.386301369863,101,220,698.8,934.8,71.4285714285714,190.644478126836
"33",1994,292.704109589041,91.4,254,533.6,599.8,70,196.425496584156
"34",1995,178.504109589041,51,135,362.2,456.4,40.5714285714286,124.704538742805
"35",1996,204.230769230769,54,154,429.8,567.4,44.7142857142857,NA
"36",2001,191.184782608696,84.76,205.5,255.9,281.25,70.2,NA
"37",2002,151.407945205479,30.64,79,345.6,460.8,16.7857142857143,117.546580402885
"38",2003,86.8791780821918,22.88,48,214.6,244.6,14.8142857142857,63.0781981011319
"39",2004,208.049726775956,48.2,117.5,462,624,37.1428571428571,126.71143134091
"40",2005,153.615890410959,26.58,90.1,366.4,475.2,17.4142857142857,100.904949653433
"41",2006,213.920547945205,58.34,194,416,476.8,53.3857142857143,144.639784695784
"42",2007,183.893150684931,42.32,130,391.8,454.4,30.8857142857143,132.478169768275
"43",2008,235.465300546448,58.8,158.5,500,569.75,40.3571428571429,192.031120087287
"44",2009,328.146575342466,100,228,698.8,788.4,74.4571428571428,209.741513031616
"45",2010,153.032054794521,42.88,98.1,386.4,508,32.1,95.7659954452341
"46",2011,262.684931506849,59.48,154,662.8,813,49.2857142857143,190.837030469312
"47",2012,147.526775956284,30.95,78.4,330,394,23.1,113.269398968919
"48",2013,232.563561643836,47.78,138,558.4,871.400000000001,41.6714285714286,118.37810475423
"49",2014,217.214246575342,97.48,168,471.2,583,87.8,131.965246013564
"50",2015,170.287123287671,70,121,347.6,414.2,45.2571428571429,131.212923100692
"51",2016,222.965027322404,54.95,183,484.5,582.75,36.8285714285714,176.183851749405
"52",2017,285.638904109589,44.14,219,601.6,780,32.7142857142857,180.145734475447
"53",2018,240.445205479452,48.26,168,505.4,752.000000000001,34.4142857142857,131.301731216272
"54",2019,307.287945205479,70.42,284,573.2,684.2,46.3714285714286,180.280931506849
"55",2020,269.245355191257,66.05,161,630.5,797.75,49.4,185.707621294916
"56",2021,174.544322344322,63.36,131,342,456,50.9142857142857,NA
