"","Year","MeanDischarge","Q10","Q50","Q90","MAM7","MeanBaseflow"
"1",1962,1514.14130434783,1151,1515,1860,1284.28571428571,NA
"2",1963,1797.24109589041,986.8,1400,2914,842.285714285714,1240.72504892368
"3",1964,1463.50819672131,840.5,1275,2560,770.142857142857,1135.24765807963
"4",1965,3042.51506849315,1484,2460,5486,1187.28571428571,2242.27462491846
"5",1966,3311.52602739726,1500,3000,5992,1274.42857142857,2394.18201113955
"6",1967,3480.2602739726,1340,3170,6510,1185.71428571429,2902.1832590785
"7",1968,3952.86885245902,2395,3550,6050,2167.14285714286,2900.36440766596
"8",1969,3936.41095890411,1924,3490,6390,1670,3177.68860819546
"9",1970,3349.31506849315,1804,2970,5690,1602.85714285714,2832.82891914518
"10",1971,2565.56712328767,1274,2000,4864,1061.71428571429,2108.25585455508
"11",1972,3278.3606557377,1710,2935,5140,1345.71428571429,2599.36201867349
"12",1973,3930.43835616438,1958,3680,6486,1772.85714285714,3225.26948546127
"13",1974,4111.97260273973,1660,3200,8000,1532.85714285714,3329.22243147666
"14",1975,3588.1095890411,2074,3620,5280,1918.57142857143,3042.58193512102
"15",1976,3747.2131147541,1705,2810,7145,1481.42857142857,2886.97233866158
"16",1977,2906.30136986301,1564,2330,5640,1207.14285714286,2250.73173675639
"17",1978,3605.12328767123,1870,2730,6590,1535.71428571429,2943.22374078875
"18",1979,3604.77808219178,1890,2900,6610,1540.57142857143,2833.79724833617
"19",1980,3925,2465,3460,6850,2292.85714285714,3143.28582187394
"20",1981,4693.23287671233,2718,4120,7476,2440,3271.51774298761
"21",1982,4925.17808219178,2064,4090,8740.00000000001,1910,3821.96079759229
"22",1983,3834.27397260274,1804,3500,6678,1425.71428571429,3056.56634222543
"23",1984,3678.44262295082,1810,3430,6340,1280,2824.36419710984
"24",1985,4909.01369863014,1970,3600,10360,1820,3645.81885298007
"25",1986,4405.47945205479,2700,4140,6290,2137.14285714286,3519.27657802847
"26",1987,2882.21917808219,1530,2830,4276,1258.57142857143,2408.6754114425
"27",1988,3377.38797814208,1240,3460,5800,939.714285714286,2765.90855609249
"28",1989,3815.80821917808,2242,3310,5514,2008.57142857143,2992.96057029192
"29",1990,5017.69863013699,2804,4530,8100,2298.57142857143,3857.07051189618
"30",1991,4505.39726027397,1980,4650,7174,1695.71428571429,3795.97194199696
"31",1992,4128.96174863388,2490,4115,5620,1872.85714285714,3624.33399512823
"32",1993,5328.19178082192,2764,4540,8428,2078.57142857143,4262.09513135267
"33",1994,3173.47945205479,1730,2810,5192,1608.57142857143,2609.64613593945
"34",1995,3298.16438356164,1944,3250,4858,1668.57142857143,2651.97372992305
"35",1996,3910.92896174863,2060,3200,7225,1850,2987.08482674466
"36",1997,4443.15068493151,2684,4070,7106,1815.71428571429,3617.91523533544
"37",1998,4233.45205479452,2070,3080,8068,1572.85714285714,3485.13724722766
"38",1999,3335.07397260274,1494,2270,6424,1197.42857142857,2791.92915626336
"39",2000,2918.66120218579,1830,2635,4725,1562.85714285714,2348.44427885412
"40",2001,4252.49315068493,2010,3970,6740,1392.85714285714,3641.87355749274
"41",2002,3579.20273972603,1360,2700,6730,1139.85714285714,3042.98584474886
"42",2003,2728.27397260274,1614,2480,4416,1518.57142857143,2127.91100494992
"43",2004,3574.72677595628,1910,3245,5270,1628.57142857143,2825.6918523189
"44",2005,3288.47397260274,1270,2360,6480,1027.57142857143,2566.69507934987
"45",2006,3656.90410958904,2142,3480,5376,1820,3058.00392970804
"46",2007,4327.61643835616,1912,4080,6926,1120,3568.46457069656
"47",2008,5502.89617486339,1920,4105,10350,1284.28571428571,4320.73553647324
"48",2009,5249.04109589041,2484,4390,8732,1961.42857142857,4231.09164442863
"49",2010,3486.19178082192,1710,3410,5894,1438.57142857143,3093.77672905481
"50",2011,4284.84931506849,1870,3690,7790,1685.71428571429,3463.96860730594
"51",2012,2967.81693989071,1190,1985,5830,840.285714285714,2635.70122133483
"52",2013,3456.1095890411,1694,2950,5388,1358.57142857143,2554.92607442738
"53",2014,3732.41095890411,1940,3400,5972,1524.28571428571,3016.73755845792
"54",2015,3270.87671232877,1948,2850,5368,1722.85714285714,2699.76388688616
"55",2016,3427.10382513661,1955,3395,4790,1264.28571428571,2924.54886691297
"56",2017,4279.17808219178,1600,4190,6936,1387.14285714286,3452.2496194825
"57",2018,5368.79452054795,2910,4400,8492,2444.28571428571,3926.825199108
"58",2019,5151.04109589041,2794,5030,7460,2331.42857142857,4486.54239550404
"59",2020,4268.49726775956,1755,3325,7325,1410,3532.16936044255
"60",2021,2984.24908424908,1990,2710,3968,1617.14285714286,NA
